L15,L25,L30,L35,L40,L45,L50,pvp_1,pvp_2,pvp3,character.id
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Inquisition,Shield of Virtue,Unbound Freedom,77429208
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Hallowed Ground,Unbound Freedom,Judgments of the Pure,192498688
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,Steed of Glory,Unbound Freedom,Hallowed Ground,121583901
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Steed of Glory,Guardian of the Forgotten Queen,Judgments of the Pure,92465684
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,Judgments of the Pure,Warrior of Light,Inquisition,173473003
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Sanctified Wrath,Steed of Glory,Unbound Freedom,Warrior of Light,242363131
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Hallowed Ground,Judgments of the Pure,Warrior of Light,181677258
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Judgment of Light,Righteous Protector,Unbound Freedom,Guardian of the Forgotten Queen,Steed of Glory,149594679
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,Warrior of Light,Unbound Freedom,Luminescence,166768405
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Hallowed Ground,Steed of Glory,Judgments of the Pure,98593662
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Judgments of the Pure,Warrior of Light,Hallowed Ground,173654774
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Sanctified Wrath,Steed of Glory,Unbound Freedom,Guardian of the Forgotten Queen,137417779
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Guardian of the Forgotten Queen,Warrior of Light,Steed of Glory,147481452
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,Steed of Glory,Judgments of the Pure,Warrior of Light,174891056
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,Warrior of Light,Unbound Freedom,Sacred Duty,151851326
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Judgments of the Pure,Hallowed Ground,Guarded by the Light,91926582
Holy Shield,First Avenger,Blinding Light,Blessing of Spellwarding,Holy Avenger,Consecrated Ground,Final Stand,Shield of Virtue,Guardian of the Forgotten Queen,Sacred Duty,153717278
Holy Shield,First Avenger,Repentance,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,Steed of Glory,Hallowed Ground,Unbound Freedom,96884524
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,Judgments of the Pure,Hallowed Ground,Luminescence,168143376
Holy Shield,First Avenger,Blinding Light,Blessing of Spellwarding,Divine Purpose,Consecrated Ground,Sanctified Wrath,Warrior of Light,Unbound Freedom,Guardian of the Forgotten Queen,155554810
Holy Shield,Crusader's Judgment,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Sanctified Wrath,Steed of Glory,Warrior of Light,Unbound Freedom,145228433
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Shield of Virtue,Guardian of the Forgotten Queen,Steed of Glory,156705856
Blessed Hammer,First Avenger,Fist of Justice,Blessing of Spellwarding,Seraphim,Hand of the Protector,Final Stand,Steed of Glory,Judgments of the Pure,Guardian of the Forgotten Queen,196139612
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,Guardian of the Forgotten Queen,Shield of Virtue,Steed of Glory,98335049
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Guardian of the Forgotten Queen,Unbound Freedom,Steed of Glory,136643238
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Steed of Glory,Hallowed Ground,Cleansing Light,225713693
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Judgment of Light,Righteous Protector,Steed of Glory,Shield of Virtue,Guardian of the Forgotten Queen,149928827
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Shield of Virtue,Guardian of the Forgotten Queen,Unbound Freedom,226355394
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,Unbound Freedom,Shield of Virtue,Warrior of Light,154505565
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Seraphim,Consecrated Ground,Final Stand,Steed of Glory,Guardian of the Forgotten Queen,Shield of Virtue,200935849
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,Unbound Freedom,Hallowed Ground,Steed of Glory,173048490
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Judgment of Light,Righteous Protector,Steed of Glory,Hallowed Ground,Guarded by the Light,187188645
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Guardian of the Forgotten Queen,Warrior of Light,Unbound Freedom,208307745
Holy Shield,First Avenger,Blinding Light,Blessing of Spellwarding,Divine Purpose,Consecrated Ground,Sanctified Wrath,Guardian of the Forgotten Queen,Steed of Glory,Shield of Virtue,153863408
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,Warrior of Light,Judgments of the Pure,Sacred Duty,127692024
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Holy Avenger,Consecrated Ground,Final Stand,Hallowed Ground,Unbound Freedom,Warrior of Light,147510448
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,Judgments of the Pure,Steed of Glory,Guarded by the Light,176644890
