profile.id,profile.name,profile.realm.slug,specialization.id,faction.type
158624613,Nyùkä,conseil-des-ombres,66,ALLIANCE
178142124,Десперайт,gordunni,66,ALLIANCE
158366847,Epicskillz,conseil-des-ombres,66,ALLIANCE
45586194,Валмет,gordunni,66,ALLIANCE
189017370,Plastifieuse,hyjal,66,HORDE
154387327,Palourix,kirin-tor,66,HORDE
143030799,Lostkame,tarren-mill,66,HORDE
78769113,Экзекуторс,howling-fjord,66,HORDE
154704488,Jitizim,ravencrest,66,ALLIANCE
134245080,Zedbug,spinebreaker,66,HORDE
103267285,Zaraty,les-sentinelles,66,ALLIANCE
133368774,Qunaii,defias-brotherhood,66,ALLIANCE
118742265,Plambi,burning-legion,66,HORDE
162999798,Iladonf,dalaran,66,ALLIANCE
154135172,Imaqtcats,sanguino,66,HORDE
104295256,Miyaia,les-clairvoyants,66,HORDE
156424854,Falixix,la-croisade-écarlate,66,ALLIANCE
161940989,Ramegrag,dun-modr,66,ALLIANCE
161166557,Perlite,conseil-des-ombres,66,ALLIANCE
218221648,Jackywise,sylvanas,66,ALLIANCE
104113886,Hôlyknight,ravencrest,66,ALLIANCE
158746586,Kohanayim,twilights-hammer,66,HORDE
154305853,Yaleokali,kirin-tor,66,ALLIANCE
120255935,Chamdead,confrérie-du-thorium,66,HORDE
118352641,Council,ravencrest,66,ALLIANCE
156352303,Cardíak,eredar,66,HORDE
175873776,Форрготэн,howling-fjord,66,HORDE
194465656,Belneal,kazzak,66,HORDE
153119868,Amesthiste,kirin-tor,66,ALLIANCE
242363131,Джиммиджи,gordunni,66,ALLIANCE
107144363,Shtrauska,les-clairvoyants,66,ALLIANCE
208882377,Ниэтта,gordunni,66,ALLIANCE
124508002,Themis,les-sentinelles,66,ALLIANCE
178129756,Ilhitmanll,silvermoon,66,ALLIANCE
163136502,Bløedbad,les-sentinelles,66,HORDE
55773994,Skyyÿ,ysondre,66,HORDE
125536120,Broetchen,thrall,66,HORDE
164108514,Torkas,alleria,66,ALLIANCE
153035693,Ikebukuro,kirin-tor,66,ALLIANCE
153823657,Paladindværg,ravencrest,66,ALLIANCE
166079251,Steks,blades-edge,66,ALLIANCE
29023071,Dankai,zuljin,66,HORDE
229983067,Снижд,gordunni,66,ALLIANCE
158006360,Erokan,antonidas,66,ALLIANCE
150892050,Lèontas,silvermoon,66,ALLIANCE
158124218,Servitude,stormscale,66,HORDE
151219627,Shilnas,silvermoon,66,ALLIANCE
154184421,Ludotwins,kirin-tor,66,ALLIANCE
