profile.id,profile.name,profile.realm.slug,specialization.id,faction.type
163299545,Delgato,kazzak,66,HORDE
128045846,Arândana,thrall,66,HORDE
244807233,Ритсуми,soulflayer,66,HORDE
175221568,Sebpala,kazzak,66,HORDE
152116845,Vaat,aggra-português,66,HORDE
95483886,Imsnazzybro,twisting-nether,66,HORDE
69296778,Wtsfood,stormscale,66,HORDE
139170356,Trincera,thrall,66,HORDE
160763751,Egimel,sanguino,66,HORDE
136021324,Sekentor,blackrock,66,HORDE
149529118,Immuhn,thrall,66,HORDE
108809209,Trynias,eredar,66,HORDE
67064997,Bubbleriosus,thrall,66,HORDE
110447787,Ayyah,stormscale,66,HORDE
153913115,Claisn,eredar,66,HORDE
164562204,Iasefko,thrall,66,HORDE
119766949,Admitancja,burning-legion,66,HORDE
164846369,Klexe,blackrock,66,HORDE
104541928,Dradestor,colinas-pardas,66,HORDE
128211901,Honigmoniaf,blackrock,66,HORDE
174358722,Tonkmeister,twisting-nether,66,HORDE
147395689,Vaccation,kazzak,66,HORDE
136533294,Snowkoala,thrall,66,HORDE
73785417,Schutzinator,eredar,66,HORDE
174536731,Розовыйщит,howling-fjord,66,HORDE
128452551,Noxplode,thrall,66,HORDE
187743513,Sinjastral,archimonde,66,HORDE
115841375,Philea,frostwolf,66,HORDE
166114474,Ragnarøkk,thrall,66,HORDE
115377790,Govanno,blackhand,66,HORDE
125126098,Thaelarion,ragnaros,66,HORDE
180388158,Лестарта,soulflayer,66,HORDE
114933943,Bemski,thrall,66,HORDE
160597285,Póhma,draenor,66,HORDE
140981141,Eltharièn,blackrock,66,HORDE
140650378,Ligh,thrall,66,HORDE
88764447,Palaofchaos,kazzak,66,HORDE
186582396,Geemill,kazzak,66,HORDE
123873111,Zôeý,frostwolf,66,HORDE
147758522,Lesterow,thrall,66,HORDE
137177891,Heartfilia,norgannon,66,HORDE
194465656,Belneal,kazzak,66,HORDE
156171837,Chizuri,thrall,66,HORDE
120545949,Recksiipala,blackrock,66,HORDE
65143466,Amris,blackmoore,66,HORDE
160212062,Schnipporet,tarren-mill,66,HORDE
113377211,Notjcdlz,ysondre,66,HORDE
160263077,Butzzbenzer,nozdormu,66,HORDE
191894188,Panzarjohnny,kazzak,66,HORDE
132607413,Maviqa,blackmoore,66,HORDE
123975626,Florki,blackhand,66,HORDE
105455006,Anomindara,bladefist,66,HORDE
116305239,Mordodin,blackhand,66,HORDE
120497678,Dárkness,drakthul,66,HORDE
97967676,Eromine,draenor,66,HORDE
161511830,Shár,twisting-nether,66,HORDE
145636880,Fodenpala,twisting-nether,66,HORDE
157596500,Blessingbot,tarren-mill,66,HORDE
197045343,Mystøory,kazzak,66,HORDE
174295354,Zorato,twisting-nether,66,HORDE
164244968,Kazbops,tarren-mill,66,HORDE
76947846,Kynval,nemesis,66,HORDE
112876095,Benj,draenor,66,HORDE
163341521,Níleriox,tarren-mill,66,HORDE
175702618,Pjonka,burning-legion,66,HORDE
144531835,Ruurd,twisting-nether,66,HORDE
109837720,Electrizia,thrall,66,HORDE
114356122,Ratterrich,blackhand,66,HORDE
165037468,Diktrol,stormreaver,66,HORDE
176832151,Ornot,twisting-nether,66,HORDE
188759228,Karmacharger,silvermoon,66,ALLIANCE
166161372,Lexaniqt,blackmoore,66,HORDE
142375419,Malefyca,blackrock,66,HORDE
173763763,Психосаша,howling-fjord,66,HORDE
196709302,Azbøulette,archimonde,66,HORDE
167060436,Devilspress,guldan,66,HORDE
141668428,Kraiden,thrall,66,HORDE
165434926,Kushlove,thrall,66,HORDE
126346731,Benanpala,thrall,66,HORDE
165207487,Titiran,drakthul,66,HORDE
171439082,Grippingcnt,kazzak,66,HORDE
167094488,Bolderbast,tarren-mill,66,HORDE
194396987,Crael,hyjal,66,HORDE
166879402,Synexpala,blackrock,66,HORDE
178886806,Sharinop,kazzak,66,HORDE
