profile.id,profile.name,profile.realm.slug,specialization.id,faction.type
163299545,Delgato,kazzak,66,HORDE
140981141,Eltharièn,blackrock,66,HORDE
95483886,Imsnazzybro,twisting-nether,66,HORDE
177197313,Diamondteàr,kazzak,66,HORDE
152116845,Vaat,aggra-português,66,HORDE
148078900,Арахнея,howling-fjord,66,HORDE
244807233,Ритсуми,soulflayer,66,HORDE
167094488,Bolderbast,tarren-mill,66,HORDE
169910781,Kyarrala,tarren-mill,66,HORDE
167225370,Kallidian,tarren-mill,66,HORDE
173693092,Alirezà,kazzak,66,HORDE
150451053,Koyjin,kazzak,66,HORDE
171439082,Grippingcnt,kazzak,66,HORDE
110447787,Ayyah,stormscale,66,HORDE
163632883,Aitas,tarren-mill,66,HORDE
132665921,Loládin,azuremyst,66,HORDE
176459029,Xasop,twisting-nether,66,HORDE
175221568,Sebpala,kazzak,66,HORDE
113377211,Notjcdlz,ysondre,66,HORDE
154906752,Alexzane,tarren-mill,66,HORDE
163494441,Deftlol,tarren-mill,66,HORDE
137188214,Qwerdin,draenor,66,HORDE
192835377,Йокипакка,soulflayer,66,HORDE
128966569,Kompanypala,tarren-mill,66,HORDE
33356986,Лаунч,howling-fjord,66,HORDE
142421824,Whodapala,dentarg,66,HORDE
174858263,Abdy,zuljin,66,HORDE
159851793,Blopsterx,tarren-mill,66,HORDE
147395689,Vaccation,kazzak,66,HORDE
158692608,Caedine,dentarg,66,HORDE
141179286,Paaryn,blackrock,66,HORDE
167444395,Аббэндис,soulflayer,66,HORDE
244270512,Гробовщица,soulflayer,66,HORDE
152154457,Taradina,tarren-mill,66,HORDE
102761668,Celedith,blackhand,66,HORDE
149953961,Djibriel,tarren-mill,66,HORDE
158287640,Goorillaunit,tarren-mill,66,HORDE
166392351,Tnephans,tarren-mill,66,HORDE
197358910,Andymonka,kazzak,66,HORDE
113353950,Scralet,tarren-mill,66,HORDE
172411096,Nephiix,ragnaros,66,HORDE
158969449,Tubad,draenor,66,HORDE
155528047,Maltimum,tarren-mill,66,HORDE
136242937,Estarossà,twisting-nether,66,HORDE
162682479,Antimagé,twisting-nether,66,HORDE
161605785,Tankmatty,kazzak,66,HORDE
128060902,Wyleria,burning-blade,66,HORDE
161511830,Shár,twisting-nether,66,HORDE
126068864,Patriot,tarren-mill,66,HORDE
174629925,Thebbep,sanguino,66,HORDE
165072997,Kíea,tarren-mill,66,HORDE
124180279,Bopcorn,draenor,66,HORDE
195391984,Спли,ashenvale,66,HORDE
170267257,Neb,shattered-hand,66,HORDE
146722573,Lìghtness,twisting-nether,66,HORDE
176695367,Peludinz,zuljin,66,HORDE
166201753,Maxdin,tarren-mill,66,HORDE
164405939,Daetri,tarren-mill,66,HORDE
153375291,Loabalboa,malganis,66,HORDE
193710839,Элърат,soulflayer,66,HORDE
132953874,Shaiyá,tarren-mill,66,HORDE
125385902,Harambedin,kelthuzad,66,HORDE
109804945,Holyswooper,draenor,66,HORDE
140590737,Emeras,tarren-mill,66,HORDE
165426889,Rpk,blackmoore,66,HORDE
198291286,Бариарт,soulflayer,66,HORDE
150617010,Tokaga,tarren-mill,66,HORDE
123355313,Nuremor,blackmoore,66,HORDE
191894188,Panzarjohnny,kazzak,66,HORDE
161183202,Sidaru,tarren-mill,66,HORDE
164244968,Kazbops,tarren-mill,66,HORDE
165797653,Päm,twisting-nether,66,HORDE
154538607,Angeloladin,blackrock,66,HORDE
149986862,Ashtemazen,kazzak,66,HORDE
160435503,Kerzer,kazzak,66,HORDE
95416248,Psopa,twisting-nether,66,HORDE
196615183,Vînce,kazzak,66,HORDE
164862100,Phaerun,tarren-mill,66,HORDE
93597379,Hallowed,aggra-português,66,HORDE
89592022,Kisassi,sargeras,66,HORDE
95478832,Rottensnot,twisting-nether,66,HORDE
160263077,Butzzbenzer,nozdormu,66,HORDE
197054562,Beautémaru,archimonde,66,HORDE
193749388,Palrahz,archimonde,66,HORDE
79070353,Tìfa,nemesis,66,HORDE
167085624,Nlowny,blackrock,66,HORDE
112776766,Noizdx,tarren-mill,66,HORDE
101228281,Reava,alleria,66,HORDE
154436128,Maeyra,blackhand,66,HORDE
138162116,Revenix,tarren-mill,66,HORDE
154699600,Saladyr,blackhand,66,HORDE
97428909,Kippine,tarren-mill,66,HORDE
154518077,Satmara,stormscale,66,HORDE
153791439,Callydon,tarren-mill,66,HORDE
122663715,Slimpala,draenor,66,HORDE
172486442,Palamañ,twisting-nether,66,HORDE
175822941,Zofo,twisting-nether,66,HORDE
