character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Arathi Basin win_rate,Isle of Conquest played,Arathi Basin played,Isle of Conquest won,Arathi Basin won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Cooking: Impossible win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Arathi Basin Comp Stomp win_rate,Korrak's Revenge win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Cooking: Impossible played,Seething Shore played,Warsong Gulch played,Battle for Wintergrasp played,Arathi Basin Comp Stomp played,Korrak's Revenge played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Cooking: Impossible won,Seething Shore won,Warsong Gulch won,Battle for Wintergrasp won,Arathi Basin Comp Stomp won,Korrak's Revenge won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
145919255,Zigulebugule,burning-legion,36.0,5697.0,38.0,57.0,8.0,7.0,3.0,4.0,25.0,40.0,33.0,56.0,,50.0,77.0,55.0,50.0,33.0,100.0,100.0,,183.0,11.0,100.0,,50.0,0.0,8.0,15.0,3.0,18.0,,8.0,13.0,11.0,16.0,6.0,2.0,1.0,,6.0,9.0,2.0,,2.0,3.0,2.0,6.0,1.0,10.0,,4.0,10.0,6.0,8.0,2.0,2.0,1.0,,11.0,1.0,2.0,,1.0,0.0,,,,50.0,2.0,1.0
151597101,Remmarlöv,kazzak,28.0,441.0,,,,,,,50.0,,,100.0,,,,100.0,100.0,,0.0,,,100.0,0.0,0.0,,,0.0,2.0,,,1.0,,,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,2.0,1.0,,0.0,,,1.0,0.0,0.0,,,0.0,,,,,,
157207976,Lëviathän,kazzak,10.0,2666.0,0.0,,1.0,,0.0,,40.0,58.0,80.0,57.0,,33.0,50.0,33.0,67.0,,0.0,,,0.0,100.0,75.0,,,,5.0,12.0,5.0,7.0,,6.0,4.0,9.0,6.0,,1.0,,,2.0,2.0,4.0,,,,2.0,7.0,4.0,4.0,,2.0,2.0,3.0,4.0,,0.0,,,0.0,2.0,3.0,,,,,,,,,
205026298,Bunc,boulderfist,30.0,1996.0,50.0,40.0,4.0,5.0,2.0,2.0,100.0,,,33.0,,25.0,75.0,,50.0,,60.0,,,80.0,100.0,100.0,,,17.0,1.0,,,3.0,,4.0,4.0,,2.0,,5.0,,,5.0,4.0,1.0,,,6.0,1.0,,,1.0,,1.0,3.0,,1.0,,3.0,,,4.0,4.0,1.0,,,1.0,,,,,,
242652601,Ilja,trollbane,39.0,857.0,100.0,,1.0,,1.0,,,,,100.0,,0.0,100.0,50.0,50.0,,,,,33.0,100.0,100.0,,,100.0,,,,1.0,,1.0,1.0,2.0,4.0,,,,,3.0,3.0,1.0,,,2.0,,,,1.0,,0.0,1.0,1.0,2.0,,,,,1.0,3.0,1.0,,,2.0,,,,,,
157369084,Kasual,stormreaver,88.0,4330.0,100.0,67.0,3.0,3.0,3.0,2.0,67.0,,,86.0,,60.0,40.0,40.0,80.0,,33.0,,,100.0,25.0,67.0,,75.0,71.0,6.0,,,7.0,,5.0,5.0,5.0,5.0,,3.0,,,3.0,4.0,3.0,,8.0,7.0,4.0,,,6.0,,3.0,2.0,2.0,4.0,,1.0,,,3.0,1.0,2.0,,6.0,5.0,,,,,,
130536705,Luminarc,blackmoore,17.0,3686.0,50.0,33.0,6.0,3.0,3.0,1.0,33.0,50.0,100.0,100.0,100.0,73.0,57.0,67.0,38.0,60.0,50.0,,,0.0,67.0,100.0,100.0,,0.0,3.0,6.0,2.0,3.0,1.0,11.0,7.0,12.0,8.0,5.0,2.0,,,1.0,3.0,1.0,58.0,,2.0,1.0,3.0,2.0,3.0,1.0,8.0,4.0,8.0,3.0,3.0,1.0,,,0.0,2.0,1.0,58.0,,0.0,,,,,,
158311249,Odêns,antonidas,6.0,1318.0,50.0,100.0,4.0,1.0,2.0,1.0,,,0.0,,0.0,0.0,100.0,50.0,100.0,,50.0,,,67.0,33.0,100.0,,,100.0,,,2.0,,1.0,4.0,2.0,2.0,1.0,,2.0,,,3.0,3.0,1.0,,,1.0,,,0.0,,0.0,0.0,2.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,,,1.0,,,,,,
176784622,Dêathmore,quelthalas,14.0,154.0,,100.0,,1.0,,1.0,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,0.0,1.0,0.0,,,
164020850,Кингблад,soulflayer,111.0,50726.0,41.0,73.0,37.0,45.0,15.0,33.0,71.0,55.0,59.0,72.0,59.0,62.0,63.0,61.0,62.0,57.0,100.0,64.0,100.0,65.0,65.0,0.0,100.0,,44.0,31.0,107.0,69.0,82.0,22.0,178.0,178.0,171.0,163.0,134.0,2.0,11.0,2.0,48.0,54.0,1.0,5.0,,9.0,22.0,59.0,41.0,59.0,13.0,110.0,113.0,104.0,101.0,77.0,2.0,7.0,2.0,31.0,35.0,0.0,5.0,,4.0,,,,,,
135967979,Лирроу,gordunni,13.0,17364.0,71.0,,31.0,,22.0,,78.0,53.0,57.0,56.0,46.0,47.0,48.0,53.0,62.0,65.0,,,,,100.0,0.0,,,,23.0,47.0,51.0,62.0,54.0,47.0,31.0,47.0,45.0,17.0,,,,,1.0,1.0,,,,18.0,25.0,29.0,35.0,25.0,22.0,15.0,25.0,28.0,11.0,,,,,1.0,0.0,,,,,,,,,
107016596,Scoxx,twilights-hammer,14.0,30351.0,0.0,75.0,8.0,4.0,0.0,3.0,32.0,66.0,56.0,46.0,42.0,73.0,38.0,40.0,57.0,0.0,100.0,100.0,,67.0,20.0,40.0,,,36.0,98.0,38.0,62.0,72.0,84.0,15.0,8.0,10.0,14.0,3.0,10.0,3.0,,6.0,5.0,5.0,,,11.0,31.0,25.0,35.0,33.0,35.0,11.0,3.0,4.0,8.0,0.0,10.0,3.0,,4.0,1.0,2.0,,,4.0,1500.0,2.0,30.0,,,
