character.id,profile.name,profile.slug,score
134733100,Golakhtashan,draenor,1441.3
129478540,Anabaladin,ragnaros,1188.0
111519487,Harad,nordrassil,1035.7
149537371,Xbeltway,dun-modr,1301.0
165259951,Tepî,blackmoore,1126.1
218221648,Jackywise,sylvanas,1123.2
62804529,Tyr,bronze-dragonflight,1118.9
176201426,Miracle,bronze-dragonflight,1300.3
145886703,Thoradir,twisting-nether,1183.4
174098353,Paladili,ragnaros,1171.0
118072551,Laurelin,nordrassil,1118.1
111318413,Ekodas,nordrassil,786.9
112613598,Lowod,aegwynn,1084.5
182890831,Menacejam,silvermoon,855.2
176201206,Nakkimon,bronze-dragonflight,899.5
193673568,Pikapala,kazzak,1118.4
97577933,Monstermixen,bronze-dragonflight,1105.6
195796790,Zäneri,silvermoon,1425.2
210056226,Dwellinger,nagrand,1021.9
191469178,Katsika,frostmane,962.0
210012493,Mattius,nagrand,725.2
197433936,Foq,kazzak,901.2
160786498,Nephelium,chamber-of-aspects,918.4
176008983,Ameerkat,twisting-nether,1061.1
112171359,Seiya,nordrassil,839.6
172512957,Мэдтофик,razuvious,836.4
242084303,Мх,gordunni,1017.6
42166217,Vaastra,bronze-dragonflight,899.7
176954223,Rfiku,bronze-dragonflight,760.4
216251566,Zeonaq,sylvanas,832.0
169554296,Firetyve,aszune,895.5
163003050,Sugarmint,bronze-dragonflight,865.1
242847747,Вершитель,gordunni,1053.7
245082201,Hellgga,sylvanas,753.8
112171834,Shifticus,nordrassil,849.9
83072681,Hamane,bronze-dragonflight,860.4
96517044,Ританнэ,soulflayer,759.4
124797867,Lindarielle,nordrassil,748.9
65119615,Peakey,bronze-dragonflight,848.7
121992142,Pérfection,aegwynn,715.8
113206965,Sunshinebaby,draenor,759.0
157261182,Zhadgar,stormscale,1003.4
118225113,Wup,shadowsong,455.8
68788155,Glorian,ravencrest,601.4
136530727,Naelius,tyrande,845.1
147510448,Анфет,gordunni,1100.8
151025549,Vader,bronze-dragonflight,687.9
136422922,Bluwberry,archimonde,764.4
18516300,Deadfiddler,bronze-dragonflight,674.2
184595604,Speedfreaki,kazzak,696.8
196543236,Дирекшен,gordunni,667.2
155419208,Kyle,nordrassil,757.9
172362888,Fajc,silvermoon,651.3
152155931,Art,gilneas,683.3
174639430,Messer,bronze-dragonflight,625.7
184016592,Shenkasap,silvermoon,549.8
176708527,Snúffe,nordrassil,435.8
176669731,Vítorhugo,exodar,684.2
85178300,Haxxsor,outland,469.4
146796302,Appoa,chamber-of-aspects,580.5
136676104,Fullbring,nordrassil,567.5
176068819,Horned,nordrassil,394.2
121949833,Wingaurdian,alonsus,943.1
111839232,Panthro,nordrassil,594.4
132440046,Transendance,nordrassil,822.4
176203820,Leoadin,bronze-dragonflight,578.9
167972247,Pazhiloypal,silvermoon,549.4
68800982,Krabaroth,ravencrest,637.6
112526375,Gloreth,twisting-nether,976.1
83134463,Yanatrell,bronze-dragonflight,657.0
157187667,Leprosaurus,the-shatar,777.3
246114645,Guldab,sylvanas,666.3
112081530,Br,nordrassil,641.1
162704740,Zachster,bronze-dragonflight,580.6
196658567,Dvx,archimonde,674.4
243751261,Cutza,sylvanas,810.4
140571014,Sicklikefrey,tarren-mill,1075.2
222664549,Kentril,sylvanas,663.4
146223923,Hearthguard,alonsus,728.2
174939990,Emberhand,bronze-dragonflight,627.8
154653905,Xedoxer,ravencrest,516.6
161999515,Trasher,nordrassil,677.3
167538332,Dampforgel,thrall,780.1
150711276,Cptgermania,amanthul,869.0
108811606,Bõõza,ravencrest,524.3
188915922,Обломись,goldrinn,414.4
111797547,Squader,nordrassil,551.9
165211601,Paladiem,the-shatar,462.7
196695289,Nephopala,kazzak,462.2
140912481,Urbosa,die-aldor,581.4
157827110,Zinovia,die-ewige-wacht,590.1
159405518,Angrygrandpa,nordrassil,541.6
93879153,Pappasmúrf,stormrage,462.7
143546518,Infishi,bronze-dragonflight,390.0
117790978,Haschwald,blackhand,507.7
159977987,Theía,darkmoon-faire,348.7
64844964,Gernof,bronze-dragonflight,782.0
176194219,Djagytumor,ragnaros,833.8
173928738,Cokrah,ragnaros,461.1
164560350,Evelynna,bronzebeard,512.6
174538501,Doirin,bronze-dragonflight,515.6
