character.id,profile.name,profile.slug,score
244270512,Гробовщица,soulflayer,1463.5
151455559,Быкану,howling-fjord,1254.5
183854727,Вейдин,eversong,1178.3
158601133,Tanqué,stormscale,1379.6
242363131,Джиммиджи,gordunni,1175.3
192045964,Дикобраазз,eversong,1282.6
66904085,Паладыч,eversong,1154.5
175098254,Иньеста,howling-fjord,976.8
245165935,Саинткнайт,eversong,990.1
71305720,Donselm,blackmoore,1369.3
243470491,Ппаладин,soulflayer,971.3
199760651,Хозбасс,eversong,939.9
170270520,Rokcya,hyjal,1078.2
170921071,Дитристаг,gordunni,960.8
167867313,Thespecter,tarren-mill,1176.5
188791854,Вилдих,gordunni,1341.4
200315419,Быкенор,gordunni,975.2
202206009,Левкофейа,eversong,1100.0
192848564,Freyìa,kazzak,1178.4
143996064,Иллитайн,gordunni,1181.2
108623248,Майзас,soulflayer,1165.1
98556509,Blaiser,ravencrest,1482.5
245970113,Хелзеферс,gordunni,1050.1
145520343,Пикаделичка,howling-fjord,928.1
180171227,Дефур,gordunni,828.2
199251527,Энти,soulflayer,1231.6
93799934,Обузова,blackscar,1115.4
165962447,Àcci,blackrock,1161.6
242639633,Ффитоняшка,eversong,1087.8
246584834,Синтезтела,eversong,888.3
187116295,Ноадэ,eversong,930.2
175513770,Легардо,gordunni,1077.2
162304832,Kakaopulver,kargath,1025.4
166072875,Fasel,blackmoore,1143.1
149909347,Kigomai,elune,856.9
208307745,Silverdawn,runetotem,1149.3
104623050,Фелионэ,soulflayer,1176.5
175168375,Хампи,howling-fjord,855.1
76410251,Кровавыйлео,howling-fjord,925.3
199456945,Стассен,eversong,886.7
197088645,Даренум,gordunni,1177.2
155434096,Паладиннер,eversong,895.5
154421564,Sophiä,kirin-tor,847.3
177875802,Morgenkoger,silvermoon,961.9
202618704,Мухашмёль,soulflayer,1054.7
243064425,Бракш,soulflayer,930.2
127614775,Шерхо,howling-fjord,824.4
95531352,Kalera,twisting-nether,967.3
153741160,Havskatt,ravencrest,1230.1
79363510,Лэйко,gordunni,1381.1
200770670,Дримстер,eversong,978.0
187782739,Лепал,eversong,876.8
138424270,Хипно,eversong,1340.5
195546335,Николяслуцк,eversong,827.8
171021881,Supremebacon,elune,843.7
242413283,Мулайт,eversong,835.8
162276416,Арналадон,eversong,852.8
98747733,Сябар,eversong,990.1
167866814,Bubblewomen,kazzak,786.2
175270211,Йотер,howling-fjord,1050.8
172815899,Засмущаю,eversong,825.0
171778567,Макзор,eversong,1001.6
165863612,Yabberpala,blackrock,1042.8
103893255,Rokudo,twisting-nether,1065.8
242992541,Андэрсон,gordunni,826.6
137189961,Solnyshka,draenor,786.9
154012532,Pennalol,sanguino,967.2
244580711,Палдыр,eversong,957.5
179209063,Fidginö,archimonde,950.4
241439269,Амшэгар,lich-king,573.4
95250066,Ясамыйсвятой,eversong,880.2
242847747,Вершитель,gordunni,1053.7
179918374,Венити,eversong,812.2
77288858,Soulstrika,pozzo-delleternità,911.2
200768179,Ппапарации,gordunni,899.0
192626407,Борлланд,soulflayer,903.1
241931171,Рыцарьшу,deathguard,1025.7
243913682,Мироедпал,gordunni,697.3
