character.id,name,achievement_points,equipped_item_level,gender.name,faction.name,race.name,active_spec.name,realm.slug,guild.name,pvp_summary.href,statistics.href,mythic_keystone_profile.href,equipment.href,active_title.name,professions.href,covenant_progress.chosen_covenant.name,covenant_progress.renown_level,covenant_progress.soulbinds.href
166079251,Steks,22900,218,Male,Alliance,Human,Protection,blades-edge,Explicit,https://eu.api.blizzard.com/profile/wow/character/blades-edge/steks/pvp-summary?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/blades-edge/steks/statistics?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/blades-edge/steks/mythic-keystone-profile?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/blades-edge/steks/equipment?namespace=profile-eu,the Insane,https://eu.api.blizzard.com/profile/wow/character/blades-edge/steks/professions?namespace=profile-eu,Kyrian,26,https://eu.api.blizzard.com/profile/wow/character/blades-edge/steks/soulbinds?namespace=profile-eu
178520861,Lomu,8260,214,Female,Alliance,Human,Protection,silvermoon,Social Critters,https://eu.api.blizzard.com/profile/wow/character/silvermoon/lomu/pvp-summary?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/silvermoon/lomu/statistics?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/silvermoon/lomu/mythic-keystone-profile?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/silvermoon/lomu/equipment?namespace=profile-eu,Inquisitor,https://eu.api.blizzard.com/profile/wow/character/silvermoon/lomu/professions?namespace=profile-eu,Kyrian,26,https://eu.api.blizzard.com/profile/wow/character/silvermoon/lomu/soulbinds?namespace=profile-eu
210098991,Langi,21970,215,Female,Horde,Blood Elf,Protection,lightnings-blade,Konepaja,https://eu.api.blizzard.com/profile/wow/character/lightnings-blade/langi/pvp-summary?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/lightnings-blade/langi/statistics?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/lightnings-blade/langi/mythic-keystone-profile?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/lightnings-blade/langi/equipment?namespace=profile-eu,the Chosen,https://eu.api.blizzard.com/profile/wow/character/lightnings-blade/langi/professions?namespace=profile-eu,Kyrian,26,https://eu.api.blizzard.com/profile/wow/character/lightnings-blade/langi/soulbinds?namespace=profile-eu
127168376,Andgrod,10775,216,Male,Alliance,Human,Protection,minahonda,Army of Darkness,https://eu.api.blizzard.com/profile/wow/character/minahonda/andgrod/pvp-summary?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/minahonda/andgrod/statistics?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/minahonda/andgrod/mythic-keystone-profile?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/minahonda/andgrod/equipment?namespace=profile-eu,Jenkins,https://eu.api.blizzard.com/profile/wow/character/minahonda/andgrod/professions?namespace=profile-eu,Kyrian,26,https://eu.api.blizzard.com/profile/wow/character/minahonda/andgrod/soulbinds?namespace=profile-eu
164644939,Valourholy,10170,217,Male,Horde,Blood Elf,Protection,bronzebeard,Rising Blood,https://eu.api.blizzard.com/profile/wow/character/bronzebeard/valourholy/pvp-summary?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/bronzebeard/valourholy/statistics?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/bronzebeard/valourholy/mythic-keystone-profile?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/bronzebeard/valourholy/equipment?namespace=profile-eu,Ironbane,https://eu.api.blizzard.com/profile/wow/character/bronzebeard/valourholy/professions?namespace=profile-eu,Kyrian,26,https://eu.api.blizzard.com/profile/wow/character/bronzebeard/valourholy/soulbinds?namespace=profile-eu
169282652,Usqell,12835,222,Female,Horde,Blood Elf,Protection,twisting-nether,Bad RNG,https://eu.api.blizzard.com/profile/wow/character/twisting-nether/usqell/pvp-summary?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/twisting-nether/usqell/statistics?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/twisting-nether/usqell/mythic-keystone-profile?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/twisting-nether/usqell/equipment?namespace=profile-eu,Famed Slayer of N'Zoth,https://eu.api.blizzard.com/profile/wow/character/twisting-nether/usqell/professions?namespace=profile-eu,Kyrian,26,https://eu.api.blizzard.com/profile/wow/character/twisting-nether/usqell/soulbinds?namespace=profile-eu
155792068,Nepogen,17105,219,Female,Alliance,Human,Protection,ravencrest,Fiasco,https://eu.api.blizzard.com/profile/wow/character/ravencrest/nepogen/pvp-summary?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/ravencrest/nepogen/statistics?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/ravencrest/nepogen/mythic-keystone-profile?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/ravencrest/nepogen/equipment?namespace=profile-eu,Hand of A'dal,https://eu.api.blizzard.com/profile/wow/character/ravencrest/nepogen/professions?namespace=profile-eu,Venthyr,26,https://eu.api.blizzard.com/profile/wow/character/ravencrest/nepogen/soulbinds?namespace=profile-eu
108905108,Jippe,28355,215,Male,Alliance,Human,Protection,eonar,The DMZ,https://eu.api.blizzard.com/profile/wow/character/eonar/jippe/pvp-summary?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/eonar/jippe/statistics?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/eonar/jippe/mythic-keystone-profile?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/eonar/jippe/equipment?namespace=profile-eu,the Insane,https://eu.api.blizzard.com/profile/wow/character/eonar/jippe/professions?namespace=profile-eu,Kyrian,26,https://eu.api.blizzard.com/profile/wow/character/eonar/jippe/soulbinds?namespace=profile-eu
209292187,Догу,12720,212,Female,Horde,Zandalari Troll,Protection,soulflayer,Хороший план,https://eu.api.blizzard.com/profile/wow/character/soulflayer/%D0%B4%D0%BE%D0%B3%D1%83/pvp-summary?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/soulflayer/%D0%B4%D0%BE%D0%B3%D1%83/statistics?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/soulflayer/%D0%B4%D0%BE%D0%B3%D1%83/mythic-keystone-profile?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/soulflayer/%D0%B4%D0%BE%D0%B3%D1%83/equipment?namespace=profile-eu,the Lightbringer,https://eu.api.blizzard.com/profile/wow/character/soulflayer/%D0%B4%D0%BE%D0%B3%D1%83/professions?namespace=profile-eu,Kyrian,26,https://eu.api.blizzard.com/profile/wow/character/soulflayer/%D0%B4%D0%BE%D0%B3%D1%83/soulbinds?namespace=profile-eu
167090249,Rskl,5285,213,Male,Horde,Blood Elf,Protection,veknilash,Twierdza,https://eu.api.blizzard.com/profile/wow/character/veknilash/rskl/pvp-summary?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/veknilash/rskl/statistics?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/veknilash/rskl/mythic-keystone-profile?namespace=profile-eu,https://eu.api.blizzard.com/profile/wow/character/veknilash/rskl/equipment?namespace=profile-eu,Vengeance Incarnate,https://eu.api.blizzard.com/profile/wow/character/veknilash/rskl/professions?namespace=profile-eu,Kyrian,26,https://eu.api.blizzard.com/profile/wow/character/veknilash/rskl/soulbinds?namespace=profile-eu
