id,has_queue,realms,_links.self.href,status.type,status.name,population.type,population.name,mythic_leaderboards.href,auctions.href,parent_realm
633,False,"[{'id': 633, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/633?namespace=dynamic-eu'}, 'name': ""Kor'gall"", 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'korgall'}, {'id': 556, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/633?namespace=dynamic-eu'}, 'name': 'Shattered Hand', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'shattered-hand'}, {'id': 630, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/633?namespace=dynamic-eu'}, 'name': 'Bloodfeather', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'bloodfeather'}, {'id': 1087, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/633?namespace=dynamic-eu'}, 'name': 'Executus', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'executus'}, {'id': 1314, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/633?namespace=dynamic-eu'}, 'name': 'Saurfang', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'saurfang'}, {'id': 1389, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/633?namespace=dynamic-eu'}, 'name': 'Darkspear', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'darkspear'}, {'id': 1392, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/633?namespace=dynamic-eu'}, 'name': 'Burning Steppes', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'burning-steppes'}, {'id': 1415, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/633?namespace=dynamic-eu'}, 'name': 'Terokkar', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'terokkar'}]",https://eu.api.blizzard.com/data/wow/connected-realm/633?namespace=dynamic-eu,UP,Up,MEDIUM,Medium,https://eu.api.blizzard.com/data/wow/connected-realm/633/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/633/auctions?namespace=dynamic-eu,Kor'gall
1080,False,"[{'id': 1080, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1080?namespace=dynamic-eu'}, 'name': 'Khadgar', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'khadgar'}, {'id': 504, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1080?namespace=dynamic-eu'}, 'name': 'Bloodhoof', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'bloodhoof'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1080?namespace=dynamic-eu,UP,Up,LOW,Low,https://eu.api.blizzard.com/data/wow/connected-realm/1080/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1080/auctions?namespace=dynamic-eu,Khadgar
1082,False,"[{'id': 1082, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1082?namespace=dynamic-eu'}, 'name': 'Kul Tiras', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'kul-tiras'}, {'id': 1391, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1082?namespace=dynamic-eu'}, 'name': 'Alonsus', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'alonsus'}, {'id': 1394, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1082?namespace=dynamic-eu'}, 'name': 'Anachronos', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'anachronos'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1082?namespace=dynamic-eu,UP,Up,LOW,Low,https://eu.api.blizzard.com/data/wow/connected-realm/1082/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1082/auctions?namespace=dynamic-eu,Kul Tiras
1084,False,"[{'id': 1084, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1084?namespace=dynamic-eu'}, 'name': 'Dentarg', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'dentarg'}, {'id': 1306, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1084?namespace=dynamic-eu'}, 'name': 'Tarren Mill', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'tarren-mill'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1084?namespace=dynamic-eu,UP,Up,FULL,Full,https://eu.api.blizzard.com/data/wow/connected-realm/1084/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1084/auctions?namespace=dynamic-eu,Dentarg
1085,False,"[{'id': 1085, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1085?namespace=dynamic-eu'}, 'name': 'Moonglade', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'RP', 'name': 'Roleplaying'}, 'is_tournament': False, 'slug': 'moonglade'}, {'id': 1117, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1085?namespace=dynamic-eu'}, 'name': 'Steamwheedle Cartel', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'RP', 'name': 'Roleplaying'}, 'is_tournament': False, 'slug': 'steamwheedle-cartel'}, {'id': 1595, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1085?namespace=dynamic-eu'}, 'name': ""The Sha'tar"", 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'RP', 'name': 'Roleplaying'}, 'is_tournament': False, 'slug': 'the-shatar'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1085?namespace=dynamic-eu,UP,Up,LOW,Low,https://eu.api.blizzard.com/data/wow/connected-realm/1085/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1085/auctions?namespace=dynamic-eu,Moonglade
1091,False,"[{'id': 1091, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1091?namespace=dynamic-eu'}, 'name': 'Emeriss', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'emeriss'}, {'id': 513, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1091?namespace=dynamic-eu'}, 'name': ""Twilight's Hammer"", 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'twilights-hammer'}, {'id': 518, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1091?namespace=dynamic-eu'}, 'name': 'Agamaggan', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'agamaggan'}, {'id': 522, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1091?namespace=dynamic-eu'}, 'name': 'Bloodscalp', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'bloodscalp'}, {'id': 525, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1091?namespace=dynamic-eu'}, 'name': 'Crushridge', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'crushridge'}, {'id': 646, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1091?namespace=dynamic-eu'}, 'name': 'Hakkar', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'hakkar'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1091?namespace=dynamic-eu,UP,Up,LOW,Low,https://eu.api.blizzard.com/data/wow/connected-realm/1091/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1091/auctions?namespace=dynamic-eu,Emeriss
1092,False,"[{'id': 1092, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1092?namespace=dynamic-eu'}, 'name': ""Drak'thul"", 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'drakthul'}, {'id': 523, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1092?namespace=dynamic-eu'}, 'name': 'Burning Blade', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'burning-blade'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1092?namespace=dynamic-eu,UP,Up,HIGH,High,https://eu.api.blizzard.com/data/wow/connected-realm/1092/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1092/auctions?namespace=dynamic-eu,Drak'thul
1096,False,"[{'id': 1096, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1096?namespace=dynamic-eu'}, 'name': 'Scarshield Legion', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'RP', 'name': 'Roleplaying'}, 'is_tournament': False, 'slug': 'scarshield-legion'}, {'id': 561, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1096?namespace=dynamic-eu'}, 'name': 'Earthen Ring', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'RP', 'name': 'Roleplaying'}, 'is_tournament': False, 'slug': 'earthen-ring'}, {'id': 635, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1096?namespace=dynamic-eu'}, 'name': 'Defias Brotherhood', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'RP', 'name': 'Roleplaying'}, 'is_tournament': False, 'slug': 'defias-brotherhood'}, {'id': 636, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1096?namespace=dynamic-eu'}, 'name': 'The Venture Co', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'RP', 'name': 'Roleplaying'}, 'is_tournament': False, 'slug': 'the-venture-co'}, {'id': 1308, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1096?namespace=dynamic-eu'}, 'name': 'Ravenholdt', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'RP', 'name': 'Roleplaying'}, 'is_tournament': False, 'slug': 'ravenholdt'}, {'id': 1317, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1096?namespace=dynamic-eu'}, 'name': 'Darkmoon Faire', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'RP', 'name': 'Roleplaying'}, 'is_tournament': False, 'slug': 'darkmoon-faire'}, {'id': 1606, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1096?namespace=dynamic-eu'}, 'name': 'Sporeggar', 'category': 'English', 'locale': 'enGB', 'timezone': 'Europe/Paris', 'type': {'type': 'RP', 'name': 'Roleplaying'}, 'is_tournament': False, 'slug': 'sporeggar'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1096?namespace=dynamic-eu,UP,Up,HIGH,High,https://eu.api.blizzard.com/data/wow/connected-realm/1096/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1096/auctions?namespace=dynamic-eu,Scarshield Legion
1097,False,"[{'id': 1097, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1097?namespace=dynamic-eu'}, 'name': 'Ysera', 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'ysera'}, {'id': 1324, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1097?namespace=dynamic-eu'}, 'name': 'Malorne', 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'malorne'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1097?namespace=dynamic-eu,UP,Up,LOW,Low,https://eu.api.blizzard.com/data/wow/connected-realm/1097/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1097/auctions?namespace=dynamic-eu,Ysera
1098,False,"[{'id': 1098, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1098?namespace=dynamic-eu'}, 'name': 'Malygos', 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'malygos'}, {'id': 572, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1098?namespace=dynamic-eu'}, 'name': 'Malfurion', 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'malfurion'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1098?namespace=dynamic-eu,UP,Up,MEDIUM,Medium,https://eu.api.blizzard.com/data/wow/connected-realm/1098/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1098/auctions?namespace=dynamic-eu,Malygos
1099,False,"[{'id': 1099, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1099?namespace=dynamic-eu'}, 'name': 'Rexxar', 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'rexxar'}, {'id': 563, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1099?namespace=dynamic-eu'}, 'name': 'Alleria', 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'alleria'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1099?namespace=dynamic-eu,UP,Up,MEDIUM,Medium,https://eu.api.blizzard.com/data/wow/connected-realm/1099/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1099/auctions?namespace=dynamic-eu,Rexxar
1104,False,"[{'id': 1104, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1104?namespace=dynamic-eu'}, 'name': 'Anetheron', 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'anetheron'}, {'id': 587, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1104?namespace=dynamic-eu'}, 'name': ""Gul'dan"", 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'guldan'}, {'id': 589, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1104?namespace=dynamic-eu'}, 'name': ""Kil'jaeden"", 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'kiljaeden'}, {'id': 594, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1104?namespace=dynamic-eu'}, 'name': 'Nathrezim', 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'nathrezim'}, {'id': 1322, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1104?namespace=dynamic-eu'}, 'name': 'Rajaxx', 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'rajaxx'}, {'id': 1611, 'region': {'key': {'href': 'https://eu.api.blizzard.com/data/wow/region/3?namespace=dynamic-eu'}, 'name': 'Europe', 'id': 3}, 'connected_realm': {'href': 'https://eu.api.blizzard.com/data/wow/connected-realm/1104?namespace=dynamic-eu'}, 'name': 'Festung der Stürme', 'category': 'German', 'locale': 'deDE', 'timezone': 'Europe/Paris', 'type': {'type': 'NORMAL', 'name': 'Normal'}, 'is_tournament': False, 'slug': 'festung-der-stürme'}]",https://eu.api.blizzard.com/data/wow/connected-realm/1104?namespace=dynamic-eu,UP,Up,LOW,Low,https://eu.api.blizzard.com/data/wow/connected-realm/1104/mythic-leaderboard/?namespace=dynamic-eu,https://eu.api.blizzard.com/data/wow/connected-realm/1104/auctions?namespace=dynamic-eu,Anetheron
