L15,L25,L30,L35,L40,L45,L50,character.id
Holy Shield,Crusader's Judgment,Fist of Justice,Cavalier,Holy Avenger,Hand of the Protector,Sanctified Wrath,119545021
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,175769732
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Seraphim,Consecrated Ground,Final Stand,246978378
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,18820223
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,116932256
Blessed Hammer,Crusader's Judgment,Blinding Light,Unbreakable Spirit,Seraphim,Hand of the Protector,Sanctified Wrath,141864217
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,175495365
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Hand of the Protector,Righteous Protector,90845213
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,144046900
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Righteous Protector,39994724
Blessed Hammer,Crusader's Judgment,Fist of Justice,Cavalier,Divine Purpose,Hand of the Protector,Sanctified Wrath,104629302
Holy Shield,Crusader's Judgment,Blinding Light,Unbreakable Spirit,Divine Purpose,Judgment of Light,Righteous Protector,194564244
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Hand of the Protector,Righteous Protector,172361913
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Holy Avenger,Consecrated Ground,Final Stand,115920321
Redoubt,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Seraphim,Judgment of Light,Sanctified Wrath,195728591
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,187460461
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,139723203
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Hand of the Protector,Righteous Protector,140924366
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,173757841
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,192045964
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,214836177
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,78973088
Holy Shield,First Avenger,Blinding Light,Cavalier,Seraphim,Consecrated Ground,Sanctified Wrath,148749174
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,105225644
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,245117475
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,237052395
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,162276416
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,174412277
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,149465420
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,148976589
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,70520838
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Judgment of Light,Final Stand,175606879
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,133390164
Holy Shield,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,191747184
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,176644890
Holy Shield,First Avenger,Blinding Light,Blessing of Spellwarding,Divine Purpose,Hand of the Protector,Righteous Protector,116707126
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,161831393
Holy Shield,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,175416231
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Hand of the Protector,Final Stand,145231473
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,202738846
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,181483376
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,183148479
Redoubt,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Holy Avenger,Hand of the Protector,Righteous Protector,192017612
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,175857019
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Divine Purpose,Hand of the Protector,Sanctified Wrath,151495327
Holy Shield,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Sanctified Wrath,155250431
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,121115669
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,202886880
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,181225796
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,178894040
Holy Shield,Crusader's Judgment,Fist of Justice,Blessing of Spellwarding,Divine Purpose,Judgment of Light,Sanctified Wrath,166300919
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Judgment of Light,Final Stand,153078382
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,175087307
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,209919859
Holy Shield,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,183568768
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Holy Avenger,Consecrated Ground,Final Stand,179845298
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,127593735
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,108623248
Blessed Hammer,Crusader's Judgment,Fist of Justice,Cavalier,Divine Purpose,Hand of the Protector,Sanctified Wrath,166767800
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,167292382
Blessed Hammer,First Avenger,Fist of Justice,Blessing of Spellwarding,Divine Purpose,Hand of the Protector,Righteous Protector,172353075
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,195622369
Holy Shield,First Avenger,Repentance,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,175998785
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,83977490
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,197169175
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,176602415
Holy Shield,First Avenger,Repentance,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,193660474
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Seraphim,Hand of the Protector,Final Stand,192681831
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,116387848
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,83306999
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Sanctified Wrath,195442580
Holy Shield,First Avenger,Blinding Light,Blessing of Spellwarding,Divine Purpose,Consecrated Ground,Final Stand,187022384
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,242523079
Redoubt,First Avenger,Fist of Justice,Unbreakable Spirit,Holy Avenger,Hand of the Protector,Righteous Protector,161139848
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Hand of the Protector,Sanctified Wrath,150728464
Redoubt,Crusader's Judgment,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Sanctified Wrath,175307045
Blessed Hammer,First Avenger,Repentance,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,147351568
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,161671342
Redoubt,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Judgment of Light,Righteous Protector,138541466
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,141341201
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Seraphim,Consecrated Ground,Final Stand,246721242
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,78209257
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,246997567
Holy Shield,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Judgment of Light,Righteous Protector,119988859
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,96768294
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,134022315
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,93517910
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,192848564
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,242672733
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,139351500
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,166783520
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,155141153
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,174684035
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,116201153
Holy Shield,Crusader's Judgment,Fist of Justice,Blessing of Spellwarding,Divine Purpose,Hand of the Protector,Righteous Protector,165542782
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Holy Avenger,Consecrated Ground,Final Stand,168998405
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Hand of the Protector,Righteous Protector,156799466
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,172697800
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Righteous Protector,116739417
Blessed Hammer,First Avenger,Repentance,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,88524703
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,165255332
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,174775117
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,25277567
Holy Shield,First Avenger,Blinding Light,Blessing of Spellwarding,Seraphim,Consecrated Ground,Righteous Protector,175796751
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,187730471
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,175046183
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,162249848
Redoubt,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,160134091
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,174749459
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,157807218
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,177454696
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,103410063
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,188869283
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,162806837
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,178770969
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Righteous Protector,177510032
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,243667576
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Righteous Protector,137693709
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,139168354
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,156196167
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,209552371
Redoubt,Crusader's Judgment,Blinding Light,Cavalier,Divine Purpose,Hand of the Protector,Sanctified Wrath,153806585
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,168522770
Holy Shield,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Judgment of Light,Sanctified Wrath,156369560
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Sanctified Wrath,242363131
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Holy Avenger,Consecrated Ground,Final Stand,111683502
Holy Shield,Crusader's Judgment,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,173473003
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,195921039
Blessed Hammer,First Avenger,Repentance,Blessing of Spellwarding,Seraphim,Hand of the Protector,Final Stand,176201426
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,159369627
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Holy Avenger,Consecrated Ground,Final Stand,166941979
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Seraphim,Judgment of Light,Righteous Protector,153424761
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,160475810
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,245964140
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,158712439
Blessed Hammer,Crusader's Judgment,Fist of Justice,Cavalier,Seraphim,Hand of the Protector,Righteous Protector,146635646
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Seraphim,Hand of the Protector,Final Stand,175140320
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,195016344
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,158586260
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Divine Purpose,Hand of the Protector,Final Stand,53042822
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,172407675
Holy Shield,First Avenger,Fist of Justice,Blessing of Spellwarding,Divine Purpose,Hand of the Protector,Righteous Protector,238576630
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,160013505
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Seraphim,Judgment of Light,Righteous Protector,167691526
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,134538158
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,153493141
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,98593662
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,147410169
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,172607475
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Sanctified Wrath,163371635
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Righteous Protector,245129885
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,103090269
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,97467429
Holy Shield,Crusader's Judgment,Blinding Light,Unbreakable Spirit,Divine Purpose,Judgment of Light,Sanctified Wrath,128947723
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,242643383
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,176695367
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Holy Avenger,Consecrated Ground,Final Stand,53690588
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,158423867
Holy Shield,Crusader's Judgment,Fist of Justice,Cavalier,Divine Purpose,Hand of the Protector,Righteous Protector,197906130
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Hand of the Protector,Final Stand,173390509
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,242780746
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,82404924
Holy Shield,First Avenger,Repentance,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,96884524
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,172829189
Blessed Hammer,Crusader's Judgment,Blinding Light,Cavalier,Divine Purpose,Hand of the Protector,Final Stand,210056226
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,243437129
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Hand of the Protector,Final Stand,172312734
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,136126653
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,157065923
Holy Shield,First Avenger,Fist of Justice,Blessing of Spellwarding,Divine Purpose,Consecrated Ground,Final Stand,188002128
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,196045964
Holy Shield,First Avenger,Repentance,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,198733669
Holy Shield,First Avenger,Blinding Light,Blessing of Spellwarding,Divine Purpose,Consecrated Ground,Sanctified Wrath,187716523
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,70657473
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,158247607
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,20876211
Blessed Hammer,Crusader's Judgment,Fist of Justice,Cavalier,Divine Purpose,Hand of the Protector,Righteous Protector,154342746
Blessed Hammer,First Avenger,Blinding Light,Blessing of Spellwarding,Divine Purpose,Consecrated Ground,Final Stand,202751165
Redoubt,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Judgment of Light,Sanctified Wrath,156496102
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,195803253
Blessed Hammer,First Avenger,Blinding Light,Blessing of Spellwarding,Divine Purpose,Consecrated Ground,Final Stand,151181788
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,164036071
Holy Shield,First Avenger,Repentance,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,176424639
Holy Shield,Crusader's Judgment,Fist of Justice,Cavalier,Divine Purpose,Judgment of Light,Sanctified Wrath,148326091
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,183854727
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Holy Avenger,Hand of the Protector,Final Stand,162999798
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,174402863
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,202724521
Redoubt,Crusader's Judgment,Fist of Justice,Cavalier,Divine Purpose,Judgment of Light,Righteous Protector,242639633
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Righteous Protector,153381042
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,173854115
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,103541418
Blessed Hammer,Crusader's Judgment,Fist of Justice,Cavalier,Divine Purpose,Hand of the Protector,Sanctified Wrath,165631527
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,77260643
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,244619548
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,29023071
Holy Shield,First Avenger,Fist of Justice,Blessing of Spellwarding,Divine Purpose,Hand of the Protector,Final Stand,131891715
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,163028861
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,216143595
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,174633818
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,133594367
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,113713921
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,241931171
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,58834362
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,116014329
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,132657872
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,144441697
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,197550361
Holy Shield,Crusader's Judgment,Blinding Light,Cavalier,Divine Purpose,Hand of the Protector,Sanctified Wrath,156387163
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,137578374
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,240803000
Blessed Hammer,Crusader's Judgment,Fist of Justice,Cavalier,Seraphim,Consecrated Ground,Sanctified Wrath,185313040
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Sanctified Wrath,123998208
Holy Shield,Crusader's Judgment,Blinding Light,Blessing of Spellwarding,Divine Purpose,Hand of the Protector,Final Stand,97305152
Blessed Hammer,Crusader's Judgment,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Righteous Protector,175582296
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,168576422
Holy Shield,First Avenger,Repentance,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,20764750
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,196189548
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,174300660
Holy Shield,First Avenger,Fist of Justice,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,174509571
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,195731446
