L15,L25,L30,L35,L40,L45,L50,character.id
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,143937353
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,165797653
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,175810099
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,34336323
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Final Stand,165703894
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,110828335
Blessed Hammer,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Righteous Protector,177858534
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,171221642
Holy Shield,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,1644249
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,172559574
Redoubt,Crusader's Judgment,Blinding Light,Unbreakable Spirit,Divine Purpose,Judgment of Light,Righteous Protector,188182727
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Holy Avenger,Hand of the Protector,Final Stand,143899528
Holy Shield,First Avenger,Fist of Justice,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Sanctified Wrath,195233477
Holy Shield,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Righteous Protector,196173190
Blessed Hammer,First Avenger,Blinding Light,Cavalier,Divine Purpose,Consecrated Ground,Final Stand,56394087
Blessed Hammer,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,132690311
Blessed Hammer,First Avenger,Fist of Justice,Cavalier,Holy Avenger,Consecrated Ground,Righteous Protector,156999348
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,107144363
Holy Shield,First Avenger,Blinding Light,Unbreakable Spirit,Divine Purpose,Consecrated Ground,Final Stand,143910705
Redoubt,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Judgment of Light,Sanctified Wrath,156496102
Blessed Hammer,Crusader's Judgment,Fist of Justice,Unbreakable Spirit,Divine Purpose,Hand of the Protector,Righteous Protector,135330361
