Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Gormshell Greaves,Muckwallow Stompers,Hellhound Cuffs,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Gluttonous Spike,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Lightbringer,84566364
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Blood-Spattered Scale,Overwhelming Power Crystal,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,,123519101
Darkfrost Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Pulsating Stoneheart,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,,156352303
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Red Martial Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Crest of the Legionnaire General,Sinsmasher,Chyrus's Crest of Hope,Tabard of the Explorer,89592022
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Commander's Ring,Ritual Bone Band,Inscrutable Quantum Device,Splintered Heart of Al'ar,Cloak of Enveloping Manifestations,Sinsmasher,Acidslough Bulwark,Aldor Tabard,175255710
Wrathbark Greathelm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Selis' Silk Shirt,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Sinful Gladiator's Ring,Death God's Signet,Stone Legion Heraldry,Sanguine Vintage,Cowled Batwing Cloak,Axe of the Deadgrove,Elysian Sentinel's Aegis,Tabard of the Lightbringer,188182727
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Scarlet Filigreed Doublet,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Explorer,123307976
Wrathbark Greathelm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,175572397
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Signet of the False Accuser,Hyperlight Band,Slimy Consumptive Organ,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Elysian Sentinel's Aegis,Tabard of the Lightbringer,149506563
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,,198091753
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Shadowghast Sabatons,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Sanguine Vintage,Splintered Heart of Al'ar,Crest of the Legionnaire General,Axe of the Deadgrove,Barricade of the Endless Empire,Renowned Guild Tabard,172362562
Darkfrost Helmet,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Ooze-Soaked Shirt,Shadowghast Breastplate,Girdle of the Soulflayer,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Sinful Gladiator's Medallion,Sinful Gladiator's Badge of Ferocity,Blighted Margrave's Cloak,Rimebinder's Runeblade,,Argent Crusader's Tabard,101881612
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Stonefiend Shaper's Mitts,Shadowghast Ring,Ritual Bone Band,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,,133236058
Darkfrost Helmet,Azure-Venom Choker,Prankster's Pauldrons,,Selfless Collector's Chestplate,Shadowghast Waistguard,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Renowned Guild Tabard,175331111
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Embroidered Shirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ardent Sunstar Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,Blood Knight Tabard,74440951
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Ardent Sunstar Signet,Splintered Heart of Al'ar,Anima Field Emitter,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Sinful Gladiator's Guard,,97512289
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Hyperlight Band,Pulsating Stoneheart,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,139945419
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Pulsating Stoneheart,Cowled Batwing Cloak,Sophisticated Bonecracker,Chyrus's Crest of Hope,,159933105
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Undercity Doublet,Sinful Gladiator's Plate Chestguard,Stonebark Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Shadowghast Armguards,Sinful Gladiator's Plate Handguards,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Blood-Spattered Scale,Sinful Aspirant's Medallion,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Stonewrought Gargoyles Barrier,Renowned Guild Tabard,166287986
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Shadowghast Ring,Hymnal of the Path,Anima Field Emitter,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,,111851357
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Ceremonial Parade Legguards,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Ascended,146941242
