Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Shadowghast Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Guilewind Stone Talons,Fleshfused Circle,Most Regal Signet of Sire Denathrius,Anima Field Emitter,Inscrutable Quantum Device,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,Tabard of Summer Flames,167957352
Shadowghast Helm,Sinful Gladiator's Necklace,Conqueror's Aegis Shoulderguards,Fashionable Undershirt,Sinful Gladiator's Plate Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Ring,Ring of Perpetual Conflict,Blood-Spattered Scale,Anima Field Emitter,Drape of the Drakerider,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the Achiever,143675946
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Arachnid Cipher Ring,Signet of the False Accuser,Anima Field Emitter,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Gorestained Cleaver,Encrusted Canopic Lid,Guild Tabard,117947922
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Sinful Gladiator's Plate Legguards,Sinful Aspirant's Plate Warboots,Pit Fighter's Wristguards,Fleshfused Crushers,Sinful Aspirant's Ring,Sinful Gladiator's Ring,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,193746349
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Death God's Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,,166283697
Shadowghast Helm,Charm of Eternal Winter,Tabone's Branded Pauldrons,Black Swashbuckler's Shirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Bloodoath Signet,Overwhelming Power Crystal,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinsmasher,Elysian Sentinel's Aegis,Loremaster's Colors,82990452
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Ebon Filigreed Shirt,Rampaging Giant's Chestplate,Binding of Warped Desires,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Cowled Batwing Cloak,Engorged Worm Smasher,Encrusted Canopic Lid,,199824668
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Twisted Witherroot Band,Ritual Bone Band,Splintered Heart of Al'ar,Slimy Consumptive Organ,Mantle of Manifest Sins,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the Zandalari,158139049
Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Shadowghast Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,,141176681
Wrathbark Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Band of the Risen Bonelord,Ritualist's Treasured Ring,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Ascended Gladius of Glory,Acidslough Bulwark,,136643238
Selfless Collector's GreatHelm,Trailspinner Pendant,Shadowghast Pauldrons,Tailored Officer's Shirt,Abdominal Securing Chestguard,Binding of Warped Desires,Gormshell Greaves,Selfless Collector's Warboots,Thunderous Echo Vambraces,Hardened Castle Crushers,Hyperlight Band,Twisted Witherroot Band,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Orgrimmar Tabard,199983208
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Ritual Bone Band,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Orgrimmar Tabard,194396987
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Sinful Gladiator's Plate Legguards,Dynamo Doomstompers,Hellhound Cuffs,Fleshfused Crushers,Bloodoath Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Ascended,157595860
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Ritual Commander's Ring,Signet of the False Accuser,Inscrutable Quantum Device,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,,188133537
Wing Commander's Helmet,Sinful Gladiator's Necklace,Prankster's Pauldrons,,Sinful Gladiator's Plate Chestguard,Scarred Bloodbound Girdle,Shadowghast Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Sinful Gladiator's Badge of Ferocity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,,134245080
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Endlessly Gluttonous Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Entwined Gorger Tendril,Gluttonous Spike,Bargast's Leash,Cowled Batwing Cloak,Gorestained Cleaver,Builwark of the Stone Legion,,101228917
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Entwined Gorger Tendril,Arachnid Cipher Ring,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Sinsmasher,Acidslough Bulwark,Tabard of the Achiever,151342688
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Rampaging Giant's Chestplate,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Bracers of the Tenebrous Retinue,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Most Regal Signet of Sire Denathrius,Darkmoon Deck: Indomitable,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Elysian Sentinel's Aegis,Tabard of the Lightbringer,199744390
Wrathbark Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Selis' Silk Shirt,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Anima Field Emitter,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Blood Knight Tabard,177216671
Shadowghast Helm,Noble's Birthstone Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Splintered Heart of Al'ar,Inscrutable Quantum Device,Decadent Nathrian Shawl,Supercollider,Acidslough Bulwark,Army of the Light Tabard,175973343
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Artisan Officer's Shirt,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Hyperlight Band,Bladedancer's Armor Kit,Slimy Consumptive Organ,Sinful Gladiator's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Explorer,166344064
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Entwined Gorger Tendril,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Engorged Worm Smasher,Barricade of the Endless Empire,Orgrimmar Tabard,149707753
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Dynamo Doomstompers,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Band of the Risen Bonelord,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Engorged Worm Smasher,Acidslough Bulwark,,119279134
Wing Commander's Helmet,Charm of Eternal Winter,Prankster's Pauldrons,Sleeveless T-Shirt,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Shadowghast Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Inscrutable Quantum Device,Cowled Batwing Cloak,Supercollider,Encrusted Canopic Lid,Tabard of the Wyrmrest Accord,203314971
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Bloodoath Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Inscrutable Quantum Device,Sinful Gladiator's Drape,Gorestained Cleaver,Elysian Sentinel's Aegis,Tabard of the Ascended,153340388
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Bloodoath Signet,Blood-Spattered Scale,Pulsating Stoneheart,Dealer Xy'exa's Cape,Gorestained Cleaver,Sinful Gladiator's Guard,Tabard of the Earthen Ring,134244517
Oversized Centurion Helm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Distorted Construct's Gauntlets,Twisted Witherroot Band,Band of the Risen Bonelord,Anima Field Emitter,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Supercollider,Pulsing Spellshield,,90216694
Wrathbark Greathelm,Charm of Eternal Winter,Vile Butcher's Pauldrons,,Abdominal Securing Chestguard,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Supercollider,Elysian Sentinel's Aegis,,245428123
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Lavender Mageweave Shirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Arachnid Cipher Ring,Bladedancer's Armor Kit,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,147290088
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Wristclamps of Remorse,Distorted Construct's Gauntlets,Band of the Risen Bonelord,Entwined Gorger Tendril,Bladedancer's Armor Kit,Anima Field Emitter,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,Loremaster's Colors,239021495
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ring of Perpetual Conflict,Arachnid Cipher Ring,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Blighted Margrave's Cloak,Sinsmasher,Acidslough Bulwark,Renowned Guild Tabard,177476418
Darkfrost Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Signet of the False Accuser,Ritual Commander's Ring,Slimy Consumptive Organ,Bargast's Leash,Dealer Xy'exa's Cape,Supercollider,Sylvan Whiteshield,,162272701
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Artisan Officer's Shirt,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Muckwallow Stompers,Hellhound Cuffs,Desm's Fistos,Ritual Bone Band,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Chyrus's Crest of Hope,Tabard of the Ascended,237904649
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Axe of the Deadgrove,Acidslough Bulwark,,147395689
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Fallen Templar's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Sinful Gladiator's Insignia of Alacrity,Inscrutable Quantum Device,Decadent Nathrian Shawl,Axe of the Deadgrove,Sinful Gladiator's Guard,,163525967
Wing Commander's Helmet,Sin Stained Pendant,Prankster's Pauldrons,,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Sapsteel Sabatons,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Supercollider,Barricade of the Endless Empire,,152787900
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Bloodoath Signet,Gluttonous Spike,Pulsating Stoneheart,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Lightbringer,98572901
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Death God's Signet,Darkmoon Deck: Indomitable,Anima Field Emitter,Mantle of Manifest Sins,Sophisticated Bonecracker,Encrusted Canopic Lid,Tabard of the Explorer,193813673
Darkfrost Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Jade's Lovely Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,Stone Guard's Herald,140580886
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Dark Silk Shirt,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Hyperlight Band,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Shattered Sun,97587780
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Fleshfused Circle,Hyperlight Band,Inscrutable Quantum Device,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,,166629786
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Irradiated Undercoat,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Fogweaver Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Ascended,182010948
Shadowghast Helm,Gaiazelle's Spiked Collar,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Death God's Signet,Punishing Loop,Blood-Spattered Scale,Anima Field Emitter,Decadent Nathrian Shawl,Sophisticated Bonecracker,Acidslough Bulwark,Renowned Guild Tabard,110118309
Wrathbark Greathelm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Signet of the False Accuser,Hyperlight Band,Decanter of Anima-Charged Winds,Pulsating Stoneheart,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,Orgrimmar Tabard,102723422
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Barricade of the Endless Empire,Court of Harvesters Tabard,156196167
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Pulsating Stoneheart,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,,158112757
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stonebark Girdle,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Signet of the False Accuser,Ritual Commander's Ring,Blood-Spattered Scale,Anima Field Emitter,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,,242184610
Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Overwhelming Power Crystal,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Ascended,163483160
Shadowghast Helm,Trailspinner Pendant,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Sinsmasher,Acidslough Bulwark,Tabard of the Lightbringer,157141619
Wing Commander's Helmet,Sinful Gladiator's Necklace,Tabone's Branded Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Selfless Collector's Warboots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ardent Sunstar Signet,Sinful Gladiator's Ring,Slimy Consumptive Organ,Sinful Aspirant's Insignia of Alacrity,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,125385708
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Hellhound Cuffs,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Anima Field Emitter,Pulsating Stoneheart,Drape of Twisted Loyalties,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Dragonmaw Clan,122153033
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Fleshfused Crushers,Death God's Signet,Bloodoath Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Bilgewater Cartel Tabard,153587299
Sinful Gladiator's Plate Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,Initiate's Shirt,Shadowghast Breastplate,Fused Bone Greatbelt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Guilewind Stone Talons,Arachnid Cipher Ring,Hyperlight Band,Stone Legion Heraldry,Gluttonous Spike,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Builwark of the Stone Legion,Silvermoon City Tabard,86384308
Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Sapsteel Clasp,Gormshell Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Shadowghast Ring,Hyperlight Band,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Skullcleaver of the Merciless One,Encrusted Canopic Lid,,242397096
Wing Commander's Helmet,Trailspinner Pendant,Dread Sentinel's Ebony Spaulders,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Fogweaver Gauntlets,Ring of Perpetual Conflict,Bloodoath Signet,Darkmoon Deck: Voracity,Anima Field Emitter,Crest of the Legionnaire General,Sophisticated Bonecracker,Builwark of the Stone Legion,Bilgewater Cartel Tabard,178847785
Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Green Martial Shirt,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Bloodoath Signet,Fleshfused Circle,Pulsating Stoneheart,Overwhelming Power Crystal,Silvernote Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,,158717472
Diadem of Imperious Desire,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Shadowghast Greaves,Dynamo Doomstompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Entwined Gorger Tendril,Death God's Signet,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Horde Tabard,154436006
Wing Commander's Helmet,Azure-Venom Choker,Vile Butcher's Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Hardened Castle Crushers,Shadowghast Ring,Ritual Bone Band,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Chyrus's Crest of Hope,,144676157
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Barricade of the Endless Empire,Tabard of the Lightbringer,137508489
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Death God's Signet,Signet of the False Accuser,Splintered Heart of Al'ar,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,,154583345
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Ceremonial Parade Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Guilewind Stone Talons,Hyperlight Band,Entwined Gorger Tendril,Gluttonous Spike,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,Elysian Sentinel's Aegis,Tabard of the Ascended,145775533
Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Hyperlight Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Sinful Gladiator's Xiphos,Chyrus's Crest of Hope,,159396650
