Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Wing Commander's Helmet,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Precious' Ribbon,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Engorged Worm Smasher,Sinful Gladiator's Guard,,69296778
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Blood-Spattered Scale,Dealer Xy'exa's Cape,Supercollider,Encrusted Canopic Lid,,76947846
Wrathbark Greathelm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,,Breastplate of Fatal Contrivances,Sinful Gladiator's Plate Greatbelt,Shadowghast Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Signet,Bloodoath Signet,Inscrutable Quantum Device,Splintered Heart of Al'ar,Sinful Gladiator's Shawl,Sophisticated Bonecracker,Acidslough Bulwark,Guild Tabard,168313974
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Shadowghast Ring,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,,111598945
Wrathbark Greathelm,Azure-Venom Choker,Sinful Gladiator's Plate Shoulders,,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Sinful Gladiator's Ring,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Sinful Gladiator's Shillelagh,Sinful Gladiator's Bulwark,Tabard of the Wild Hunt,197137246
Sinful Aspirant's Plate Helm,Sinful Gladiator's Amulet,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Ceremonial Parade Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Shadowghast Ring,Hyperlight Band,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Decadent Nathrian Shawl,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,154192014
Shadowghast Helm,Charm of Eternal Winter,Sinful Gladiator's Plate Shoulders,Common White Shirt,Abdominal Securing Chestguard,Stonebark Girdle,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Hyperlight Band,Band of the Risen Bonelord,Stone Legion Heraldry,Splintered Heart of Al'ar,Crest of the Legionnaire General,Gorestained Cleaver,Builwark of the Stone Legion,Champions of Azeroth Tabard,244931060
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Hyperlight Band,Ritual Bone Band,Darkmoon Deck: Indomitable,Bargast's Leash,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Zandalari,162891251
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sinsmasher,Sinful Gladiator's Guard,,141110036
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Signet of the False Accuser,Bladedancer's Armor Kit,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Honorbound,123943659
Sinful Aspirant's Plate Helm,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Hyperlight Band,Stitchflesh's Misplaced Signet,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Blighted Margrave's Cloak,Supercollider,Encrusted Canopic Lid,Tabard of the Scarlet Crusade,183885727
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Binding of Warped Desires,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Bloodoath Signet,Arachnid Cipher Ring,Inscrutable Quantum Device,Sinful Aspirant's Insignia of Alacrity,Cowled Batwing Cloak,Sinsmasher,Barricade of the Endless Empire,,174098353
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Stone Legion Heraldry,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Lightbringer,188302871
Darkfrost Helmet,Azure-Venom Choker,Epaulettes of Overwhelming Force,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Legplates of Unholy Frenzy,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Bladedancer's Armor Kit,Blood-Spattered Scale,Drape of Twisted Loyalties,Engorged Worm Smasher,Kudebeh's Remarkable Targe,,166690033
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Death God's Signet,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sinsmasher,Encrusted Canopic Lid,,226355394
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Sinful Gladiator's Plate Legguards,Muckwallow Stompers,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Bloodoath Signet,Stitchflesh's Misplaced Signet,Skulker's Wing,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Sinful Aspirant's Sword,Sinful Aspirant's Barrier,Guild Tabard,166532396
Wing Commander's Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,Antiseptic-Soaked Dressing,Breastplate of Cautious Calculation,Stonebark Girdle,Ceremonial Parade Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Dreadfire Vessel,Anima Field Emitter,Mantle of Manifest Sins,Xandria's Kopis of Courage,Acidslough Bulwark,Tabard of the Honorbound,137864976
Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Splintered Heart of Al'ar,Pulsating Stoneheart,Blighted Margrave's Cloak,Axe of the Deadgrove,Sylvan Whiteshield,,166797446
Plague Handler's Greathelm,Charm of Eternal Winter,Sinful Gladiator's Plate Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Shadowghast Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Ritual Bone Band,Sinful Gladiator's Insignia of Alacrity,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,,32865625
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Binding of Warped Desires,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,,173345426
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Precious' Ribbon,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Hellscream's Reach Tabard,117873530
Shadowghast Helm,Trailspinner Pendant,Vile Butcher's Pauldrons,,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Hellhound Cuffs,Fallen Templar's Gauntlets,Sinful Gladiator's Ring,Ritual Bone Band,Stone Legion Heraldry,Gluttonous Spike,Dealer Xy'exa's Cape,Gorestained Cleaver,Builwark of the Stone Legion,,155270496
