Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Wrathbark Greathelm,Azure-Venom Choker,Prankster's Pauldrons,Artisan Officer's Shirt,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Shadowghast Greaves,Stoneguard Attendant's Boots,Selfless Collector's Wristguards,Selfless Collector's Gauntlets,Ring of Perpetual Conflict,Most Regal Signet of Sire Denathrius,Bargast's Leash,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Lightbringer,215249824
Wing Commander's Helmet,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Plated Leggings of Ruination,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Fleshfused Circle,Splintered Heart of Al'ar,Viscera of Coalesced Hatred,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,,243460495
Darkfrost Helmet,Azure-Venom Choker,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Shadowghast Armguards,Hardened Castle Crushers,Signet of the False Accuser,Ritual Bone Band,Macabre Sheet Music,Pulsating Stoneheart,Blighted Margrave's Cloak,Sinful Gladiator's Splitter,Encrusted Canopic Lid,,149346593
Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Sinful Gladiator's Ring,Ardent Sunstar Signet,Anima Field Emitter,Stone Legion Heraldry,Decadent Nathrian Shawl,Sinful Gladiator's Swordbreaker,Acidslough Bulwark,Renowned Guild Tabard,166296806
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,Fashionable Undershirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Ritual Bone Band,Ring of Perpetual Conflict,Blood-Spattered Scale,Phial of Putrefaction,Sinful Gladiator's Drape,Engorged Worm Smasher,Barricade of the Endless Empire,Guild Tabard,144762525
Shadowghast Helm,Sinful Gladiator's Necklace,Epaulettes of Overwhelming Force,Golden Filigreed Doublet,Breastplate of Cautious Calculation,Binding of Warped Desires,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fallen Templar's Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Sinful Gladiator's Cloak,Sinsmasher,Sinful Gladiator's Redoubt,Tabard of the Lightbringer,166487264
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Anima Field Emitter,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Ascended,155880868
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Gluttonous Spike,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,Encrusted Canopic Lid,Huojin Tabard,145906867
Darkfrost Helmet,Muckformed Chain Choker,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestplate,Girdle of the Soulflayer,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Inscrutable Quantum Device,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Axe of the Deadgrove,Barricade of the Endless Empire,,169738536
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Ritualist's Treasured Ring,Darkmoon Deck: Voracity,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Sylvan Whiteshield,,166340786
Shadowghast Helm,Charm of Eternal Winter,Steelcore Shoulders,Fashionable Undershirt,Tharatos' Charred Chestplate,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Baetheas' Ironclad Warboots,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ardent Sunstar Signet,Ritual Bone Band,Darkmoon Deck: Indomitable,Wakener's Frond,Drape of Twisted Loyalties,Axe of the Deadgrove,Sylvan Whiteshield,Tabard of the Lightbringer,132661429
Shadowghast Helm,Sin Stained Pendant,Epaulettes of Overwhelming Force,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Darkmoon Deck: Voracity,Sanguine Vintage,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Acidslough Bulwark,,196658943
Oversized Centurion Helm,Azure-Venom Choker,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Shieldguard's Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Anima Field Emitter,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Mace of Emberwrath,Elysian Sentinel's Aegis,,159439575
Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Initiate's Shirt,Breastplate of Otherworldly Influence,Steelcore Girdle,Gormshell Greaves,Errant Crusader's Greaves,Bracers of the Tenebrous Retinue,Hardened Castle Crushers,Entwined Gorger Tendril,Ritualist's Treasured Ring,Inscrutable Quantum Device,Essence Extractor,Selfless Collector's Greatcloak,Axe of the Deadgrove,Encrusted Canopic Lid,,114224870
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Breastplate of Otherworldly Influence,Selfless Collector's Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Hardened Castle Crushers,Death God's Signet,Sinful Gladiator's Ring,Slimy Consumptive Organ,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,Illustrious Guild Tabard,162667408
Shadowghast Helm,Trailspinner Pendant,Epaulettes of Overwhelming Force,Precious' Ribbon,Abdominal Securing Chestguard,Selfless Collector's Girdle,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Anima Field Emitter,Splintered Heart of Al'ar,Mantle of Manifest Sins,Ascended Gladius of Glory,Elysian Sentinel's Aegis,,167224087
Queensguard Greathelm,Muckformed Chain Choker,Shadowghast Pauldrons,Squire's Shirt,Sinful Gladiator's Plate Chestguard,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Queensguard Sabatons,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Arachnid Cipher Ring,Macabre Sheet Music,Queensguard's Vigil,Faewoven Drape,Supercollider,Sinful Gladiator's Bulwark,Darnassus Tabard,148954387
Darkfrost Helmet,Sin Stained Pendant,Razorscale Shoulderguards,Initiate's Shirt,Rampaging Giant's Chestplate,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Twisted Witherroot Band,Ritual Bone Band,Stone Legion Heraldry,Viscera of Coalesced Hatred,Shawl of Haunted Memories,Sophisticated Bonecracker,Acidslough Bulwark,Baradin's Wardens Tabard,122284485
Wing Commander's Helmet,Noble's Birthstone Pendant,Prankster's Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Legplates of Unholy Frenzy,Dynamo Doomstompers,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Shadowghast Ring,Slimy Consumptive Organ,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Gorestained Cleaver,Elysian Sentinel's Aegis,,131237012
Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Cerulean Filigreed Shirt,Selfless Collector's Chestplate,Selfless Collector's Girdle,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Hardened Castle Crushers,Ritual Bone Band,Shadowghast Ring,Blood-Spattered Scale,Slimy Consumptive Organ,Drape of Twisted Loyalties,Sinsmasher,Barricade of the Endless Empire,Tabard of the Ascended,164715015
Plague Handler's Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Dread Sentinel's Ebony Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Death God's Signet,Blood-Spattered Scale,Overwhelming Power Crystal,Shroud of the Penitent,Gorestained Cleaver,Acidslough Bulwark,,93551915
Diadem of Imperious Desire,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Hyperlight Band,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Encrusted Canopic Lid,,160445974
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Engorged Worm Smasher,Elysian Sentinel's Aegis,,165063840
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Slimy Consumptive Organ,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Argent Crusader's Tabard,102761668
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Gorestained Cleaver,Sinful Gladiator's Guard,,154405274
Wrathbark Greathelm,Heart of Azeroth,Shadowghast Pauldrons,Green Lumberjack Shirt,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sinful Gladiator's Plate Warboots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Spellbound Runic Band of Elemental Power,Sinful Gladiator's Ring,Sinful Gladiator's Insignia of Alacrity,Inscrutable Quantum Device,"Gong-Lu, Strength of Xuen",Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Lightbringer,188402402
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Artisan Officer's Shirt,Breastplate of Otherworldly Influence,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Decadent Nathrian Shawl,Axe of the Deadgrove,Acidslough Bulwark,Renowned Guild Tabard,162182888
Darkfrost Helmet,Charm of Eternal Winter,Epaulettes of Overwhelming Force,,Sinful Gladiator's Plate Chestplate,Shadowghast Waistguard,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Guard,Renowned Guild Tabard,175660087
Wrathbark Greathelm,Trailspinner Pendant,Vile Butcher's Pauldrons,,Abdominal Securing Chestguard,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Shadowghast Ring,Ritual Bone Band,Sanguine Vintage,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,,77157081
Wrathbark Greathelm,Sin Stained Pendant,Sinful Gladiator's Plate Pauldrons,,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Colossal Plate Gauntlets,Ritual Bone Band,Ritualist's Treasured Ring,Blood-Spattered Scale,Stone Legion Heraldry,Cowled Batwing Cloak,Gorestained Cleaver,Acidslough Bulwark,,168784801
Plague Handler's Greathelm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,The Very Best Shirt,Abdominal Securing Chestguard,Binding of Warped Desires,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Shadowghast Ring,Stone Legion Heraldry,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Supercollider,Dredge-Giant's Warshield,Renowned Guild Tabard,150700960
Oversized Centurion Helm,Trailspinner Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Shieldguard's Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Twisted Witherroot Band,Stone Legion Heraldry,Splintered Heart of Al'ar,Cowled Batwing Cloak,Supercollider,Barricade of the Endless Empire,,131112497
Wrathbark Greathelm,Sinful Gladiator's Pendant,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Wargreaves,Sinful Gladiator's Plate Warboots,Soldier's Stoneband Wristguards,Sinful Gladiator's Plate Gauntlets,Sinful Gladiator's Band,Ardent Sunstar Signet,Sinful Gladiator's Emblem,Gluttonous Spike,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,,165664614
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Artisan Officer's Shirt,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Hyperlight Band,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Winter's Frigid Embrace,Engorged Worm Smasher,Sinful Gladiator's Guard,Illustrious Guild Tabard,108831605
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Fashionable Undershirt,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Decanter of Anima-Charged Winds,Stylish Power Cape,Sinsmasher,Sinful Gladiator's Guard,Valarjar Tabard,155318979
Diadem of Imperious Desire,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ardent Sunstar Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Macabre Sheet Music,Cowled Batwing Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Renowned Guild Tabard,196443127
Oversized Centurion Helm,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Shieldguard's Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Ritual Bone Band,Blood-Spattered Scale,Gluttonous Spike,Drape of Twisted Loyalties,Axe of the Deadgrove,Elysian Sentinel's Aegis,,146881883
Sinful Gladiator's Plate Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Stylish Black Shirt,Abdominal Securing Chestguard,Binding of Warped Desires,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Hyperlight Band,Ritual Commander's Ring,Anima Field Emitter,Sinful Gladiator's Badge of Ferocity,Crest of the Legionnaire General,Axe of the Deadgrove,Sinful Gladiator's Guard,Illustrious Guild Tabard,196949379
Shadowghast Helm,Sin Stained Pendant,Vile Butcher's Pauldrons,,Sapsteel Breastplate,Fused Bone Greatbelt,Selfless Collector's Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fogweaver Gauntlets,Ritualist's Treasured Ring,Arachnid Cipher Ring,Decanter of Anima-Charged Winds,Anima Field Emitter,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,,195609493
Oversized Centurion Helm,Sin Stained Pendant,Prankster's Pauldrons,Precious' Ribbon,Sinful Gladiator's Plate Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Fogweaver Gauntlets,Bloodoath Signet,Band of the Risen Bonelord,Sinful Aspirant's Sigil of Adaptation,Sinful Aspirant's Badge of Ferocity,Drape of Twisted Loyalties,Supercollider,Acidslough Bulwark,Argent Crusader's Tabard,150789907
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Embroidered Shirt,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Galvanized Oxxein Legguards,Sinful Aspirant's Plate Warboots,Shoulderblade Vambraces,Fogweaver Gauntlets,Ring of Perpetual Conflict,Sinful Gladiator's Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Engorged Worm Smasher,Sinful Gladiator's Guard,Lightforged Tabard,79554335
Wrathbark Greathelm,Azure-Venom Choker,Epaulettes of Overwhelming Force,Precious' Ribbon,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Ritual Bone Band,Shadowghast Ring,Splintered Heart of Al'ar,Slimy Consumptive Organ,Cowled Batwing Cloak,Sinsmasher,Dredge-Giant's Warshield,Tabard of the Wild Hunt,106132725
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Stylish Black Shirt,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Sinful Aspirant's Badge of Ferocity,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the 7th Legion,140037346
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Fashionable Undershirt,Breastplate of Otherworldly Influence,Selfless Collector's Girdle,Halkias's Towering Pillars,Selfless Collector's Warboots,Shoulderblade Vambraces,Fallen Templar's Gauntlets,Hyperlight Band,Ring of Perpetual Conflict,Grim Codex,Darkmoon Deck: Indomitable,Sinful Gladiator's Greatcloak,Sophisticated Bonecracker,Sylvan Whiteshield,Ironforge Tabard,111022913
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Stoic Guardsman's Belt,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Stitchflesh's Misplaced Signet,Sinful Gladiator's Ring,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Supercollider,Sinful Gladiator's Guard,Gnomeregan Tabard,172353075
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Shadowghast Sabatons,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,Renowned Guild Tabard,192141877
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Undisputed Champion's Shirt,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Arachnid Cipher Ring,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,,90833227
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Commander's Ring,Signet of the False Accuser,Inscrutable Quantum Device,Anima Field Emitter,Mantle of Manifest Sins,Sophisticated Bonecracker,Acidslough Bulwark,,169474372
Sinful Gladiator's Plate Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Cable of the Metrognome,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Sinful Gladiator's Plate Handguards,Arachnid Cipher Ring,Stitchflesh's Misplaced Signet,Pyrite Infuser,Decanter of Anima-Charged Winds,Winter's Frigid Embrace,Sinful Aspirant's Sword,Sinful Aspirant's Barrier,,195753422
Darkfrost Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Golden Filigreed Shirt,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Pit Fighter's Wristguards,Guilewind Stone Talons,Death God's Signet,Band of the Risen Bonelord,Inscrutable Quantum Device,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Barricade of the Endless Empire,,71999554
Shadowghast Helm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Baetheas' Ironclad Warboots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Fleshfused Circle,Viscera of Coalesced Hatred,Anima Field Emitter,Drape of Twisted Loyalties,Sinsmasher,Acidslough Bulwark,,73843042
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Red Lumberjack Shirt,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Slimy Consumptive Organ,Hymnal of the Path,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Lightforged Tabard,197340370
Diadem of Imperious Desire,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Artisan Member's Shirt,Breastplate of Cautious Calculation,Stonebark Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Death God's Signet,Band of the Risen Bonelord,Gluttonous Spike,Dreadfire Vessel,Mantle of Manifest Sins,Sinful Gladiator's Xiphos,Encrusted Canopic Lid,Tabard of the Ascended,174915570
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Hyperlight Band,Decanter of Anima-Charged Winds,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of the Lightbringer,175335125
Darkfrost Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Chestplate of the March Warden,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Handguards of the Enclave,Bloodoath Signet,Ritual Bone Band,Splintered Heart of Al'ar,Inscrutable Quantum Device,Grim-Veiled Cape,Legacy of Thunder,Acidslough Bulwark,Tabard of the Lightbringer,126418556
Oversized Centurion Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Binding of Warped Desires,Shadowghast Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Ring of Perpetual Conflict,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,Sylvan Whiteshield,,196755761
Dragonsteel Faceplate,Sin Stained Pendant,Shadowghast Pauldrons,Sightless Mantle,Selfless Collector's Chestplate,Binding of Warped Desires,Valorous Aegis Legguards,Selfless Collector's Warboots,Thunderous Echo Vambraces,Valorous Aegis Handguards,Ritualist's Treasured Ring,Death God's Signet,Gluttonous Spike,Slimy Consumptive Organ,Shawl of Haunted Memories,Axe of the Deadgrove,Acidslough Bulwark,Tabard of the Explorer,69216588
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Shoulderblade Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Inscrutable Quantum Device,Spare Meat Hook,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,,114809677
Wrathbark Greathelm,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Colossal Plate Gauntlets,Entwined Gorger Tendril,Ritual Bone Band,Decanter of Anima-Charged Winds,Anima Field Emitter,Decadent Nathrian Shawl,Axe of the Deadgrove,Barricade of the Endless Empire,,175993605
Shadowghast Helm,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Artisan Member's Shirt,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Gormshell Greaves,Shieldguard's Warboots,Thunderous Echo Vambraces,Fleshfused Crushers,Signet of the False Accuser,Hyperlight Band,Bladedancer's Armor Kit,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Ascended,141108674
Shadowghast Helm,Sinful Aspirant's Necklace,Pauldrons of Unleashed Pride,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Legplates of Unholy Frenzy,Muckwallow Stompers,Pit Fighter's Wristguards,Fleshfused Crushers,Ritualist's Treasured Ring,Ritual Bone Band,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,,119201861
