Head,Neck,Shoulders,Shirt,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,Tabard,character.id
Sinful Gladiator's Plate Helmet,Noble's Birthstone Pendant,Vile Butcher's Pauldrons,,Selfless Collector's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Stonewrought Armplates,Hardened Castle Crushers,Ring of Perpetual Conflict,Twisted Witherroot Band,Inscrutable Quantum Device,Spare Meat Hook,Drape of Twisted Loyalties,Ascended Gladius of Glory,Sinful Gladiator's Guard,,80144901
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Slimy Consumptive Organ,Darkmoon Deck: Indomitable,Mantle of Manifest Sins,Supercollider,Barricade of the Endless Empire,,93579557
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Sawbones Shirt,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Most Regal Signet of Sire Denathrius,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Sinful Gladiator's Xiphos,Sinful Gladiator's Guard,Tabard of the Lightbringer,109188977
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Chyrus's Crest of Hope,,226400871
Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,White Tuxedo Shirt,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Death God's Signet,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Blighted Margrave's Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Shattered Sun,71117116
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Colossal Plate Gauntlets,Signet of the False Accuser,Band of the Risen Bonelord,Darkmoon Deck: Voracity,Blood-Spattered Scale,Crest of the Legionnaire General,Engorged Worm Smasher,Acidslough Bulwark,Tabard of the Lightbringer,153546633
Shadowghast Helm,Sinful Gladiator's Necklace,Pauldrons of Unleashed Pride,Squire's Shirt,Abdominal Securing Chestguard,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Entwined Gorger Tendril,Overwhelming Power Crystal,Phial of Putrefaction,Cowled Batwing Cloak,Gorestained Cleaver,Sinful Gladiator's Guard,Tabard of the Argent Crusade,56128821
Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Bloodoath Signet,Bladedancer's Armor Kit,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Gorestained Cleaver,Barricade of the Endless Empire,,113713921
Shadowghast Helm,Charm of Eternal Winter,Epaulettes of Overwhelming Force,Stylish Black Shirt,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Hyperlight Band,Anima Field Emitter,Splintered Heart of Al'ar,Shroud of the Penitent,Ascended Gladius of Glory,Acidslough Bulwark,Tabard of the Ascended,174587149
Oversized Centurion Helm,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Brutal Dissonance,Binding of Warped Desires,Gormshell Greaves,Dynamo Doomstompers,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Entwined Gorger Tendril,Arachnid Cipher Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,Argent Crusader's Tabard,90018555
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Hardened Castle Crushers,Signet of the False Accuser,Death God's Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Acidslough Bulwark,,143499507
Shadowghast Helm,Charm of Eternal Winter,Sinful Aspirant's Plate Shoulders,Precious' Ribbon,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Entwined Gorger Tendril,Ritual Commander's Ring,Overwhelming Power Crystal,Macabre Sheet Music,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Aspirant's Barrier,,72765307
Oversized Centurion Helm,Azure-Venom Choker,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Pulsating Stoneheart,Slimy Consumptive Organ,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Ascended,122571934
Darkfrost Helmet,Trailspinner Pendant,Epaulettes of Overwhelming Force,,Breastplate of Fatal Contrivances,Stonebark Girdle,Gormshell Greaves,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Ritualist's Treasured Ring,Shadowghast Ring,Blood-Spattered Scale,Bladedancer's Armor Kit,Mantle of Manifest Sins,Engorged Worm Smasher,Elysian Sentinel's Aegis,,115676360
Darkfrost Helmet,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Fleshfused Circle,Splintered Heart of Al'ar,Anima Field Emitter,Dealer Xy'exa's Cape,Supercollider,Elysian Sentinel's Aegis,,153493141
Wing Commander's Helmet,Sinful Gladiator's Necklace,Prankster's Pauldrons,Orange Martial Shirt,Sinful Gladiator's Plate Chestplate,Stoic Guardsman's Belt,Shadowghast Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Hyperlight Band,Sinful Aspirant's Insignia of Alacrity,Stone Legion Heraldry,Cowled Batwing Cloak,Engorged Worm Smasher,Acidslough Bulwark,Renowned Guild Tabard,174908779
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Decanter of Anima-Charged Winds,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,,245964140
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,,Sinful Gladiator's Plate Chestguard,Stoic Guardsman's Belt,Gormshell Greaves,Muckwallow Stompers,Shoulderblade Vambraces,Colossal Plate Gauntlets,Bloodoath Signet,Death God's Signet,Inscrutable Quantum Device,Anima Field Emitter,Blighted Margrave's Cloak,Axe of the Deadgrove,Acidslough Bulwark,Silvermoon City Tabard,164002623
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Gormshell Greaves,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Sinful Gladiator's Band,Blood-Spattered Scale,Sinful Gladiator's Insignia of Alacrity,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,Lightforged Tabard,243967204
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Legplates of Unholy Frenzy,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Sinful Gladiator's Ring,Death God's Signet,Blood-Spattered Scale,Sinful Aspirant's Insignia of Alacrity,Shroud of the Penitent,Sophisticated Bonecracker,Barricade of the Endless Empire,Ironforge Tabard,163875207
Shadowghast Helm,Reinforced High Collar,Epaulettes of Overwhelming Force,White Linen Shirt,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Amber-Plated Legguards,Warboots of Ruthless Conviction,Soldier's Stoneband Wristguards,Guilewind Stone Talons,Death God's Signet,Ardent Sunstar Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Decadent Nathrian Shawl,Engorged Worm Smasher,Encrusted Canopic Lid,Argent Crusader's Tabard,237884474
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Captain Sanders' Shirt,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Signet of the False Accuser,Entwined Gorger Tendril,Bargast's Leash,Bladedancer's Armor Kit,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Encrusted Canopic Lid,,105400386
Wing Commander's Helmet,Sinful Aspirant's Pendant,Unyielding Combatant's Pauldrons,Wraps of the Blood-Soaked Brawler,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Sinful Aspirant's Plate Warboots,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Sinful Aspirant's Signet,Shadowghast Ring,Sinful Aspirant's Badge of Ferocity,Blood-Spattered Scale,Selfless Collector's Greatcloak,Engorged Worm Smasher,Sylvan Whiteshield,Tabard of the Ascended,154690597
Darkfrost Helmet,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Sightless Mantle,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Signet of the False Accuser,Inscrutable Quantum Device,Viscera of Coalesced Hatred,Mantle of Manifest Sins,Axe of the Deadgrove,Acidslough Bulwark,,90306483
Casque of the Path,Muckformed Chain Choker,Epaulettes of Overwhelming Force,,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Shadowghast Ring,Relic of the First Ones,Blood-Spattered Scale,Mantle of Manifest Sins,Engorged Worm Smasher,Barricade of the Endless Empire,Tabard of the Ascended,154253747
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Irradiated Undercoat,Breastplate of Brutal Dissonance,Binding of Warped Desires,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Mimiron's Inferno Couplings,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Decanter of Anima-Charged Winds,Viscera of Coalesced Hatred,Decadent Nathrian Shawl,Engorged Worm Smasher,Encrusted Canopic Lid,Renowned Guild Tabard,159809204
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Shadowghast Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Overwhelming Power Crystal,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,90108226
Shadowghast Helm,Azure-Venom Choker,Shieldguard's Shoulderplates,,Selfless Collector's Chestplate,Aatron's Stone Girdle,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Selfless Collector's Wristguards,Fogweaver Gauntlets,Dominance Guard's Band,Ritual Bone Band,Blood-Spattered Scale,Anima Field Emitter,Selfless Collector's Greatcloak,Sinsmasher,Acidslough Bulwark,,146350593
Wrathbark Greathelm,Noble's Birthstone Pendant,Vile Butcher's Pauldrons,,Abdominal Securing Chestguard,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Fleshfused Circle,Darkmoon Deck: Voracity,Overwhelming Power Crystal,Cloak of Enveloping Manifestations,Axe of the Deadgrove,Barricade of the Endless Empire,Tabard of the Ascended,196074820
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Bone Band,Band of the Risen Bonelord,Blood-Spattered Scale,Macabre Sheet Music,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,,157410122
Shadowghast Helm,Noble's Birthstone Pendant,Dread Sentinel's Ebony Spaulders,,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Dread Sentinel's Ebony Vambraces,Hardened Castle Crushers,Hyperlight Band,Band of the Risen Bonelord,Slimy Consumptive Organ,Overwhelming Power Crystal,Dealer Xy'exa's Cape,Engorged Worm Smasher,Dominance Keep Barrier,,163771622
Wing Commander's Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Gluttonous Spike,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,,162270489
Selfless Collector's GreatHelm,Azure-Venom Choker,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Selfless Collector's Wristguards,Colossal Plate Gauntlets,Band of the Risen Bonelord,Ritualist's Treasured Ring,Siphoning Blood-Drinker,Pulsating Stoneheart,Drape of Twisted Loyalties,Sophisticated Bonecracker,Elysian Sentinel's Aegis,,147260857
Shadowghast Helm,Sinful Aspirant's Pendant,Pauldrons of Unleashed Pride,,Selfless Collector's Chestplate,Sinful Gladiator's Plate Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Hyperlight Band,Sinful Aspirant's Signet,Bargast's Leash,Blood-Spattered Scale,Cloak of Enveloping Manifestations,Gorestained Cleaver,Acidslough Bulwark,Tabard of the Dark Iron,155186352
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Wraps of the Blood-Soaked Brawler,Sapsteel Breastplate,Scarred Bloodbound Girdle,Gormshell Greaves,Steelcore Warboots,Bracers of the Tenebrous Retinue,Colossal Plate Gauntlets,Death God's Signet,Ring of Perpetual Conflict,Master Duelist's Chit,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Encrusted Canopic Lid,Argent Crusader's Tabard,71636942
Darkfrost Helmet,Trailspinner Pendant,Tabone's Branded Pauldrons,Formal White Shirt,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Shadowsteel Greaves,Dynamo Doomstompers,Shoulderblade Vambraces,Fogweaver Gauntlets,Ritual Commander's Ring,Shadowghast Ring,Darkmoon Deck: Indomitable,Valor Medal of the First War,Cowled Batwing Cloak,Supercollider,Waylight Defender,,112081324
Shadowghast Helm,Charm of Eternal Winter,Prankster's Pauldrons,,Breastplate of Cautious Calculation,Dread Sentinel's Ebony Girdle,Dread Sentinel's Ebony Legguards,Sabatons of the Rushing Juggernaut,Reality-Shatter Vambraces,Dread Sentinel's Ebony Grips,Signet of the False Accuser,Ritualist's Treasured Ring,Blood-Spattered Scale,Overwhelming Power Crystal,Blighted Margrave's Cloak,Axe of the Deadgrove,Kudebeh's Remarkable Targe,Renowned Guild Tabard,149163243
Darkfrost Helmet,Trailspinner Pendant,Unyielding Combatant's Pauldrons,,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Gluttonous Spike,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Engorged Worm Smasher,Barricade of the Endless Empire,,73455010
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Gluttonous Spike,Dealer Xy'exa's Cape,Axe of the Deadgrove,Acidslough Bulwark,,175312741
Wrathbark Greathelm,Trailspinner Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Shieldguard's Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fogweaver Gauntlets,Shadowghast Ring,Signet of the False Accuser,Queensguard's Vigil,Gluttonous Spike,Dealer Xy'exa's Cape,Gorestained Cleaver,Barricade of the Endless Empire,,195512972
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Binding of Warped Desires,Legplates of Unholy Frenzy,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Band of the Risen Bonelord,Slimy Consumptive Organ,Anima Field Emitter,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Acidslough Bulwark,,175948722
Queensguard Greathelm,Sinful Aspirant's Necklace,Shadowghast Pauldrons,Gild's Crewneck,Queensguard Chestplate,Stonebark Girdle,Queensguard Greaves,Queensguard Sabatons,Queensguard Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Band of the Risen Bonelord,Sinful Aspirant's Medallion,Pulsating Stoneheart,Cowled Batwing Cloak,Sophisticated Bonecracker,Sinful Gladiator's Bulwark,,166879716
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,,Breastplate of Cautious Calculation,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritual Bone Band,Bloodoath Signet,Overwhelming Power Crystal,Glimmerdust's Grand Design,Mantle of Manifest Sins,Engorged Worm Smasher,Encrusted Canopic Lid,Stormwind Tabard,117687914
Wrathbark Greathelm,Trailspinner Pendant,Pauldrons of Unleashed Pride,,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Pit Fighter's Wristguards,Fogweaver Gauntlets,Shadowghast Ring,Ritual Commander's Ring,Viscera of Coalesced Hatred,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Sinsmasher,Barricade of the Endless Empire,Renowned Guild Tabard,196189085
Shadowghast Helm,Azure-Venom Choker,Razorscale Shoulderguards,Fashionable Undershirt,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Saronite Plated Legguards,Errant Crusader's Greaves,Shoulderblade Vambraces,Hardened Castle Crushers,Hyperlight Band,Ritual Bone Band,Macabre Sheet Music,Inscrutable Quantum Device,Cowled Batwing Cloak,Meditation's Muse,Encrusted Canopic Lid,,237903403
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Sapsteel Vambraces,Fogweaver Gauntlets,Ritualist's Treasured Ring,Signet of the False Accuser,Decanter of Anima-Charged Winds,Hymnal of the Path,Blighted Margrave's Cloak,Sophisticated Bonecracker,Barricade of the Endless Empire,Tabard of the Lightbringer,44937382
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Sinful Gladiator's Drape,Axe of the Deadgrove,Barricade of the Endless Empire,,111673299
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,,Breastplate of Cautious Calculation,Binding of Warped Desires,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fleshfused Crushers,Death God's Signet,Twisted Witherroot Band,Splintered Heart of Al'ar,Sanguine Vintage,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,,188759228
Wrathbark Greathelm,Sin Stained Pendant,Prankster's Pauldrons,,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Guilewind Stone Talons,Ritual Bone Band,Ritualist's Treasured Ring,Viscera of Coalesced Hatred,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Lightforged Tabard,160013505
Wrathbark Greathelm,Azure-Venom Choker,Vile Butcher's Pauldrons,Artisan Officer's Shirt,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Sinful Gladiator's Plate Gauntlets,Shadowghast Ring,Most Regal Signet of Sire Denathrius,Viscera of Coalesced Hatred,Inscrutable Quantum Device,Cowled Batwing Cloak,Sinsmasher,Encrusted Canopic Lid,Illustrious Guild Tabard,186793217
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Sleeveless T-Shirt,Breastplate of Otherworldly Influence,Stonebark Girdle,Gormshell Greaves,Dynamo Doomstompers,Shoulderblade Vambraces,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sinful Gladiator's Badge of Ferocity,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Acidslough Bulwark,Tabard of the Explorer,161150944
Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Hellhound Cuffs,Fallen Templar's Gauntlets,Band of the Risen Bonelord,Ritual Commander's Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Encrusted Canopic Lid,Tabard of the Lightbringer,142525234
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Cautious Calculation,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Band of the Risen Bonelord,Ritualist's Treasured Ring,Blood-Spattered Scale,Inscrutable Quantum Device,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,Tushui Tabard,126062135
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Sleeveless T-Shirt,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Ritual Bone Band,Death God's Signet,Decanter of Anima-Charged Winds,Skulker's Wing,Cowled Batwing Cloak,Supercollider,Sinful Gladiator's Guard,,165566705
Wrathbark Greathelm,Azure-Venom Choker,Pauldrons of Unleashed Pride,Artisan Officer's Shirt,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritualist's Treasured Ring,Death God's Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Barricade of the Endless Empire,Guild Tabard,153410122
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Artisan Member's Shirt,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Sinful Gladiator's Plate Vambraces,Fogweaver Gauntlets,Sinful Gladiator's Ring,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Skulker's Wing,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,,134022315
Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,,Sinful Gladiator's Plate Chestplate,Fused Bone Greatbelt,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Signet of the False Accuser,Band of the Risen Bonelord,Blood-Spattered Scale,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,Orgrimmar Tabard,173803269
Oversized Centurion Helm,Muckformed Chain Choker,Shadowghast Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Ritual Commander's Ring,Twisted Witherroot Band,Slimy Consumptive Organ,Splintered Heart of Al'ar,Blighted Margrave's Cloak,Sinsmasher,Encrusted Canopic Lid,Tabard of the Lightbringer,216309744
Selfless Collector's GreatHelm,Charm of Eternal Winter,Shadowghast Pauldrons,,Selfless Collector's Chestplate,Girdle of the Soulflayer,Galvanized Oxxein Legguards,Muckwallow Stompers,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Hyperlight Band,Inscrutable Quantum Device,Anima Field Emitter,Drape of Twisted Loyalties,Supercollider,Encrusted Canopic Lid,,142293944
Shadowghast Helm,Sin Stained Pendant,Prankster's Pauldrons,Precious' Ribbon,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritualist's Treasured Ring,Signet of the False Accuser,Splintered Heart of Al'ar,Pulsating Stoneheart,Cloak of Enveloping Manifestations,Meditation's Muse,Elysian Sentinel's Aegis,Tabard of the Lightbringer,178957497
Plague Handler's Greathelm,Sin Stained Pendant,Prankster's Pauldrons,Tuxedo Shirt,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Death God's Signet,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Dealer Xy'exa's Cape,Engorged Worm Smasher,Acidslough Bulwark,Silvermoon City Tabard,181946047
