character.id,profile.name,profile.slug,score
163299545,Delgato,kazzak,2081.0
171439082,Grippingcnt,kazzak,1877.7
146023381,Kaygopala,guldan,
167060436,Devilspress,guldan,1332.0
127213562,Kôrtana,nathrezim,1375.1
81051883,Smerts,anetheron,1313.3
158091204,Hotwhitegirl,frostwolf,1375.2
192017612,Pomfritzel,silvermoon,1366.6
132686977,Kae,anetheron,1317.4
90066507,Ajax,nerathor,1242.5
140444507,Lanura,anetheron,976.7
142562012,Trenbol,anetheron,1048.9
147758522,Lesterow,thrall,1329.4
139420938,Vispard,kazzak,1328.4
134760381,Holygauls,blackrock,1346.7
147544743,Lusimusi,rajaxx,1297.2
91221822,Cemgiskan,illidan,1307.6
74088509,Oktér,antonidas,1036.6
175702096,Duvornas,ragnaros,1307.4
13529412,Ziim,anetheron,1074.5
188016033,Papâroch,kazzak,1223.5
129841285,Arathõr,archimonde,1157.2
125380885,Sîmarik,draenor,1269.5
11679284,Nyù,anetheron,1151.2
166916844,Awsm,guldan,1032.5
166659456,Schalet,blackrock,994.9
244270512,Гробовщица,soulflayer,1463.5
73801731,Manzur,eredar,925.8
120136583,Darkwaldy,rajaxx,1228.3
93845239,Thirck,nathrezim,1170.7
157773723,Clausbamba,twisting-nether,897.3
156092404,Malkóm,argent-dawn,978.3
97350006,Euerendee,blackhand,1005.9
79324335,Zwölfpala,guldan,1015.3
123346552,Elviah,hyjal,1199.0
121997654,Spankádin,draenor,978.0
157843186,Plysln,anetheron,924.7
147410169,Saze,ragnaros,1074.4
160407259,Bassè,draenor,911.6
88359394,Verx,sanguino,990.4
119268203,Deicide,guldan,929.2
154512721,Rikutu,stormscale,1206.3
173950735,Palahaddinn,twisting-nether,1165.8
99843945,Hobbo,kiljaeden,621.4
136601841,Masari,kult-der-verdammten,993.6
175769732,Вайнрих,galakrond,1326.4
111500183,Ivata,draenor,1027.5
165962447,Àcci,blackrock,1142.7
79870080,Dexas,frostwolf,1100.4
162944869,Syseria,sargeras,901.2
168043856,Эшвилл,ashenvale,1125.4
166941979,Ule,archimonde,1116.4
156387329,Sebic,ravencrest,
216944944,Tupenrapina,sylvanas,504.9
166657659,Pliske,kazzak,1104.9
92792216,Tave,nathrezim,807.3
139767733,Skoll,festung-der-stürme,893.1
88776907,Алёнадуротар,deathguard,993.3
7378995,Some,anetheron,819.7
99621087,Klîtschkuh,kiljaeden,848.2
171761987,Karkurat,hyjal,1312.2
192447671,Tidj,hyjal,823.6
149506563,Luthîén,tarren-mill,1297.8
178894040,Mizukhan,hyjal,1089.1
76523603,Legacy,rajaxx,985.0
172600140,Pøtæly,hyjal,1055.3
167083481,Aeonen,rajaxx,769.8
161350120,Guldmormor,ragnaros,1053.4
156967572,Elmartopilon,magtheridon,926.2
165443789,Kelia,thrall,1048.1
166721640,Scruzzle,blackrock,1140.0
197037721,Shzl,aegwynn,1037.7
165296752,Дайпак,howling-fjord,1088.3
76635349,Rockylol,rajaxx,692.2
83219920,Delyron,frostwolf,1223.5
147474998,Perennial,guldan,915.1
129396024,Лукумия,soulflayer,1022.7
197906130,Têlo,archimonde,1024.9
165164982,Bobaz,kazzak,709.0
175271661,Alakasalami,shattered-hand,885.9
118225858,Ràïton,sargeras,673.1
158443071,Palaotp,blackhand,627.2
47595649,Чицк,fordragon,769.3
134240348,Alliria,thrall,882.1
116792158,Kyukujean,blackrock,952.5
93921397,Milaily,nathrezim,844.8
154465080,Farrepaladin,ravencrest,935.2
134064380,Куплюгараж,azuregos,
156311661,Fettig,ysondre,1060.8
140130419,Precalypse,blackrock,831.4
166766121,Erwin,kiljaeden,959.5
161897582,Deceause,onyxia,843.4
193148121,Aléxr,kazzak,1369.2
161025566,Ko,turalyon,1328.7
176081945,Crionen,magtheridon,1298.8
76947846,Kynval,nemesis,1444.7
175390841,Смартпаладин,howling-fjord,1363.0
69296778,Wtsfood,stormscale,1396.6
175196320,Хитя,howling-fjord,1210.9
117935661,Hairyshocka,blackhand,1126.3
46791842,Rím,anetheron,604.4
154343526,Atank,blackhand,1297.9
88946441,Marfuska,draenor,1240.3
165304724,Donvor,thrall,1031.9
165365331,Jhobbegg,stormreaver,1286.3
157739997,Martinuther,dun-modr,1226.6
157086429,Hensse,stormscale,1017.0
150513770,Calidus,tarren-mill,1124.8
214836177,Auera,sylvanas,1200.6
97450151,Asetia,tarren-mill,1175.1
159545431,Liftypala,tarren-mill,1312.5
148488921,Bubblebude,blackmoore,1295.1
131403913,Weinbaron,malfurion,1023.2
81816192,Clëment,dun-modr,1136.8
133763979,Vilarina,blackrock,1033.9
175872617,Smasch,ragnaros,1026.8
162952688,Tryynik,pozzo-delleternità,1038.1
165427440,Lithî,azshara,1206.7
87468869,Calipsos,draenor,1097.6
117947922,Ronaldinho,garrosh,1311.7
120330147,Abuss,burning-legion,1036.7
153469539,Trollmojo,blackhand,827.0
132264160,Zeran,blackrock,1078.3
126337794,Cangopowa,blackmoore,1035.2
56394087,Chùùt,ysondre,1110.2
124140469,Kellinren,ragnaros,839.6
176523884,Zaintadin,ragnaros,934.4
162648914,Palaplöw,uldaman,1028.2
97974899,Lexiká,blackhand,925.7
159403342,Xasius,blackhand,909.6
95181507,Plueomg,twisting-nether,803.4
194962049,Aeluin,kazzak,749.2
141975019,Agamenón,sanguino,1141.9
167735989,Çø,blackrock,1015.2
192268497,Nønøw,archimonde,753.9
165865192,Shînny,blackrock,874.0
194770582,Cevans,silvermoon,769.8
116897106,Lakkal,ysondre,720.4
40577933,Myndra,anetheron,797.7
165882594,Kuruk,kiljaeden,898.2
129294222,Bryan,nathrezim,725.9
138857968,Aereon,guldan,511.2
167454714,Digusbigus,blackmoore,708.7
167860531,Alottadmg,silvermoon,1057.1
165504872,Trissiny,nathrezim,600.5
181972979,Strawpurry,pozzo-delleternità,1068.0
167877111,Guterpalaxy,anubarak,745.9
197781500,Bakaforlife,silvermoon,1196.4
165589574,Penkyx,tarren-mill,992.6
140580886,Kènpachî,blackrock,1316.8
151829070,Ericsa,madmortem,954.7
145763524,Böördii,bloodscalp,683.6
79350341,Æón,guldan,999.5
158586073,Kiyuri,blackhand,655.0
127977032,Tekkie,draenor,1062.2
244605805,Бладипал,soulflayer,875.1
102467301,Oona,anubarak,873.3
55643550,Nelah,anetheron,852.5
104910818,Ванович,gordunni,892.7
92683238,Heejsh,eredar,745.9
166185688,Thøran,thrall,859.4
158060255,Hellsong,kiljaeden,1013.1
92394704,Footwookie,nathrezim,719.7
157529106,Kimatii,ysondre,833.4
167198491,Glückskreuza,blackmoore,727.2
106442948,Kaiza,dethecus,915.9
150317064,Archimondde,burning-legion,828.1
165509716,Wargott,nathrezim,749.7
137177891,Heartfilia,norgannon,1358.1
199983208,Сноуфлак,soulflayer,782.5
74148547,Shameon,blackmoore,760.5
142913816,Omnipotence,blackmoore,874.2
152389307,Asmerya,frostmourne,712.8
159328212,Trolladin,terrordar,454.2
192113504,Cârkass,archimonde,601.7
166677097,Lakkix,archimonde,1098.5
95410639,Melectaus,twisting-nether,718.0
243378506,Палпанин,gordunni,990.2
130301630,Dialdrin,twisting-nether,889.0
175201914,Revenar,sanguino,709.5
168033245,Mistborn,anetheron,808.4
117257254,Aoria,ravencrest,783.6
115720769,Alimor,les-sentinelles,821.3
157286388,Onyb,blackhand,519.3
245918445,Чезок,gordunni,943.5
163494441,Deftlol,tarren-mill,1550.7
115694018,Colîa,eredar,1585.7
92887730,Saber,nathrezim,868.0
173991673,Sneakiebear,ragnaros,1209.7
75622445,Alizeá,blackmoore,1390.8
143716648,Asysnow,kazzak,1164.2
176067741,Kokoviku,twisting-nether,1231.5
152972589,Goko,krasus,1020.6
165244197,Eduardo,azshara,1423.0
126617262,Loofii,twisting-nether,981.3
75780608,Makinu,blackhand,1095.3
188410416,Masokin,kazzak,1380.2
174176320,Palpartout,dalaran,1216.5
125780449,Tyrgish,kazzak,1046.5
192981588,Xouripala,aggra-português,1227.2
119925571,Goldenweek,nefarian,1247.0
126156420,Bahtalo,tarren-mill,1013.8
188964864,Ториндубощих,gordunni,1015.2
154500117,Heavydrink,ravencrest,1110.6
133594367,Viskki,draenor,1057.4
150979407,Lazao,tarren-mill,919.4
140726775,Priack,archimonde,853.5
113679256,Lìssy,blackhand,959.9
160811800,Plipoudou,throkferoth,1311.5
159382094,Sylphark,suramar,1003.0
175618793,Erdghot,dun-modr,998.3
170169293,Kazlen,argent-dawn,
67008161,Novei,auchindoun,1018.1
162402372,Skogìs,twisting-nether,1021.9
111585678,Bladí,blackrock,1013.4
141415722,Bublehearth,blackrock,1094.2
147321442,Perkz,defias-brotherhood,827.9
175825140,Killgoraz,burning-legion,819.8
157370269,Qepë,antonidas,946.8
237883055,Tyrenis,dragonblight,940.5
166101444,Lightgrain,defias-brotherhood,870.5
93862891,Clôúd,nathrezim,780.8
139520452,Sodith,nathrezim,990.2
166887239,Valdron,thrall,938.6
124075730,Mückenlampe,madmortem,953.0
97558329,Hódór,tarren-mill,1110.8
138237251,Tálíâ,blackrock,867.1
81091345,Pacc,frostwolf,948.9
166101171,Rivalla,blackrock,904.2
193375814,Дрэакин,eversong,770.6
137608410,Bán,guldan,759.1
153124171,Pomml,malganis,836.8
191710385,Tabanga,kazzak,681.6
79215146,Talak,guldan,773.8
148960240,Holarim,anetheron,917.9
176666322,Razvy,azjolnerub,792.1
164372344,Kagneylinn,twisting-nether,849.6
147357286,Nanisunda,thrall,1292.6
176563137,Göeth,sanguino,847.2
118132534,Sunstroke,blackhand,1295.4
191456001,Bubblícíous,frostmane,934.7
161706407,Ейгор,gordunni,872.8
113068400,Chò,anetheron,734.8
202738846,Дхоатеус,soulflayer,732.5
106509601,Wubdub,draenor,905.7
118954553,Senkur,frostwolf,
163455206,Obaran,kaelthas,824.5
94483995,Thamazein,eredar,920.7
158601363,Poshboy,eredar,869.1
101932068,Miyumi,kiljaeden,678.3
162892627,Тесей,howling-fjord,1440.6
154730304,Emma,echsenkessel,1297.4
173763763,Психосаша,howling-fjord,1313.9
165714046,Ruhkadin,nathrezim,880.9
178706849,Старсабер,gordunni,1266.3
142937633,Caesar,rexxar,1269.7
135479831,Anoriann,kazzak,1503.6
93692540,Kraver,aggra-português,1315.7
166165645,Ilim,tirion,1218.1
80412896,Adania,guldan,1051.4
112087589,Rebito,eredar,1208.6
119481395,Saorii,burning-legion,1333.5
117103461,Pölenta,ysondre,1040.2
76879342,Belpa,blackhand,1138.7
185322365,Aertine,hyjal,1251.3
72538684,Teloo,kazzak,1058.6
171857076,Kokobana,kazzak,656.8
125657667,Bighero,blackrock,1608.7
164027090,Larachël,sanguino,1147.0
159974740,Schafus,onyxia,1246.6
165736353,Allmine,tarren-mill,942.3
24738305,Svenealavate,nazjatar,993.6
177305620,Hweediepal,ragnaros,1298.3
242940902,Президеум,gordunni,1181.4
169692640,Dankku,stormreaver,764.4
75050430,Cóstin,kazzak,885.2
184001795,Sermonia,hyjal,1035.0
155505842,Asyrelle,blackhand,1126.2
111545817,Ddje,blackmoore,923.3
161150944,Avea,dun-morogh,1312.8
101982631,Nauglamur,blackhand,1072.4
198038484,Dinosnoar,chamber-of-aspects,855.2
158738076,Leegé,malganis,978.7
163865475,Dalyera,shattrath,823.2
149336738,Nocds,bloodhoof,1215.2
124953465,Darkmanson,kazzak,928.9
189046422,Fialisa,kazzak,1105.2
159276787,Jellpal,malorne,1045.1
158286899,Funchö,grim-batol,632.8
172970137,Kâah,hyjal,1161.4
108200144,Palpàdin,antonidas,1020.3
90837332,Митриос,ashenvale,836.3
164557204,Yelur,blackmoore,932.7
92445836,Kiti,nathrezim,819.8
121187188,Thasir,shattrath,959.2
153180074,Pûsât,malganis,845.0
182848820,Назарена,soulflayer,719.8
173564104,Угардор,howling-fjord,838.2
115339468,Kathlin,eredar,912.1
165270031,Kugelvogel,anetheron,935.8
79244015,Excezzpd,guldan,826.0
140924366,Херлбой,galakrond,929.0
73943539,Ævé,eredar,966.0
134491137,Ridestore,draenor,802.9
160420361,Choppax,draenor,614.4
97970901,Szamii,ragnaros,903.8
109124948,Sliskez,draenor,439.2
110729362,Nikolet,jaedenar,1443.1
14814696,Ingraijm,anetheron,762.0
141275036,Arcwasia,dalaran,785.6
88842309,Icra,eredar,1411.3
194661857,Гаврил,soulflayer,1129.5
165797653,Päm,twisting-nether,1614.5
117292325,Инферол,soulflayer,1329.4
186022545,Destroyyz,hyjal,1219.3
126709527,Gradens,draenor,1195.4
154223021,Nostradanuus,ysondre,1241.3
144046900,Рахэль,howling-fjord,1226.4
172837583,Немножкохилю,howling-fjord,1446.6
146546370,Zeê,blackrock,1254.7
159032241,Shâdi,antonidas,1009.3
93561710,Achievlol,aggra-português,976.9
155095441,Njíz,ysondre,1125.7
143910705,Tazea,chants-éternels,1011.3
161878425,Uun,dun-morogh,1137.5
98572179,Greycloak,kult-der-verdammten,882.9
148622505,Standmore,draenor,1318.4
187330810,Гилгамешш,soulflayer,1018.9
111712887,Vankatabgwe,draenor,1232.8
172194955,Карбонарочка,howling-fjord,1074.7
187022384,Bubblewoman,arathor,1049.5
146629436,Arys,alleria,842.7
164511375,Executíve,ragnaros,1305.8
154609427,Phillie,tarren-mill,769.4
73281993,Tôuchstone,eredar,880.9
176344683,Armuut,twisting-nether,730.0
157089399,Wudji,ysondre,1343.4
188812828,Explîcation,hyjal,953.6
170081946,Merciess,moonglade,772.6
175253993,Andreyx,twisting-nether,895.9
179215610,Иладриель,soulflayer,897.0
