character.id,profile.name,profile.slug,score
163299545,Delgato,kazzak,2081.0
128045846,Arândana,thrall,1768.9
244807233,Ритсуми,soulflayer,
175221568,Sebpala,kazzak,1523.7
152116845,Vaat,aggra-português,1678.6
95483886,Imsnazzybro,twisting-nether,1939.8
69296778,Wtsfood,stormscale,1396.6
139170356,Trincera,thrall,1576.6
160763751,Egimel,sanguino,1470.2
136021324,Sekentor,blackrock,1350.1
149529118,Immuhn,thrall,1509.7
108809209,Trynias,eredar,1411.4
67064997,Bubbleriosus,thrall,1462.7
110447787,Ayyah,stormscale,1512.9
153913115,Claisn,eredar,1514.0
164562204,Iasefko,thrall,1865.9
119766949,Admitancja,burning-legion,1420.2
164846369,Klexe,blackrock,1457.7
104541928,Dradestor,colinas-pardas,1443.8
128211901,Honigmoniaf,blackrock,1466.3
174358722,Tonkmeister,twisting-nether,1119.6
147395689,Vaccation,kazzak,1585.8
136533294,Snowkoala,thrall,1214.3
73785417,Schutzinator,eredar,1464.6
174536731,Розовыйщит,howling-fjord,1408.8
128452551,Noxplode,thrall,1313.7
187743513,Sinjastral,archimonde,
115841375,Philea,frostwolf,1329.1
166114474,Ragnarøkk,thrall,1253.3
115377790,Govanno,blackhand,1378.8
125126098,Thaelarion,ragnaros,1471.9
180388158,Лестарта,soulflayer,1300.2
114933943,Bemski,thrall,1227.9
160597285,Póhma,draenor,1363.5
140981141,Eltharièn,blackrock,2061.6
140650378,Ligh,thrall,1315.5
88764447,Palaofchaos,kazzak,1344.4
186582396,Geemill,kazzak,1438.3
123873111,Zôeý,frostwolf,1514.7
147758522,Lesterow,thrall,1329.4
137177891,Heartfilia,norgannon,1358.1
194465656,Belneal,kazzak,1530.3
156171837,Chizuri,thrall,1331.5
120545949,Recksiipala,blackrock,1627.4
65143466,Amris,blackmoore,1318.7
160212062,Schnipporet,tarren-mill,1399.6
113377211,Notjcdlz,ysondre,1761.7
160263077,Butzzbenzer,nozdormu,1474.4
191894188,Panzarjohnny,kazzak,1513.8
132607413,Maviqa,blackmoore,1565.7
123975626,Florki,blackhand,1363.2
105455006,Anomindara,bladefist,1316.0
116305239,Mordodin,blackhand,1313.2
120497678,Dárkness,drakthul,1565.9
97967676,Eromine,draenor,1350.1
161511830,Shár,twisting-nether,1580.6
145636880,Fodenpala,twisting-nether,1330.2
157596500,Blessingbot,tarren-mill,1312.3
197045343,Mystøory,kazzak,1379.9
174295354,Zorato,twisting-nether,1547.1
164244968,Kazbops,tarren-mill,1327.3
76947846,Kynval,nemesis,1444.7
112876095,Benj,draenor,1345.0
163341521,Níleriox,tarren-mill,1298.6
175702618,Pjonka,burning-legion,1313.9
144531835,Ruurd,twisting-nether,1590.8
109837720,Electrizia,thrall,1376.1
114356122,Ratterrich,blackhand,1298.4
165037468,Diktrol,stormreaver,1211.2
176832151,Ornot,twisting-nether,
188759228,Karmacharger,silvermoon,1332.3
166161372,Lexaniqt,blackmoore,1299.1
142375419,Malefyca,blackrock,1257.1
173763763,Психосаша,howling-fjord,1313.9
196709302,Azbøulette,archimonde,1312.9
167060436,Devilspress,guldan,1332.0
141668428,Kraiden,thrall,1326.7
165434926,Kushlove,thrall,1249.2
126346731,Benanpala,thrall,1085.5
165207487,Titiran,drakthul,1296.4
171439082,Grippingcnt,kazzak,1877.7
167094488,Bolderbast,tarren-mill,1609.3
194396987,Crael,hyjal,1759.9
166879402,Synexpala,blackrock,1154.0
178886806,Sharinop,kazzak,1343.8
110693952,Waniaa,eredar,1392.1
162682479,Antimagé,twisting-nether,1422.2
97349937,Grendizer,ragnaros,1343.5
166564114,Qancho,blackrock,1253.2
176695367,Peludinz,zuljin,1480.1
147116888,Ксеноо,howling-fjord,1357.7
74833855,Unavialable,drakthul,1440.0
157171057,Vicker,stormscale,1345.5
154450385,Goorgandine,ysondre,1493.0
197358910,Andymonka,kazzak,1369.4
144109429,Dhemizee,tarren-mill,1414.3
154654822,Èlf,twisting-nether,1392.1
195824041,Happydin,kazzak,1289.1
123073275,Kidapala,draenor,1347.2
147219159,Fahqmeh,thrall,1287.9
111730213,Bulbuci,draenor,1298.5
166026398,Maigumi,twisting-nether,1311.8
211942967,Бычито,thermaplugg,1210.3
137245551,Yamanee,draenor,1268.0
244270512,Гробовщица,soulflayer,1427.1
102833430,Icantenk,stormscale,1467.5
108704472,Ethên,silvermoon,1325.8
163646352,Globbex,draenor,1544.4
154220855,Eliasér,zuljin,1604.9
123662018,Stevealta,nethersturm,1376.5
163525967,Bughydin,draenor,1319.9
165459793,Bennyo,thrall,954.0
142314419,Sinados,blackrock,1322.8
50357558,Molteis,ysondre,1356.7
101228281,Reava,alleria,1636.0
160200641,Audunator,draenor,1283.8
109763606,Malihulya,draenor,1348.1
126568332,Dentsuqt,blackmoore,1533.1
141179286,Paaryn,blackrock,1585.4
115463739,Ærdaras,blackhand,1311.5
196409631,Duffs,kazzak,1339.5
183917942,Zacefron,hyjal,1362.9
