,profile.name,profile.realm.slug,specialization.id
1,Pànzerr,hyjal,66
1,Тайелочка,gordunni,66
1,Adrianie,ysera,66
1,Sephrania,ysera,66
3,Tae,ysera,66
2,Migdael,zuljin,66
2,Tynah,tarren-mill,66
2,Kíryuu,malorne,66
4,Fincent,malorne,66
3,Palourix,kirin-tor,66
2,Rastîk,tarren-mill,66
1,Balthazar,ysera,66
4,Kontel,eredar,66
3,Romtank,draenor,66
4,Jayline,tarren-mill,66
1,Loajak,twisting-nether,66
0,Vödkä,dalaran,66
4,Shâdi,antonidas,66
4,Noobypums,silvermoon,66
1,Кейф,gordunni,66
2,Аромарос,gordunni,66
2,Jellpal,malorne,66
4,Gavin,malorne,66
1,Àsùnâ,blackhand,66
3,Evenpala,blackmoore,66
2,Kyriss,ysera,66
1,Экзекуторс,howling-fjord,66
2,Raynzer,silvermoon,66
4,Illias,ambossar,66
1,Ельрига,gordunni,66
0,Naville,arakarahm,66
2,Blechbixn,blackrock,66
1,Luxdom,pozzo-delleternità,66
3,Iowene,silvermoon,66
2,Tollman,antonidas,66
1,Aleaume,kirin-tor,66
0,Grekkon,outland,66
4,Naarushen,ysera,66
2,Depanji,shattered-hand,66
2,Muassa,ysera,66
0,Firrion,die-silberne-hand,66
2,Syrina,onyxia,66
3,Domitian,rexxar,66
2,Acsit,malorne,66
1,Stanks,hyjal,66
0,Deathbinder,ysera,66
0,Phoénix,tichondrius,66
4,Gangina,ysera,66
1,Тринкиэм,gordunni,66
0,Äppler,ysera,66
1,Erzængel,malorne,66
0,Tonystark,ysera,66
0,Winxclub,malorne,66
2,Blessologîst,silvermoon,66
4,Mörthrop,mannoroth,66
2,Ganschadin,malganis,66
3,Ejryel,drakthul,66
1,Kysuma,die-silberne-hand,66
0,Kharator,blackmoore,66
0,Ukshields,outland,66
1,Fallentear,blackmoore,66
0,Orlisa,kargath,66
3,Fælarion,ysera,66
2,Yaga,die-silberne-hand,66
1,Swenia,blackhand,66
0,Yckel,archimonde,66
3,Суицидплохо,soulflayer,66
3,Tankdarling,anetheron,66
3,Tastemysteel,arathor,66
2,Joulinas,blackmoore,66
1,Gkloin,darksorrow,66
3,Дэмиур,gordunni,66
4,Pyretu,ysera,66
4,Raxus,amanthul,66
0,Ahegao,zuljin,66
3,Rhegar,emeriss,66
2,Batschake,antonidas,66
3,Yolonardo,outland,66
3,Szulamit,arathor,66
4,Génesus,ysera,66
3,Rhyella,burning-blade,66
3,Bdui,hyjal,66
0,Orick,silvermoon,66
3,Adrîk,blackhand,66
0,Trigeminus,blackmoore,66
0,Ðjin,blackrock,66
3,Dagobertus,die-aldor,66
2,Rhyoma,dalaran,66
1,Narêya,blackhand,66
0,Aurelija,sylvanas,66
1,Laidevon,twisting-nether,66
1,Glorianna,blackmoore,66
3,Hóldu,malorne,66
3,Notimar,pozzo-delleternità,66
3,Zarathos,malorne,66
2,Deathcommand,malorne,66
2,Reyour,norgannon,66
0,Hérõs,hyjal,66
4,Spírítlíght,alexstrasza,66
1,Merilon,malganis,66
1,Raxn,ulduar,66
0,Cesuryürek,silvermoon,66
2,Phanouk,thrall,66
0,Phâllânx,antonidas,66
2,Xaz,die-aldor,66
4,Seyfryd,die-aldor,66
1,Хелзеферс,gordunni,66
4,Thilien,aegwynn,66
2,Arthurio,antonidas,66
0,Astira,ysera,66
1,Grum,ysera,66
0,Trukker,blackhand,66
4,Heiimdall,ysera,66
4,Stonks,malorne,66
4,Throw,das-konsortium,66
2,Halerion,malorne,66
2,Eyeofall,malorne,66
0,Cajmere,dalaran,66
3,Xasi,gorgonnash,66
1,Звездолетчик,gordunni,66
2,Cffsnøow,archimonde,66
0,Holdies,silvermoon,66
2,Lesure,kul-tiras,66
0,Chrinø,khaz-modan,66
4,Arnie,der-abyssische-rat,66
4,Shirotama,burning-legion,66
0,Plejd,tarren-mill,66
2,Джикби,howling-fjord,66
2,Morgenkoger,silvermoon,66
4,Ultimato,outland,66
1,Mâzekêên,antonidas,66
2,Lîquitwalker,antonidas,66
4,Lúx,hellscream,66
0,Zioné,grim-batol,66
0,Noriman,eredar,66
0,Domian,drakthul,66
1,Asphodel,burning-legion,66
0,Thargi,dun-modr,66
1,Зулартес,ashenvale,66
2,Jummss,archimonde,66
1,Валеви,gordunni,66
2,Himmelshørn,blackhand,66
0,Eskowy,silvermoon,66
2,Mataza,malorne,66
3,Nêllo,hyjal,66
1,Водрисов,gordunni,66
2,Hcurse,silvermoon,66
2,Xanlol,twisting-nether,66
4,Theorry,silvermoon,66
