,profile.name,profile.realm.slug,specialization.id
2,Delgato,kazzak,66
1,Arândana,thrall,66
2,Ритсуми,soulflayer,66
0,Sebpala,kazzak,66
2,Vaat,aggra-português,66
2,Imsnazzybro,twisting-nether,66
0,Wtsfood,stormscale,66
4,Trincera,thrall,66
2,Egimel,sanguino,66
3,Sekentor,blackrock,66
1,Immuhn,thrall,66
1,Trynias,eredar,66
3,Bubbleriosus,thrall,66
0,Ayyah,stormscale,66
1,Claisn,eredar,66
4,Iasefko,thrall,66
1,Admitancja,burning-legion,66
3,Klexe,blackrock,66
2,Dradestor,colinas-pardas,66
1,Honigmoniaf,blackrock,66
2,Tonkmeister,twisting-nether,66
4,Vaccation,kazzak,66
4,Snowkoala,thrall,66
4,Schutzinator,eredar,66
1,Розовыйщит,howling-fjord,66
3,Noxplode,thrall,66
0,Sinjastral,archimonde,66
4,Philea,frostwolf,66
1,Ragnarøkk,thrall,66
3,Govanno,blackhand,66
1,Thaelarion,ragnaros,66
1,Лестарта,soulflayer,66
1,Bemski,thrall,66
3,Póhma,draenor,66
1,Eltharièn,blackrock,66
1,Ligh,thrall,66
4,Palaofchaos,kazzak,66
1,Geemill,kazzak,66
0,Zôeý,frostwolf,66
0,Lesterow,thrall,66
3,Heartfilia,norgannon,66
0,Belneal,kazzak,66
0,Chizuri,thrall,66
2,Recksiipala,blackrock,66
4,Amris,blackmoore,66
0,Schnipporet,tarren-mill,66
1,Notjcdlz,ysondre,66
1,Butzzbenzer,nozdormu,66
0,Panzarjohnny,kazzak,66
2,Maviqa,blackmoore,66
3,Florki,blackhand,66
4,Anomindara,bladefist,66
4,Mordodin,blackhand,66
2,Dárkness,drakthul,66
1,Eromine,draenor,66
0,Shár,twisting-nether,66
3,Fodenpala,twisting-nether,66
1,Blessingbot,tarren-mill,66
0,Mystøory,kazzak,66
4,Zorato,twisting-nether,66
3,Kazbops,tarren-mill,66
0,Kynval,nemesis,66
1,Benj,draenor,66
4,Níleriox,tarren-mill,66
2,Pjonka,burning-legion,66
4,Ruurd,twisting-nether,66
1,Electrizia,thrall,66
3,Ratterrich,blackhand,66
4,Diktrol,stormreaver,66
4,Ornot,twisting-nether,66
3,Karmacharger,silvermoon,66
3,Lexaniqt,blackmoore,66
4,Malefyca,blackrock,66
1,Психосаша,howling-fjord,66
4,Azbøulette,archimonde,66
3,Devilspress,guldan,66
0,Kraiden,thrall,66
4,Kushlove,thrall,66
1,Benanpala,thrall,66
3,Titiran,drakthul,66
0,Grippingcnt,kazzak,66
3,Bolderbast,tarren-mill,66
0,Crael,hyjal,66
0,Synexpala,blackrock,66
1,Sharinop,kazzak,66
4,Waniaa,eredar,66
1,Antimagé,twisting-nether,66
0,Grendizer,ragnaros,66
4,Qancho,blackrock,66
3,Peludinz,zuljin,66
0,Ксеноо,howling-fjord,66
2,Unavialable,drakthul,66
3,Vicker,stormscale,66
1,Goorgandine,ysondre,66
3,Andymonka,kazzak,66
2,Dhemizee,tarren-mill,66
0,Èlf,twisting-nether,66
2,Happydin,kazzak,66
1,Kidapala,draenor,66
1,Fahqmeh,thrall,66
3,Bulbuci,draenor,66
3,Maigumi,twisting-nether,66
2,Бычито,thermaplugg,66
2,Yamanee,draenor,66
1,Гробовщица,soulflayer,66
0,Icantenk,stormscale,66
4,Ethên,silvermoon,66
2,Globbex,draenor,66
4,Eliasér,zuljin,66
0,Stevealta,nethersturm,66
2,Bughydin,draenor,66
4,Bennyo,thrall,66
1,Sinados,blackrock,66
0,Molteis,ysondre,66
2,Reava,alleria,66
3,Audunator,draenor,66
4,Malihulya,draenor,66
3,Dentsuqt,blackmoore,66
2,Paaryn,blackrock,66
3,Ærdaras,blackhand,66
4,Duffs,kazzak,66
1,Zacefron,hyjal,66
1,Yonuno,sanguino,66
4,Ipséité,archimonde,66
2,Jouren,lightbringer,66
3,Kautzer,kazzak,66
4,Tatriz,kazzak,66
3,Nlowny,blackrock,66
4,Pownyz,thrall,66
4,Kokoviku,twisting-nether,66
4,Edomedo,blackrock,66
1,Unluckyx,kazzak,66
3,Abdy,zuljin,66
4,Zixro,draenor,66
4,Kallidian,tarren-mill,66
3,Kerzer,kazzak,66
2,Mermulsson,stormreaver,66
2,Sineaad,pozzo-delleternità,66
4,Экзекуторс,howling-fjord,66
4,Грэк,soulflayer,66
4,Voastlvi,twisting-nether,66
0,Tikkì,nemesis,66
3,Goldenweek,nefarian,66
2,Hâmeddark,kazzak,66
3,Borisxd,kazzak,66
4,Ðarkz,twisting-nether,66
0,Tortòurer,blackrock,66
0,Divinewings,eredar,66
2,Misstag,twisting-nether,66
1,Caersei,blackrock,66
2,Broetchen,thrall,66
1,Axodin,blackmoore,66
1,Celedith,blackhand,66
3,Buurstpal,ysondre,66
1,Vynrael,kazzak,66
2,Imaqtcats,sanguino,66
1,Creo,kazzak,66
0,Megnar,twisting-nether,66
0,Branuul,blackhand,66
2,Cfourlolz,kazzak,66
2,Pomelopetra,blackhand,66
1,Donkki,stormreaver,66
3,Crazywings,blackhand,66
4,Snaatz,malganis,66
4,Ultravíolett,kargath,66
1,Juular,blackrock,66
3,Hugen,tarren-mill,66
3,Thémís,ysondre,66
3,Jokei,blackmoore,66
0,Manodin,blackrock,66
1,Palover,thrall,66
4,Jeejeeman,stormreaver,66
4,Fexe,ragnaros,66
0,Lawrs,draenor,66
0,Neb,shattered-hand,66
0,Retrul,kazzak,66
0,Ahilé,twisting-nether,66
1,Paladaman,kazzak,66
3,Noxar,frostwolf,66
0,Solvejk,thrall,66
4,Kirith,stormscale,66
3,Drace,thrall,66
1,Fryevia,thrall,66
2,Lehtisalo,draenor,66
4,Clearlyfish,blackrock,66
1,Badbare,draenor,66
3,Elijahu,eredar,66
4,Avenger,archimonde,66
0,Propalli,draenor,66
1,Тесей,howling-fjord,66
2,Nylear,kazzak,66
2,Thebbep,sanguino,66
1,Weer,kazzak,66
4,Paloushe,dalaran,66
1,Ashtemazen,kazzak,66
0,Kraelpala,ragnaros,66
4,Strunfy,twisting-nether,66
3,Mk,blackhand,66
0,Valenty,nemesis,66
3,Møømøø,archimonde,66
1,Genei,twisting-nether,66
0,Muqqilight,blackhand,66
3,Tuwas,blackrock,66
0,Intekam,blackmoore,66
0,Lenida,thrall,66
2,Tydos,eredar,66
1,Hornypâl,draenor,66
4,Attis,sanguino,66
1,Bubodin,stormreaver,66
3,Clärity,draenor,66
