,profile.name,profile.realm.slug,specialization.id
0,Vaat,aggra-português,66
0,Nyùkä,conseil-des-ombres,66
4,Rottensnot,twisting-nether,66
0,Hallowed,aggra-português,66
0,Anthonel,nemesis,66
0,Neekillp,grim-batol,66
1,Goldanna,nagrand,66
3,Zahndoktor,antonidas,66
4,Kraelpala,ragnaros,66
1,Røllstuhl,blackmoore,66
1,Necro,aggra-português,66
2,Panzarjohnny,kazzak,66
3,Kínky,frostmane,66
2,Nithrys,dalaran,66
3,Carlitøs,grim-batol,66
0,Spontais,doomhammer,66
4,Happydin,kazzak,66
4,Shikanna,drakthul,66
4,Sidaru,tarren-mill,66
4,Phyxius,aggra-português,66
1,Argad,dalaran,66
3,Dritnz,silvermoon,66
4,Myleecyrus,stormscale,66
3,Sîmerîa,antonidas,66
3,Dreamer,ragnaros,66
3,Xhoan,aggra-português,66
4,Yonuno,sanguino,66
2,Bittersweex,stormscale,66
2,Gloòm,nemesis,66
1,Aritas,silvermoon,66
0,Ксанакссвят,howling-fjord,66
0,Wuffo,antonidas,66
1,Madares,silvermoon,66
1,Naville,arakarahm,66
3,Deenit,ravencrest,66
4,Lewtmeister,ravencrest,66
1,Mystøory,kazzak,66
0,Artstone,ravencrest,66
4,Belzac,grim-batol,66
4,Слипноумо,gordunni,66
1,Crael,hyjal,66
0,Bkhawk,frostmane,66
0,Elektraa,burning-legion,66
3,Sadhü,aggra-português,66
2,Lanceloth,draenor,66
1,Rickastley,aggra-português,66
4,Donkki,stormreaver,66
2,Chungarino,grim-batol,66
0,Tonínoo,dun-modr,66
2,Grinmocas,aggra-português,66
2,Emergency,aggra-português,66
2,Nightspirit,nemesis,66
3,Plude,defias-brotherhood,66
2,Kraver,aggra-português,66
1,Iladonf,dalaran,66
4,Nabbè,tarren-mill,66
4,Falixix,la-croisade-écarlate,66
4,Wellmet,eredar,66
3,Aalmae,silvermoon,66
2,Honeymelon,antonidas,66
1,Niua,twisting-nether,66
3,Dpixx,aggra-português,66
4,Beautémaru,archimonde,66
1,Palanithe,archimonde,66
1,Alirezà,kazzak,66
1,Shei,eitrigg,66
1,Osloth,blackmoore,66
4,Bighero,blackrock,66
3,Anoriann,kazzak,66
0,Sveryn,twisting-nether,66
1,Camarlengo,zuljin,66
1,Демопал,fordragon,66
3,Doríáth,sylvanas,66
2,Seerhona,kazzak,66
2,Balvir,kazzak,66
2,Kenshin,aggra-português,66
0,Ритсуми,soulflayer,66
3,Keicy,draenor,66
4,Элърат,soulflayer,66
0,Messii,drakthul,66
4,Varmkorv,grim-batol,66
1,Kethmil,dun-modr,66
2,Алексендлер,howling-fjord,66
1,Sabinexxl,terrordar,66
4,Drace,thrall,66
0,Spankntank,frostmane,66
4,Kirith,stormscale,66
0,Skädi,ysondre,66
3,Антикус,soulflayer,66
3,Texy,aggra-português,66
4,Xouripala,aggra-português,66
4,Tuganabo,grim-batol,66
4,Ddr,aggra-português,66
3,Spada,kazzak,66
0,Старсабер,gordunni,66
3,Zumbaba,aggra-português,66
3,Sajku,tarren-mill,66
2,Навидрэй,gordunni,66
3,Ariyon,blackmoore,66
3,Ursegor,ravencrest,66
2,Paladinsky,ravencrest,66
0,Boldaro,arathor,66
4,Интерпал,borean-tundra,66
3,Angeladark,kazzak,66
1,Candus,draenor,66
1,Thaladriana,aegwynn,66
3,Twardziejszy,ravencrest,66
0,Ramegrag,dun-modr,66
4,Oiklos,aggra-português,66
0,Mowthie,defias-brotherhood,66
2,Combatwombat,frostwolf,66
3,Jàzmin,silvermoon,66
2,Qancho,blackrock,66
0,Paläca,dun-modr,66
1,Инферол,soulflayer,66
3,Donselm,blackmoore,66
0,Yakum,bloodfeather,66
2,Response,tarren-mill,66
2,Ko,turalyon,66
4,Crushman,aggra-português,66
0,Grippingcnt,kazzak,66
2,Laddie,argent-dawn,66
4,Estarossà,twisting-nether,66
4,Hegeshine,argent-dawn,66
0,Парломис,howling-fjord,66
4,Qwerdin,draenor,66
0,Бариарт,soulflayer,66
2,Matelina,sanguino,66
2,Icra,eredar,66
0,Nephiix,ragnaros,66
2,Valithria,sylvanas,66
2,Kerzer,kazzak,66
4,Гробовщица,soulflayer,66
3,Caesar,rexxar,66
4,Noén,kazzak,66
0,Anomindara,bladefist,66
3,Gibari,eredar,66
1,Francisx,silvermoon,66
3,Pomfritzel,silvermoon,66
3,Talaessa,pozzo-delleternità,66
4,Anietyx,blackrock,66
4,Holyhatina,twisting-nether,66
1,Strunfy,twisting-nether,66
0,Chim,frostmane,66
1,Keyrran,drekthar,66
3,Zarik,hyjal,66
1,Dxbgirl,twisting-nether,66
4,Zorato,twisting-nether,66
1,Amicitia,antonidas,66
0,Acashic,blackhand,66
1,Palzulka,ravencrest,66
3,Kyndmryn,nemesis,66
0,Tardron,kazzak,66
4,Misstag,twisting-nether,66
4,Sworstar,antonidas,66
2,Djenki,dalaran,66
4,Hatzn,antonidas,66
3,Tepî,blackmoore,66
1,Ikeys,outland,66
2,Targaryèn,silvermoon,66
4,Løoby,dalaran,66
4,Палстар,gordunni,66
2,Бэдгар,azuregos,66
3,Omorto,aggra-português,66
4,Lightstone,draenor,66
4,Valërion,kazzak,66
0,Snutzler,aegwynn,66
4,Охеранить,soulflayer,66
0,Neoki,ravencrest,66
3,Ineedyoudead,twisting-nether,66
4,Läthgërtha,dun-modr,66
4,Hâmeddark,kazzak,66
3,Kelni,outland,66
2,Hakkï,aggra-português,66
2,Kakmonstrét,frostmane,66
3,Lehtisalo,draenor,66
2,Schnipporet,tarren-mill,66
2,Sitram,hyjal,66
2,Nocds,bloodhoof,66
1,Lusimusi,rajaxx,66
0,Theridoz,kazzak,66
2,Fàlk,antonidas,66
2,Palader,hyjal,66
3,Stenstake,stormscale,66
0,Eduardo,azshara,66
3,Pâlitan,blackrock,66
2,Bakmachine,ragnaros,66
2,Егорметеорус,gordunni,66
1,Lexidin,silvermoon,66
0,Baobabsacré,hyjal,66
3,Digayne,sylvanas,66
4,Vyndra,aggra-português,66
1,Soon,grim-batol,66
0,Zurîe,draenor,66
3,Kalthera,twisting-nether,66
2,Loabalboa,malganis,66
0,Dentsuqt,blackmoore,66
1,Sïgmûnd,stormscale,66
4,Flyínghirsch,blackmoore,66
2,Agoora,kazzak,66
2,Bolívar,magtheridon,66
4,Belneal,kazzak,66
3,Lostkame,tarren-mill,66
0,Kisassi,sargeras,66
4,Nlowny,blackrock,66
1,Attis,sanguino,66
1,Insidiøus,kazzak,66
4,Xquizite,kazzak,66
2,Exize,blackmoore,66
4,Punis,aszune,66
1,Грэк,soulflayer,66
2,Alphane,twisting-nether,66
0,Boruwka,drakthul,66
3,Zzuuma,stormscale,66
3,Masokin,kazzak,66
1,Bulbuci,draenor,66
3,Bloodykawaii,ravencrest,66
2,Salyx,outland,66
0,Papâroch,kazzak,66
1,Элитныи,gordunni,66
3,Рахэль,howling-fjord,66
3,Paperladin,hyjal,66
1,Bajker,defias-brotherhood,66
1,Kippine,tarren-mill,66
1,Daire,draenor,66
4,Nairda,twisting-nether,66
2,Kokoviku,twisting-nether,66
3,Deviouslight,drakthul,66
1,Mackthetank,kazzak,66
4,Ljunken,argent-dawn,66
1,Gabil,burning-legion,66
0,Takeheals,twisting-nether,66
1,Xeladin,garrosh,66
3,Peludinz,zuljin,66
1,Rooneÿ,dun-modr,66
3,Cfourlolz,kazzak,66
4,Arààn,ysondre,66
3,Hugen,tarren-mill,66
0,Nexâla,blackhand,66
1,Schutzinator,eredar,66
3,Ichbintank,hyjal,66
0,Ashtemazen,kazzak,66
1,Dïåßlð,kazzak,66
2,Inyaface,zuljin,66
2,Meinrad,draenor,66
1,Lefzor,kazzak,66
3,Intekam,blackmoore,66
0,Jodilyn,outland,66
3,Fanice,kazzak,66
2,Krader,ragnaros,66
2,Divinewrath,ysondre,66
2,Soyrodri,aggra-português,66
1,Lêgain,silvermoon,66
3,Adrianie,ysera,66
3,Lichkingyoo,draenor,66
4,Halahk,grim-batol,66
4,Lhatron,ragnaros,66
2,Dryadz,sylvanas,66
0,Sezu,blackmoore,66
1,Crôutasse,dalaran,66
1,Brobashov,frostmane,66
2,Krîstoff,tarren-mill,66
3,Billiegoat,darksorrow,66
1,Pliske,kazzak,66
1,Casemir,antonidas,66
0,Wyrea,antonidas,66
2,Päm,twisting-nether,66
2,Валмет,gordunni,66
1,Jonbeng,sylvanas,66
3,Yereziah,blackrock,66
2,Turdlee,burning-legion,66
3,Lynchburg,twisting-nether,66
0,Bøubaa,eldrethalas,66
2,Draëntor,hyjal,66
4,Doraq,blackhand,66
2,Wootsky,stormscale,66
3,Ornot,twisting-nether,66
0,Postedeguill,dalaran,66
2,Bönsallad,ravencrest,66
2,Grêg,draenor,66
4,Léjon,silvermoon,66
1,Sephecs,nozdormu,66
0,Anabaladin,ragnaros,66
0,Emma,echsenkessel,66
0,Gordain,malfurion,66
2,Joamn,burning-legion,66
4,Бугринка,gordunni,66
3,Ikebukuro,kirin-tor,66
2,Lognus,pozzo-delleternità,66
0,Semprii,drakthul,66
3,Mozgus,wildhammer,66
2,Zattlah,twisting-nether,66
4,Aeshan,kazzak,66
2,Frantiq,draenor,66
4,Lexria,blackhand,66
2,Майндоффлайн,soulflayer,66
2,Chakrâ,kazzak,66
4,Nifa,blackrock,66
0,Jellpal,malorne,66
2,Shavanna,thrall,66
3,Notoriosbig,frostmane,66
4,Tidfis,grim-batol,66
1,Falcodin,kazzak,66
0,Nenorocitule,silvermoon,66
4,Fodsùimoi,archimonde,66
4,Dawnbringer,archimonde,66
3,Jeejeeman,stormreaver,66
1,Vicker,stormscale,66
0,Rekzan,burning-legion,66
1,Natø,dun-modr,66
3,Ruurd,twisting-nether,66
4,Xanorpalli,chamber-of-aspects,66
