,profile.name,profile.realm.slug,specialization.id
1,Vaat,aggra-português,66
4,Wyleria,burning-blade,66
0,Qwerdin,draenor,66
2,Ayyah,stormscale,66
3,Shikanna,drakthul,66
2,Mishulin,drakthul,66
2,Rottensnot,twisting-nether,66
4,Dárkness,drakthul,66
3,Happydin,kazzak,66
1,Lonecrusader,stormscale,66
3,Simsai,stormscale,66
4,Luzfundrik,drakthul,66
0,Leandria,drakthul,66
1,Etienell,arathor,66
3,Saila,drakthul,66
3,Agoora,kazzak,66
2,Mk,blackhand,66
3,Tashhi,drakthul,66
2,Algrunas,kazzak,66
4,Tombiyt,stormscale,66
3,Anichebe,drakthul,66
1,Bøubaa,eldrethalas,66
4,Dentsuqt,blackmoore,66
2,Beautémaru,archimonde,66
0,Paraziteled,drakthul,66
4,Chaoss,burning-blade,66
2,Zhaw,stormscale,66
1,Gunganix,drakthul,66
3,Korohshock,blackrock,66
3,Mystøory,kazzak,66
1,Yolomaker,drakthul,66
2,Torpédo,drakthul,66
1,Avengerippy,drakthul,66
2,Achïllès,blackrock,66
0,Bolderbast,tarren-mill,66
3,Sebpala,kazzak,66
0,Interz,argent-dawn,66
3,Ötztwo,ysondre,66
3,Alysaar,burning-blade,66
2,Adrianie,ysera,66
1,Rhianwenn,drakthul,66
3,Oliiver,drakthul,66
4,Kynval,nemesis,66
3,Callydon,tarren-mill,66
0,Belneal,kazzak,66
4,Missago,tarren-mill,66
1,Медаяз,gordunni,66
3,Qunaii,defias-brotherhood,66
1,Dzmanot,twisting-nether,66
1,Kelmidar,burning-blade,66
3,Panikopytko,drakthul,66
1,Topical,stormscale,66
3,Lynchburg,twisting-nether,66
4,Asemblle,drakthul,66
1,Розовыйщит,howling-fjord,66
2,Zaryn,uldaman,66
1,Sasolia,hyjal,66
4,Loabalboa,malganis,66
4,Dawnbringer,archimonde,66
4,Alirezà,kazzak,66
0,Ephalistos,sargeras,66
4,Knowmexx,blackmoore,66
2,Eliasér,zuljin,66
4,Makawe,drakthul,66
2,Tuwas,blackrock,66
4,Yonteau,drakthul,66
4,Aléxr,kazzak,66
3,Капитанбрукс,howling-fjord,66
1,Vìzzer,burning-legion,66
1,Valourholy,bronzebeard,66
3,Genei,twisting-nether,66
4,Liâdrin,drakthul,66
3,Holyrayén,blackrock,66
4,Biftek,stormscale,66
1,Tindertank,twisting-nether,66
0,Waniaa,eredar,66
2,Theridoz,kazzak,66
1,Jeejeeman,stormreaver,66
4,Гробовщица,soulflayer,66
4,Taellas,drakthul,66
0,Aloveon,drakthul,66
0,Rëlëdzs,ragnaros,66
1,Neekillp,grim-batol,66
0,Megnar,twisting-nether,66
3,Schnipporet,tarren-mill,66
0,Diktrol,stormreaver,66
1,Anoriann,kazzak,66
1,Darkbelow,drakthul,66
0,Bigvont,drakthul,66
4,Halfelf,twisting-nether,66
2,Fexe,ragnaros,66
4,Shivah,ravencrest,66
2,Messii,drakthul,66
0,Relsator,ragnaros,66
3,Stalorka,drakthul,66
3,Titiran,drakthul,66
0,Aishei,drakthul,66
3,Bulbuci,draenor,66
1,Verdikt,alleria,66
0,Pullsacré,ysondre,66
2,Танкохилодпс,borean-tundra,66
2,Raanis,hyjal,66
3,Спангебуб,gordunni,66
2,Headhuntêr,kazzak,66
3,Vialetto,ragnaros,66
2,Unavialable,drakthul,66
3,Imsnazzybro,twisting-nether,66
4,Holyswooper,draenor,66
4,Holygrizzly,blackmoore,66
0,Yukine,drakthul,66
3,Jinxun,twisting-nether,66
4,Aitas,tarren-mill,66
3,Shár,twisting-nether,66
1,Schrànk,blackrock,66
0,Panzarjohnny,kazzak,66
4,Kazbops,tarren-mill,66
4,Angeloladin,blackrock,66
3,Meérès,tarren-mill,66
0,Crackcocaina,blackrock,66
2,Strunfy,twisting-nether,66
1,Elwingá,burning-legion,66
2,Krto,ragnaros,66
4,Saruseq,burning-legion,66
1,Ahilé,twisting-nether,66
3,Keyrran,drekthar,66
0,Marhun,drakthul,66
4,Парломис,howling-fjord,66
2,Pyörätuoli,stormscale,66
2,Crazywings,blackhand,66
1,Fodenpala,twisting-nether,66
0,Päm,twisting-nether,66
0,Vicker,stormscale,66
1,Gabil,burning-legion,66
4,Liriel,stormscale,66
4,Negativedmg,kazzak,66
3,Rekzan,burning-legion,66
2,Eduardo,azshara,66
4,Vìrah,sanguino,66
2,Wtsfood,stormscale,66
0,Koyjin,kazzak,66
2,Reava,alleria,66
1,Спли,ashenvale,66
2,Bultsax,tarren-mill,66
1,Kyarrala,tarren-mill,66
4,Sharinop,kazzak,66
0,Archiel,ragnaros,66
4,Ритсуми,soulflayer,66
3,Palaofchaos,kazzak,66
2,Salyx,outland,66
2,Liukuhihna,stormscale,66
2,Vexrek,burning-blade,66
4,Nephiix,ragnaros,66
2,Sedora,blackmoore,66
3,Wudji,ysondre,66
3,Plambi,burning-legion,66
1,Jouren,lightbringer,66
1,Elijahu,eredar,66
1,Fordriñg,kazzak,66
0,Holybrain,ragnaros,66
2,Sineaad,pozzo-delleternità,66
2,Antimagé,twisting-nether,66
2,Dreamos,drakthul,66
3,Eromine,draenor,66
1,Goorillaunit,tarren-mill,66
4,Ligh,thrall,66
4,Bubbletaunt,kazzak,66
4,Ineedyoudead,twisting-nether,66
1,Kontel,eredar,66
4,Phaerun,tarren-mill,66
1,Sïgmûnd,stormscale,66
1,Kixzo,ragnaros,66
3,Slimpala,draenor,66
0,Tnephans,tarren-mill,66
3,Jordandéchti,ysondre,66
2,Руньён,galakrond,66
0,Kongozuna,tarren-mill,66
3,Talaessa,pozzo-delleternità,66
4,Insidiøus,kazzak,66
1,Gegalights,draenor,66
1,Markelon,kazzak,66
3,Ðarkz,twisting-nether,66
2,Галантиз,howling-fjord,66
1,Bully,uldum,66
1,Illenor,twisting-nether,66
