,profile.name,profile.realm.slug,specialization.id
3,Delgato,kazzak,66
1,Eltharièn,blackrock,66
0,Imsnazzybro,twisting-nether,66
1,Diamondteàr,kazzak,66
3,Vaat,aggra-português,66
4,Арахнея,howling-fjord,66
1,Ритсуми,soulflayer,66
4,Bolderbast,tarren-mill,66
4,Kyarrala,tarren-mill,66
3,Kallidian,tarren-mill,66
2,Alirezà,kazzak,66
2,Koyjin,kazzak,66
0,Grippingcnt,kazzak,66
4,Ayyah,stormscale,66
2,Aitas,tarren-mill,66
0,Loládin,azuremyst,66
1,Xasop,twisting-nether,66
3,Sebpala,kazzak,66
0,Notjcdlz,ysondre,66
2,Alexzane,tarren-mill,66
0,Deftlol,tarren-mill,66
4,Qwerdin,draenor,66
1,Йокипакка,soulflayer,66
3,Kompanypala,tarren-mill,66
2,Лаунч,howling-fjord,66
0,Whodapala,dentarg,66
1,Abdy,zuljin,66
3,Blopsterx,tarren-mill,66
1,Vaccation,kazzak,66
4,Caedine,dentarg,66
1,Paaryn,blackrock,66
0,Аббэндис,soulflayer,66
2,Гробовщица,soulflayer,66
0,Taradina,tarren-mill,66
3,Celedith,blackhand,66
2,Djibriel,tarren-mill,66
0,Goorillaunit,tarren-mill,66
4,Tnephans,tarren-mill,66
1,Andymonka,kazzak,66
2,Scralet,tarren-mill,66
4,Nephiix,ragnaros,66
0,Tubad,draenor,66
3,Maltimum,tarren-mill,66
4,Estarossà,twisting-nether,66
2,Antimagé,twisting-nether,66
0,Tankmatty,kazzak,66
4,Wyleria,burning-blade,66
2,Shár,twisting-nether,66
1,Patriot,tarren-mill,66
2,Thebbep,sanguino,66
0,Kíea,tarren-mill,66
0,Bopcorn,draenor,66
0,Спли,ashenvale,66
0,Neb,shattered-hand,66
4,Lìghtness,twisting-nether,66
0,Peludinz,zuljin,66
1,Maxdin,tarren-mill,66
3,Daetri,tarren-mill,66
1,Loabalboa,malganis,66
0,Элърат,soulflayer,66
3,Shaiyá,tarren-mill,66
3,Harambedin,kelthuzad,66
3,Holyswooper,draenor,66
3,Emeras,tarren-mill,66
3,Rpk,blackmoore,66
3,Бариарт,soulflayer,66
0,Tokaga,tarren-mill,66
4,Nuremor,blackmoore,66
1,Panzarjohnny,kazzak,66
0,Sidaru,tarren-mill,66
4,Kazbops,tarren-mill,66
0,Päm,twisting-nether,66
1,Angeloladin,blackrock,66
4,Ashtemazen,kazzak,66
1,Kerzer,kazzak,66
3,Psopa,twisting-nether,66
1,Vînce,kazzak,66
4,Phaerun,tarren-mill,66
0,Hallowed,aggra-português,66
1,Kisassi,sargeras,66
4,Rottensnot,twisting-nether,66
2,Butzzbenzer,nozdormu,66
3,Beautémaru,archimonde,66
2,Palrahz,archimonde,66
4,Tìfa,nemesis,66
1,Nlowny,blackrock,66
3,Noizdx,tarren-mill,66
2,Reava,alleria,66
3,Maeyra,blackhand,66
2,Revenix,tarren-mill,66
0,Saladyr,blackhand,66
3,Kippine,tarren-mill,66
1,Satmara,stormscale,66
1,Callydon,tarren-mill,66
0,Slimpala,draenor,66
4,Palamañ,twisting-nether,66
1,Zofo,twisting-nether,66
