,profile.name,profile.realm.slug,specialization.id
0,Охеранить,soulflayer,66
0,Элърат,soulflayer,66
2,Спли,ashenvale,66
1,Anthonel,nemesis,66
0,Dentsuqt,blackmoore,66
2,Экзекуторс,howling-fjord,66
2,Rockyouu,blackrock,66
4,Аббигайль,howling-fjord,66
1,Miyaia,les-clairvoyants,66
3,Понидоктор,howling-fjord,66
0,Любаня,ashenvale,66
2,Неош,ashenvale,66
0,Ropin,kazzak,66
4,Lílium,tarren-mill,66
1,Бихэпи,soulflayer,66
1,Лехаэпоха,ashenvale,66
4,Holydarkness,kazzak,66
0,Аисандра,soulflayer,66
2,Эшвилл,ashenvale,66
1,Пажилоемоджо,soulflayer,66
3,Lightdreanor,thrall,66
0,Хэвилорд,soulflayer,66
4,Anichebe,drakthul,66
4,Wynadorn,azjolnerub,66
3,Retlapal,hyjal,66
0,Алы,howling-fjord,66
4,Plinthe,blackrock,66
0,Athal,twisting-nether,66
1,Приключилось,soulflayer,66
2,Honeymelon,antonidas,66
3,Степанб,ashenvale,66
1,Карвинн,howling-fjord,66
4,Братишечка,ashenvale,66
3,Shivalia,hyjal,66
1,Шлипило,soulflayer,66
3,Barbachilly,kazzak,66
3,Уогоо,howling-fjord,66
1,Дядярукус,soulflayer,66
0,Терайд,ashenvale,66
3,Nifa,blackrock,66
3,Максфрай,howling-fjord,66
4,Трэнсквил,ashenvale,66
1,Орисон,soulflayer,66
0,Pölenta,ysondre,66
1,Ферерр,howling-fjord,66
1,Chacarron,eredar,66
2,Артист,howling-fjord,66
1,Амаррин,ashenvale,66
2,Гипермадара,howling-fjord,66
3,Dyröne,draenor,66
0,Mìni,archimonde,66
3,Кейрэд,howling-fjord,66
0,Пинкфил,ashenvale,66
0,Plejd,tarren-mill,66
4,Sleazý,ragnaros,66
4,Калайда,ashenvale,66
4,Антикус,soulflayer,66
1,Sacramentum,defias-brotherhood,66
3,Гробовщица,soulflayer,66
0,Alfirex,uldum,66
2,Палаконник,soulflayer,66
1,Kelia,thrall,66
3,Вальдосий,ashenvale,66
4,Lyandria,burning-legion,66
3,Ёжвтрусах,howling-fjord,66
3,Bluehâmmer,twisting-nether,66
4,Беллривер,ashenvale,66
3,Шиноками,ashenvale,66
0,Bopcorn,draenor,66
3,Tnephans,tarren-mill,66
2,Таларус,howling-fjord,66
1,Imaqtcats,sanguino,66
0,Dradestor,colinas-pardas,66
0,Elijahu,eredar,66
2,Fanice,kazzak,66
1,Darkbelow,drakthul,66
4,Эзабелла,howling-fjord,66
3,Sneakiebear,ragnaros,66
0,Ketler,twisting-nether,66
1,Tci,stormreaver,66
2,Эрмитлунг,soulflayer,66
0,Steverogers,burning-legion,66
0,Missago,tarren-mill,66
0,Банчи,razuvious,66
2,Kraver,aggra-português,66
4,Самрет,ashenvale,66
1,Deadlaus,drakthul,66
0,Kecksadin,destromath,66
3,Валлар,ashenvale,66
0,Лафандер,soulflayer,66
4,Эйдирис,ashenvale,66
2,Askhan,chamber-of-aspects,66
