,profile.name,profile.realm.slug,specialization.id
0,Eltharièn,blackrock,66
0,Vînce,kazzak,66
4,Harambedin,kelthuzad,66
4,Imsnazzybro,twisting-nether,66
3,Angeloladin,blackrock,66
0,Loabalboa,malganis,66
2,Arândana,thrall,66
3,Notjcdlz,ysondre,66
2,Uv,blackrock,66
1,Sebpala,kazzak,66
4,Koyjin,kazzak,66
1,Reava,alleria,66
3,Paaryn,blackrock,66
2,Crael,hyjal,66
3,Manodin,blackrock,66
2,Йокипакка,soulflayer,66
2,Spóngebob,twisting-nether,66
0,Wtsfood,stormscale,66
0,Sekentor,blackrock,66
4,Бариарт,soulflayer,66
1,Recksiipala,blackrock,66
3,Iliriel,archimonde,66
2,Sinjastral,archimonde,66
0,Тесей,howling-fjord,66
1,Holyram,blackrock,66
2,Kisassi,sargeras,66
0,Vaccation,kazzak,66
0,Лаунч,howling-fjord,66
4,Hallowed,aggra-português,66
3,Ashtemazen,kazzak,66
2,Bighero,blackrock,66
0,Ayyah,stormscale,66
3,Nlowny,blackrock,66
4,Светодуня,borean-tundra,66
2,Colîa,eredar,66
0,Axodin,blackmoore,66
2,Капсиз,soulflayer,66
2,Thessîa,blackrock,66
2,Claisn,eredar,66
0,Rottensnot,twisting-nether,66
4,Bakuri,eredar,66
2,Negativedmg,kazzak,66
2,Femkidin,kazzak,66
0,Peludinz,zuljin,66
0,Illusionone,blackrock,66
4,Ashgriel,silvermoon,66
0,Klexe,blackrock,66
0,Mk,blackhand,66
2,Tarrona,blackhand,66
3,Vaat,aggra-português,66
3,Holygrizzly,blackmoore,66
4,Ðyleans,ysondre,66
0,Shár,twisting-nether,66
3,Nuremor,blackmoore,66
4,Hordala,blackrock,66
0,Celedith,blackhand,66
3,Bâuki,blackrock,66
3,Grippingcnt,kazzak,66
2,Satmara,stormscale,66
4,Holyrayén,blackrock,66
2,Eliasér,zuljin,66
0,Schrànk,blackrock,66
4,Lílium,tarren-mill,66
0,Panzarjohnny,kazzak,66
4,Carlitøs,grim-batol,66
3,Lynchburg,twisting-nether,66
2,Tuwas,blackrock,66
3,Seikwa,blackrock,66
0,Crossbone,blackrock,66
2,Йосяфлексер,howling-fjord,66
3,Krto,ragnaros,66
3,Gabil,burning-legion,66
2,Anoriann,kazzak,66
2,Fluttershy,blackrock,66
2,Vicker,stormscale,66
4,Schutzinator,eredar,66
3,Lupus,archimonde,66
4,Raddîtz,blackrock,66
2,Honigmoniaf,blackrock,66
3,Психосаша,howling-fjord,66
3,Spit,blackrock,66
0,Kyarrala,tarren-mill,66
0,Skyddsängel,ragnaros,66
3,Cfourlolz,kazzak,66
0,Shaiyá,tarren-mill,66
2,Bultsax,tarren-mill,66
0,Vìzzer,burning-legion,66
4,Ритсуми,soulflayer,66
4,Арахнея,howling-fjord,66
4,Psopa,twisting-nether,66
1,Avizura,blackrock,66
0,Crazywings,blackhand,66
3,Lilsvempala,stormscale,66
4,Labibubble,blackmoore,66
3,Trynias,eredar,66
2,Algrunas,kazzak,66
4,Standmore,draenor,66
1,Kérô,blackrock,66
3,Zôeý,frostwolf,66
3,Nimsy,blackhand,66
3,Synexpala,blackrock,66
4,Vasniia,burning-legion,66
3,Fordriñg,kazzak,66
1,Avíréx,blackrock,66
0,Anietyx,blackrock,66
4,Valkanovic,blackrock,66
0,Yereziah,blackrock,66
0,Anthonel,nemesis,66
4,Maeyra,blackhand,66
3,Zmøk,kazzak,66
0,Achïllès,blackrock,66
1,Ilnakadyr,hyjal,66
0,Beork,frostwolf,66
1,Andymonka,kazzak,66
4,Antimagé,twisting-nether,66
4,Zeronyo,blackrock,66
3,Blaxxtariam,frostwolf,66
4,Холибро,howling-fjord,66
3,Goorgandine,ysondre,66
3,Aitas,tarren-mill,66
3,Zixro,draenor,66
0,Beastlikeme,twisting-nether,66
0,Deftlol,tarren-mill,66
4,Bopcorn,draenor,66
3,Aléxr,kazzak,66
4,Райтволл,howling-fjord,66
3,Vuduuh,zuljin,66
1,Alirezà,kazzak,66
1,Ineedyoudead,twisting-nether,66
0,Элърат,soulflayer,66
4,Jonbeng,tarren-mill,66
3,Nodrak,blackrock,66
3,Tütenwunder,blackrock,66
0,Грэк,soulflayer,66
4,Senta,kazzak,66
0,Zwudel,eredar,66
3,Yonuno,sanguino,66
0,Draccur,argent-dawn,66
1,Retzrik,kazzak,66
3,Solidzan,draenor,66
3,Richon,blackrock,66
4,Kushlove,thrall,66
0,Pâlitan,blackrock,66
1,Qwerdin,draenor,66
1,Paliçh,hyjal,66
3,Tytybringer,hyjal,66
2,Elijahu,eredar,66
2,Holyswooper,draenor,66
3,Kîmbâ,blackrock,66
0,Ajax,nerathor,66
0,Clearlyfish,blackrock,66
0,Takeheals,twisting-nether,66
0,Muhbringer,blackrock,66
0,Knowmexx,blackmoore,66
0,Lookatmefan,blackrock,66
3,Genei,twisting-nether,66
2,Volant,blackrock,66
3,Pocco,blackrock,66
2,Trincera,thrall,66
4,Thebbep,sanguino,66
1,Охеранить,soulflayer,66
4,Estarossà,twisting-nether,66
4,Weer,kazzak,66
4,Strunfy,twisting-nether,66
0,Lurevi,kazzak,66
3,Aranthor,twisting-nether,66
0,Lìchtengel,blackrock,66
4,Valkýrie,blackrock,66
2,Happyalgof,blackrock,66
4,Naura,hyjal,66
3,Merith,blackrock,66
3,Розовыйщит,howling-fjord,66
2,Diamondteàr,kazzak,66
4,Lawrs,draenor,66
2,Gammeldin,chamber-of-aspects,66
1,Kènpachî,blackrock,66
4,Draëntor,hyjal,66
1,Jinxun,twisting-nether,66
1,Schobine,blackrock,66
2,Deuspala,tarren-mill,66
0,Mystøory,kazzak,66
0,Tankmatty,kazzak,66
2,Zorato,twisting-nether,66
0,Tnephans,tarren-mill,66
2,Yajidin,draenor,66
0,Scruzzle,blackrock,66
0,Happy,blackrock,66
4,Noxplode,thrall,66
0,Neb,shattered-hand,66
