,profile.name,profile.realm.slug,specialization.id
1,Delgato,kazzak,66
2,Notjcdlz,ysondre,66
3,Koyjin,kazzak,66
3,Элърат,soulflayer,66
1,Egimel,sanguino,66
4,Бариарт,soulflayer,66
0,Goorgandine,ysondre,66
3,Охеранить,soulflayer,66
2,Thaelarion,ragnaros,66
0,Immuhn,thrall,66
1,Redonkeylus,tarren-mill,66
3,Peludinz,zuljin,66
0,Plastifieuse,hyjal,66
3,Reava,alleria,66
1,Crael,hyjal,66
3,Negativedmg,kazzak,66
2,Tanaïa,ysondre,66
0,Päm,twisting-nether,66
1,Dárkness,drakthul,66
1,Larxx,zenedar,66
0,Buurstpal,ysondre,66
1,Ephalistos,sargeras,66
3,Schutzinator,eredar,66
2,Dradestor,colinas-pardas,66
1,Maroune,ysondre,66
4,Kazbops,tarren-mill,66
4,Unluckyx,kazzak,66
4,Proposition,hyjal,66
4,Jordandéchti,ysondre,66
0,Divinedrolja,kazzak,66
1,Sitram,hyjal,66
3,Meuhmmpasmal,ysondre,66
3,Cerinn,ysondre,66
3,Opils,ysondre,66
0,Naarrã,ysondre,66
0,ßlackßull,hyjal,66
0,Ayyah,stormscale,66
1,Méliria,ysondre,66
4,Rhunøz,twisting-nether,66
3,Knowmexx,blackmoore,66
2,Sebpala,kazzak,66
3,Belneal,kazzak,66
3,Ðyleans,ysondre,66
0,Ilnakadyr,hyjal,66
3,Butzzbenzer,nozdormu,66
0,Jejouepal,archimonde,66
2,Andymonka,kazzak,66
3,Тллаллок,howling-fjord,66
0,Grêg,draenor,66
1,Divinehorn,quelthalas,66
0,Райтволл,howling-fjord,66
4,Nimsy,blackhand,66
1,Naura,hyjal,66
3,Bopcorn,draenor,66
2,Noén,kazzak,66
3,Anomindara,bladefist,66
1,Adûriel,sanguino,66
2,Ðarkz,twisting-nether,66
0,Брайнлесся,soulflayer,66
2,Аисандра,soulflayer,66
0,Rîkkü,ysondre,66
3,Zaryn,uldaman,66
1,Spirine,ysondre,66
3,Gibari,eredar,66
2,Weer,kazzak,66
2,Babanji,kazzak,66
1,Keicy,draenor,66
1,Awesomedin,draenor,66
1,Caersei,blackrock,66
4,Ötztwo,ysondre,66
3,Molteis,ysondre,66
2,Holyhatina,twisting-nether,66
4,Irônbreaker,frostwolf,66
4,Nenia,ysondre,66
1,Misstag,twisting-nether,66
2,Dhemizee,tarren-mill,66
4,Thebbep,sanguino,66
3,Vaccation,kazzak,66
4,Shár,twisting-nether,66
4,Grendizer,ragnaros,66
1,Lmaowtf,kazzak,66
0,Ipséité,archimonde,66
3,Парломис,howling-fjord,66
0,Varresa,kazzak,66
0,Alhana,twisting-nether,66
1,Oeilpourdent,ysondre,66
1,Kérô,blackrock,66
3,Synexpala,blackrock,66
0,Happydin,kazzak,66
1,Anietyx,blackrock,66
0,Harambedin,kelthuzad,66
4,Anthonel,nemesis,66
2,Dentsuqt,blackmoore,66
1,Bultsax,tarren-mill,66
1,Saruseq,burning-legion,66
4,Khoria,twisting-nether,66
0,Antimagé,twisting-nether,66
0,Holydarkness,kazzak,66
3,Ferethor,darksorrow,66
1,Mk,blackhand,66
0,Honigmoniaf,blackrock,66
4,Holygrizzly,blackmoore,66
3,Palamañ,twisting-nether,66
1,Kisassi,sargeras,66
1,Гробовщица,soulflayer,66
1,Cardíak,eredar,66
2,Tytybringer,hyjal,66
1,Nlowny,blackrock,66
1,Icra,eredar,66
2,Нарамакиэль,howling-fjord,66
3,Jeejeeman,stormreaver,66
3,Vynrael,kazzak,66
3,Wyleria,burning-blade,66
0,Stevealta,nethersturm,66
1,Retrul,kazzak,66
4,Clearlyfish,blackrock,66
4,Mégegymogyí,ragnaros,66
0,Paaryn,blackrock,66
0,Lupus,archimonde,66
1,Palidinøs,ysondre,66
0,Imsnazzybro,twisting-nether,66
2,Eliasér,zuljin,66
2,Ритсуми,soulflayer,66
2,Kynval,nemesis,66
0,Palaofchaos,kazzak,66
2,Genei,twisting-nether,66
4,Hornypâl,draenor,66
0,Ahilé,twisting-nether,66
2,Møømøø,archimonde,66
2,Lilsvempala,stormscale,66
0,Mùtan,archimonde,66
2,Shirahøshi,hyjal,66
1,Bøubaa,eldrethalas,66
2,Морфеу,gordunni,66
1,Beautémaru,archimonde,66
2,Papershield,tarren-mill,66
0,Swhooper,ragnaros,66
0,Artstone,ravencrest,66
3,Epicskillz,conseil-des-ombres,66
4,Shaiyá,tarren-mill,66
0,Recksiipala,blackrock,66
1,Axodin,blackmoore,66
3,Paliçh,hyjal,66
3,Fexe,ragnaros,66
