profile.id,profile.name,profile.realm.slug,specialization.id,faction.type
107578790,Sindrome,anachronos,66,ALLIANCE
112479556,Paladinity,ravencrest,66,ALLIANCE
182364865,Сарфон,blackscar,66,ALLIANCE
153748785,Lòken,antonidas,66,ALLIANCE
148589653,Lénah,senjin,66,ALLIANCE
176644890,Артемониус,gordunni,66,ALLIANCE
183013498,Гидгуд,gordunni,66,ALLIANCE
153681494,Helaku,kirin-tor,66,HORDE
195622369,Líghtfòrged,silvermoon,66,ALLIANCE
136643238,Atilaelhuno,dun-modr,66,ALLIANCE
108200144,Palpàdin,antonidas,66,ALLIANCE
133138639,Eredana,senjin,66,ALLIANCE
64554688,Leyhla,area-52,66,ALLIANCE
123595740,Cryxia,drakthul,66,HORDE
149210857,Angèlìcà,nemesis,66,HORDE
163096809,Ishanahla,senjin,66,HORDE
161455752,Jinn,area-52,66,HORDE
196094155,Глизори,gordunni,66,ALLIANCE
160835993,Kiith,silvermoon,66,ALLIANCE
64574861,Frozenhammer,area-52,66,ALLIANCE
164037817,Ðudu,sanguino,66,HORDE
158010746,Mérliin,blackrock,66,HORDE
170039370,Akilim,eldrethalas,66,ALLIANCE
184951344,Bellatje,silvermoon,66,ALLIANCE
64549919,Grubi,area-52,66,ALLIANCE
156071451,Kirtana,senjin,66,HORDE
64200599,Flidge,area-52,66,ALLIANCE
116078404,Stroemberg,ravencrest,66,ALLIANCE
158145064,Jarraniyuh,silvermoon,66,ALLIANCE
65816846,Ñorm,nerzhul,66,HORDE
162747665,Thalanôs,kargath,66,ALLIANCE
166140423,Superpoeten,xavius,66,HORDE
157409587,Taeriah,antonidas,66,ALLIANCE
128952745,Sehaliah,senjin,66,ALLIANCE
64175763,Gillord,area-52,66,ALLIANCE
160971560,Vârlak,area-52,66,HORDE
75323405,Eurytion,senjin,66,ALLIANCE
162298365,Ginzi,norgannon,66,HORDE
162026936,Althalus,ungoro,66,HORDE
156107829,Oscår,kazzak,66,HORDE
81738937,Babofrau,arthas,66,ALLIANCE
161274232,Ryzen,ungoro,66,HORDE
102329147,Hyrodes,area-52,66,HORDE
114987462,Balradok,antonidas,66,ALLIANCE
98788169,Thalaric,blackhand,66,HORDE
143450883,Alphane,twisting-nether,66,HORDE
75186402,Pitalis,senjin,66,HORDE
106427044,Läydana,suramar,66,ALLIANCE
116106440,Whitelighter,ravencrest,66,ALLIANCE
158552043,Aarilax,aggramar,66,HORDE
108863256,Loritza,senjin,66,HORDE
194468016,Killetan,silvermoon,66,ALLIANCE
154553751,Kundalini,antonidas,66,ALLIANCE
124155089,Vanan,ungoro,66,HORDE
174609405,Silveraxe,terokkar,66,ALLIANCE
153698805,Lightboï,ravencrest,66,ALLIANCE
