,profile.name,profile.realm.slug,specialization.id
3,Look,throkferoth,66
3,Palourix,kirin-tor,66
0,Karmacharger,silvermoon,66
2,Rooneÿ,dun-modr,66
1,Keyrran,drekthar,66
4,Naville,arakarahm,66
3,Zeyme,blackrock,66
1,Plipoudou,throkferoth,66
1,Тирионша,howling-fjord,66
4,Legendharry,frostwolf,66
3,Azekia,arakarahm,66
3,Холибро,howling-fjord,66
1,Vehlyr,kaelthas,66
2,Dritnz,silvermoon,66
3,Быкану,howling-fjord,66
2,Nexâla,blackhand,66
2,Nlamlx,throkferoth,66
2,Heriøn,kaelthas,66
3,Florius,arakarahm,66
2,Heælx,hyjal,66
1,Asterawyn,kaelthas,66
3,Åtropos,eredar,66
0,Goatý,draenor,66
2,Hieronimo,hyjal,66
0,Allika,ysondre,66
3,Candyykush,ysondre,66
1,Semprii,drakthul,66
3,Sarthigas,dalaran,66
4,Éosphoros,archimonde,66
1,Rákscha,eredar,66
1,Gooxy,sylvanas,66
0,Рахэль,howling-fjord,66
3,Трипаладина,howling-fjord,66
2,Kyha,sanguino,66
0,Nâsryüs,hyjal,66
4,Asor,sanguino,66
0,Hatam,silvermoon,66
1,Jabufive,kaelthas,66
0,Herky,hyjal,66
2,Mindë,hyjal,66
2,Tuttankhamon,tarren-mill,66
3,Judgemegood,thrall,66
0,Staviik,silvermoon,66
2,Beautémaru,archimonde,66
2,Бихэпи,soulflayer,66
1,Ascèse,culte-de-la-rive-noire,66
3,Starline,hyjal,66
3,Athal,twisting-nether,66
3,Grancigula,kazzak,66
2,Финиту,gordunni,66
0,Pumba,kirin-tor,66
4,Muhhelmchen,eredar,66
3,Sulforge,twisting-nether,66
2,Solena,stormreaver,66
0,Noraliä,kaelthas,66
0,Kyrner,rashgarroth,66
0,Lørkyem,ysondre,66
4,Warne,kaelthas,66
1,Ooby,silvermoon,66
0,Zäneri,silvermoon,66
4,Nerounia,tarren-mill,66
0,Mâzekêên,antonidas,66
0,Nakunekouy,kaelthas,66
0,Duranin,ysondre,66
2,Ghildarts,kaelthas,66
0,Tontes,jaedenar,66
2,Péngu,burning-legion,66
4,Sophiä,kirin-tor,66
2,Milkadiin,tarren-mill,66
2,Шинатцу,soulflayer,66
3,Мх,gordunni,66
2,Lukipala,blackmoore,66
2,Bladewing,kaelthas,66
0,Pâle,kirin-tor,66
2,Härukä,throkferoth,66
4,Papyjm,kaelthas,66
4,Heeglon,burning-legion,66
2,Dheassa,burning-legion,66
2,Swolusdickus,blackhand,66
0,Xzavier,sylvanas,66
3,Weinbaron,malfurion,66
3,Myystl,hyjal,66
0,Xhevi,blackmoore,66
4,Blooddrünk,kaelthas,66
1,Mílanó,garona,66
1,Pâlâdini,blackmoore,66
4,Лещ,howling-fjord,66
4,Арианте,gordunni,66
4,Grimripper,alleria,66
1,Mylesïa,archimonde,66
1,Bwishop,throkferoth,66
0,Ðyleans,ysondre,66
0,Iliriel,archimonde,66
4,Тнчк,gordunni,66
2,Targaryèn,silvermoon,66
2,Headhuntêr,kazzak,66
4,Goldberryz,ravencrest,66
2,Highforged,twisting-nether,66
0,Kraver,aggra-português,66
1,Вайнрих,galakrond,66
4,Kepster,balnazzar,66
3,Gotche,archimonde,66
2,Zeniøs,kaelthas,66
0,Skilazz,doomhammer,66
3,Cemgiskan,illidan,66
2,Aurile,ysondre,66
3,Sîmarik,draenor,66
2,Bakmachine,ragnaros,66
2,Luçÿ,kazzak,66
2,Ariyan,tarren-mill,66
0,Scaradin,blackmoore,66
4,Palaharu,twisting-nether,66
1,Racduck,dunemaul,66
2,Mùtan,archimonde,66
0,Оверппал,howling-fjord,66
4,Dràkey,hyjal,66
1,Окликс,gordunni,66
4,Аркедрас,howling-fjord,66
2,Kroden,dun-modr,66
3,Allmine,tarren-mill,66
3,Тащисюдаеё,soulflayer,66
3,Faarodiin,alonsus,66
4,Reportéeig,kaelthas,66
1,Vaalthier,zuljin,66
1,Arnne,silvermoon,66
3,Vindiknight,ravencrest,66
3,Fløy,draenor,66
2,Goldlight,hyjal,66
2,Kohanayim,twilights-hammer,66
1,Spøt,uldaman,66
3,Éh,la-croisade-écarlate,66
4,Djenki,dalaran,66
4,Shpongle,ravencrest,66
0,Крэндли,blackscar,66
1,Kaellal,hyjal,66
0,Нэнимэ,soulflayer,66
4,Calada,kaelthas,66
0,Хелзеферс,gordunni,66
2,Slicka,throkferoth,66
0,Banzaïcøchøn,kaelthas,66
2,Deathnotee,kazzak,66
0,Solarîa,archimonde,66
1,Ule,archimonde,66
1,Plòppy,twisting-nether,66
1,Érias,dalaran,66
2,Gondår,sargeras,66
4,Phyxius,aggra-português,66
2,Undefeated,quelthalas,66
4,Bønabz,conseil-des-ombres,66
0,Ketha,zuljin,66
0,Ярослава,borean-tundra,66
2,Dràgoneyes,tarren-mill,66
2,Aleriy,amanthul,66
0,Diomedis,antonidas,66
0,Trance,area-52,66
0,Darklin,ravencrest,66
3,Pariss,ragnaros,66
2,Вэйлэнд,gordunni,66
1,Sherry,ravencrest,66
