,profile.name,profile.realm.slug,specialization.id
3,Golakhtashan,draenor,66
4,Anabaladin,ragnaros,66
0,Harad,nordrassil,66
1,Xbeltway,dun-modr,66
2,Tepî,blackmoore,66
2,Jackywise,sylvanas,66
3,Tyr,bronze-dragonflight,66
2,Miracle,bronze-dragonflight,66
4,Thoradir,twisting-nether,66
2,Paladili,ragnaros,66
2,Laurelin,nordrassil,66
1,Ekodas,nordrassil,66
0,Lowod,aegwynn,66
2,Menacejam,silvermoon,66
4,Nakkimon,bronze-dragonflight,66
1,Pikapala,kazzak,66
4,Monstermixen,bronze-dragonflight,66
4,Zäneri,silvermoon,66
0,Dwellinger,nagrand,66
2,Katsika,frostmane,66
3,Mattius,nagrand,66
1,Foq,kazzak,66
1,Nephelium,chamber-of-aspects,66
0,Ameerkat,twisting-nether,66
1,Seiya,nordrassil,66
4,Мэдтофик,razuvious,66
0,Мх,gordunni,66
1,Vaastra,bronze-dragonflight,66
2,Rfiku,bronze-dragonflight,66
2,Zeonaq,sylvanas,66
4,Firetyve,aszune,66
3,Sugarmint,bronze-dragonflight,66
1,Вершитель,gordunni,66
1,Hellgga,sylvanas,66
0,Shifticus,nordrassil,66
4,Hamane,bronze-dragonflight,66
4,Ританнэ,soulflayer,66
4,Lindarielle,nordrassil,66
4,Peakey,bronze-dragonflight,66
4,Pérfection,aegwynn,66
4,Sunshinebaby,draenor,66
1,Zhadgar,stormscale,66
0,Wup,shadowsong,66
2,Glorian,ravencrest,66
4,Naelius,tyrande,66
4,Анфет,gordunni,66
1,Vader,bronze-dragonflight,66
3,Bluwberry,archimonde,66
0,Deadfiddler,bronze-dragonflight,66
2,Speedfreaki,kazzak,66
4,Дирекшен,gordunni,66
4,Kyle,nordrassil,66
4,Fajc,silvermoon,66
2,Art,gilneas,66
4,Messer,bronze-dragonflight,66
4,Shenkasap,silvermoon,66
4,Snúffe,nordrassil,66
2,Vítorhugo,exodar,66
2,Haxxsor,outland,66
3,Appoa,chamber-of-aspects,66
1,Fullbring,nordrassil,66
4,Horned,nordrassil,66
2,Wingaurdian,alonsus,66
3,Panthro,nordrassil,66
4,Transendance,nordrassil,66
0,Leoadin,bronze-dragonflight,66
0,Pazhiloypal,silvermoon,66
4,Krabaroth,ravencrest,66
4,Gloreth,twisting-nether,66
4,Yanatrell,bronze-dragonflight,66
1,Leprosaurus,the-shatar,66
1,Guldab,sylvanas,66
4,Br,nordrassil,66
2,Zachster,bronze-dragonflight,66
0,Dvx,archimonde,66
0,Cutza,sylvanas,66
0,Sicklikefrey,tarren-mill,66
3,Kentril,sylvanas,66
1,Hearthguard,alonsus,66
0,Emberhand,bronze-dragonflight,66
1,Xedoxer,ravencrest,66
4,Trasher,nordrassil,66
3,Dampforgel,thrall,66
4,Cptgermania,amanthul,66
1,Bõõza,ravencrest,66
3,Обломись,goldrinn,66
0,Squader,nordrassil,66
3,Paladiem,the-shatar,66
4,Nephopala,kazzak,66
4,Urbosa,die-aldor,66
2,Zinovia,die-ewige-wacht,66
3,Angrygrandpa,nordrassil,66
2,Pappasmúrf,stormrage,66
4,Infishi,bronze-dragonflight,66
3,Haschwald,blackhand,66
2,Theía,darkmoon-faire,66
0,Gernof,bronze-dragonflight,66
0,Djagytumor,ragnaros,66
0,Cokrah,ragnaros,66
2,Evelynna,bronzebeard,66
4,Doirin,bronze-dragonflight,66
3,Артемин,gordunni,66
0,Кейф,gordunni,66
3,Lazaruss,nordrassil,66
0,Aerinai,durotan,66
4,Мортификатор,galakrond,66
4,Undieable,silvermoon,66
3,Gintonic,nordrassil,66
0,Larvez,bronze-dragonflight,66
2,Gorgandzola,draenor,66
2,Melornfoldra,argent-dawn,66
0,Psydoorf,burning-legion,66
2,Flimjim,azjolnerub,66
0,Lilsvempala,stormscale,66
4,Lìghtness,twisting-nether,66
3,Naville,arakarahm,66
0,Look,throkferoth,66
2,Prosaice,kazzak,66
1,Lonesoul,tarren-mill,66
0,Uhli,aegwynn,66
1,Illuminera,defias-brotherhood,66
3,Гнс,howling-fjord,66
0,Shpongle,ravencrest,66
2,Ехарс,gordunni,66
4,Rumblebumble,blackhand,66
1,Skinerop,burning-legion,66
3,Xantaleé,blackmoore,66
4,Дробитель,howling-fjord,66
2,Trance,area-52,66
2,Lîquitwalker,antonidas,66
3,Shockduty,draenor,66
0,Meshawa,stormreaver,66
1,Icarius,kirin-tor,66
4,Morphaz,runetotem,66
1,Azshandris,sylvanas,66
4,Звездница,deathweaver,66
2,Ванович,gordunni,66
0,Кайдрен,soulflayer,66
0,Фрисп,howling-fjord,66
1,Lonothar,tyrande,66
3,Трэнсквил,ashenvale,66
1,Protkay,nordrassil,66
1,Baladine,sinstralis,66
3,Vendiir,nordrassil,66
1,Holysplif,tarren-mill,66
4,Ellomate,the-maelstrom,66
4,Wtholy,alonsus,66
0,Хаззар,deathguard,66
3,Arvit,silvermoon,66
2,Stonebeard,ahnqiraj,66
0,Giantpally,bronzebeard,66
1,Nalkariel,nordrassil,66
0,Muhrus,ravencrest,66
1,Matrixmen,les-sentinelles,66
0,Anséis,nordrassil,66
0,Lizz,drakthul,66
3,Reactor,thrall,66
4,Зимф,gordunni,66
2,Rhisky,zuljin,66
2,Atmozfear,dun-modr,66
3,Fredwood,dun-morogh,66
2,Crazysound,stormscale,66
4,Ârianna,draenor,66
1,Kelves,grim-batol,66
4,Marodin,bloodhoof,66
