,profile.name,profile.realm.slug,specialization.id
0,Røllstuhl,blackmoore,66
1,Nôhêal,blackmoore,66
1,Keleda,malygos,66
2,Tankilicous,antonidas,66
2,Sorbi,die-aldor,66
1,Kurczaka,azshara,66
4,Демопал,fordragon,66
3,Lennáx,aegwynn,66
2,Ythalaine,die-aldor,66
1,Samtya,blackmoore,66
3,Eduardo,azshara,66
3,Shyliin,silvermoon,66
2,Endeavor,die-aldor,66
0,Tøtørpal,drekthar,66
4,Helliél,pozzo-delleternità,66
4,Aiszen,die-aldor,66
2,Tiberiath,die-aldor,66
4,Làzarùs,thrall,66
3,Иллитайн,gordunni,66
0,Broem,die-aldor,66
4,Schmafzen,die-aldor,66
4,Радостьмоя,gordunni,66
2,Kazmane,dalaran,66
0,Hollywoods,silvermoon,66
1,Corba,argent-dawn,66
4,Celiar,die-aldor,66
0,Syriel,nazjatar,66
3,Pazindör,burning-legion,66
4,Äncel,dalaran,66
2,Bøurinatør,hyjal,66
1,Alienar,blackhand,66
2,Grimaldi,tarren-mill,66
2,Elyana,nozdormu,66
1,Calyn,die-aldor,66
1,Seiya,nordrassil,66
0,Summerlovexx,blackmoore,66
2,Эйналкум,soulflayer,66
0,Thesandro,die-aldor,66
3,Ihrim,dun-modr,66
2,Crouzoline,blackhand,66
1,Куплюгараж,azuregos,66
1,Leylandra,die-aldor,66
3,Temeraire,die-aldor,66
3,Berago,die-aldor,66
3,Manuela,die-aldor,66
1,Culkin,antonidas,66
1,Donvoltage,eredar,66
0,Yelruna,die-aldor,66
3,Mercilessa,thunderhorn,66
3,Cawcauk,drakthul,66
1,Serokras,blackmoore,66
1,Cuddlebubble,ravencrest,66
4,Greycloak,kult-der-verdammten,66
1,Híghlìght,aegwynn,66
0,Ultimara,antonidas,66
3,Ukki,die-aldor,66
2,Testomat,dun-morogh,66
0,Kîrina,blackrock,66
2,Morgenbann,die-aldor,66
2,Bügelschloss,blackmoore,66
0,Copyright,minahonda,66
1,Syrina,onyxia,66
0,Rèbourne,stormscale,66
4,Dardan,die-aldor,66
2,Pilper,twisting-nether,66
4,Jigsaaw,amanthul,66
1,Madaya,die-aldor,66
2,Felaana,die-aldor,66
4,Moncsí,die-arguswacht,66
3,Babaar,doomhammer,66
2,Megatroon,drakthul,66
3,Kitynka,drakthul,66
3,Xathesh,thrall,66
3,Maintanck,eredar,66
4,Dreymo,die-aldor,66
2,Yöda,die-aldor,66
1,Bubbleman,skullcrusher,66
0,Isyniel,hyjal,66
