,profile.name,profile.realm.slug,specialization.id
1,Альфапалыч,soulflayer,66
1,Bopcorn,draenor,66
2,Тейдени,howling-fjord,66
3,Арахнея,howling-fjord,66
0,Bolderbast,tarren-mill,66
2,Аббэндис,soulflayer,66
1,Тесей,howling-fjord,66
3,Лёхабычара,howling-fjord,66
4,Йосяфлексер,howling-fjord,66
0,Астароит,howling-fjord,66
2,Alexzane,tarren-mill,66
4,Гробовщица,soulflayer,66
3,Agoora,kazzak,66
0,Notjcdlz,ysondre,66
3,Спли,ashenvale,66
2,Простоигра,soulflayer,66
0,Лаунч,howling-fjord,66
2,Gabil,burning-legion,66
0,Райтволл,howling-fjord,66
3,Психосаша,howling-fjord,66
3,Labibubble,blackmoore,66
1,Элърат,soulflayer,66
0,Icantenk,stormscale,66
3,Zacefron,hyjal,66
4,Хелоубич,howling-fjord,66
3,Aitas,tarren-mill,66
1,Ксеноо,howling-fjord,66
2,Femkidin,kazzak,66
1,Peludinz,zuljin,66
3,Qwerdin,draenor,66
0,Brianno,kazzak,66
1,Галантиз,howling-fjord,66
3,Reava,alleria,66
2,Ilnakadyr,hyjal,66
1,Crazywings,blackhand,66
3,Простоогонь,howling-fjord,66
1,Arândana,thrall,66
3,Deftlol,tarren-mill,66
4,Badbare,draenor,66
2,Imsnazzybro,twisting-nether,66
2,Pyörätuoli,stormscale,66
2,Версалита,howling-fjord,66
3,Тллаллок,howling-fjord,66
2,Antimagé,twisting-nether,66
1,Tytybringer,hyjal,66
0,Holyrayén,blackrock,66
4,Tindertank,twisting-nether,66
1,Vaccation,kazzak,66
2,Парломис,howling-fjord,66
4,Palrahz,archimonde,66
2,Нэльва,howling-fjord,66
2,Ðarkz,twisting-nether,66
2,Капитанбрукс,howling-fjord,66
4,Таларус,howling-fjord,66
2,Экзекуторс,howling-fjord,66
0,Kidapala,draenor,66
4,Элитныи,gordunni,66
3,Шарек,howling-fjord,66
3,Тарлиф,soulflayer,66
1,Sebpala,kazzak,66
4,Beautémaru,archimonde,66
4,Kontra,burning-legion,66
0,Смартпаладин,howling-fjord,66
4,Лайцен,howling-fjord,66
0,Nd,kazzak,66
3,Valenty,nemesis,66
2,Алнесса,howling-fjord,66
2,Delgato,kazzak,66
4,Liâdrin,drakthul,66
1,Celedith,blackhand,66
4,Bubblebetty,blackhand,66
0,Nimsy,blackhand,66
3,Хитя,howling-fjord,66
2,Genei,twisting-nether,66
4,Weer,kazzak,66
2,Galdil,burning-legion,66
0,Квалиа,howling-fjord,66
0,Grippingcnt,kazzak,66
2,Koyjin,kazzak,66
2,Butzzbenzer,nozdormu,66
3,Psopa,twisting-nether,66
4,Lighteroz,bloodfeather,66
0,Panzarjohnny,kazzak,66
4,Аббигайль,howling-fjord,66
0,Капсиз,soulflayer,66
1,Пэйнакацки,howling-fjord,66
0,Grendizer,ragnaros,66
4,Elijahu,eredar,66
0,Ритсуми,soulflayer,66
3,Clarimónd,twisting-nether,66
2,Lilsvempala,stormscale,66
4,Ruurd,twisting-nether,66
4,Охеранить,soulflayer,66
1,Dentsuqt,blackmoore,66
3,Dárkness,drakthul,66
3,Rpk,blackmoore,66
3,Fordriñg,kazzak,66
1,Цикорий,howling-fjord,66
4,Валестрад,howling-fjord,66
2,Nefanus,twisting-nether,66
3,Стейнульв,howling-fjord,66
2,Kobayashipls,twisting-nether,66
2,Èlf,twisting-nether,66
0,Yereziah,blackrock,66
1,Shár,twisting-nether,66
2,Jeejeeman,stormreaver,66
0,Holygrizzly,blackmoore,66
0,Satmara,stormscale,66
0,Propalli,draenor,66
1,Crael,hyjal,66
2,Эрубис,howling-fjord,66
1,Eliasér,zuljin,66
1,Glôr,nemesis,66
0,Hâmeddark,kazzak,66
2,Blaxxtariam,frostwolf,66
1,Холибро,howling-fjord,66
4,Патисоныч,soulflayer,66
2,Ineedyoudead,twisting-nether,66
2,Palaofchaos,kazzak,66
4,Póhma,draenor,66
2,Нарамакиэль,howling-fjord,66
3,Rëlëdzs,ragnaros,66
2,Retzrik,kazzak,66
2,Аисандра,soulflayer,66
4,Розовыйщит,howling-fjord,66
4,Anichebe,drakthul,66
0,Гримнджоу,howling-fjord,66
2,Vìrah,sanguino,66
2,Грэк,soulflayer,66
0,Vînce,kazzak,66
3,Aléxr,kazzak,66
3,Schrànk,blackrock,66
4,Kerzer,kazzak,66
3,Мейтен,howling-fjord,66
3,Angeloladin,blackrock,66
3,Senta,kazzak,66
4,Vispard,kazzak,66
1,Эзабелла,howling-fjord,66
1,Логинчик,soulflayer,66
4,Tuwas,blackrock,66
2,Kixzo,ragnaros,66
0,Злойлёха,howling-fjord,66
0,Джё,howling-fjord,66
3,Vaat,aggra-português,66
3,Ötztwo,ysondre,66
1,Tìfa,nemesis,66
3,Thaelarion,ragnaros,66
4,Bubblès,stormreaver,66
4,Быкану,howling-fjord,66
0,Лироу,howling-fjord,66
3,Ланики,howling-fjord,66
0,Xeladin,garrosh,66
2,Seerhona,kazzak,66
0,Ligh,thrall,66
2,Бариарт,soulflayer,66
0,Knowmexx,blackmoore,66
3,Avenger,archimonde,66
2,Lurevi,kazzak,66
0,Iliriel,archimonde,66
0,Recksiipala,blackrock,66
3,Ayyah,stormscale,66
2,Ashtemazen,kazzak,66
1,Kaluham,kazzak,66
3,Holydarkness,kazzak,66
1,Fexe,ragnaros,66
3,Päm,twisting-nether,66
4,Lawrs,draenor,66
1,Strunfy,twisting-nether,66
2,Уогоо,howling-fjord,66
2,Ævil,sanguino,66
2,Выклучатель,soulflayer,66
3,Jonbeng,tarren-mill,66
4,Денния,soulflayer,66
2,Naura,hyjal,66
1,Crionen,magtheridon,66
0,Энти,soulflayer,66
2,Демопал,fordragon,66
3,Beefywings,kazzak,66
4,Eltharièn,blackrock,66
2,Bighero,blackrock,66
0,Holyram,blackrock,66
1,Draëntor,hyjal,66
3,Fanice,kazzak,66
3,Nuremor,blackmoore,66
4,Angorroko,burning-legion,66
2,Spóngebob,twisting-nether,66
0,Эксейлх,howling-fjord,66
2,Azenger,twisting-nether,66
4,Фариб,soulflayer,66
3,Паломтанк,howling-fjord,66
4,Turdlee,burning-legion,66
2,Neekillp,grim-batol,66
