,profile.name,profile.realm.slug,specialization.id
3,Nyùkä,conseil-des-ombres,66
2,Butzzbenzer,nozdormu,66
3,Sephecs,nozdormu,66
4,Динадин,gordunni,66
0,Erotikuss,aegwynn,66
2,Amaleika,nozdormu,66
4,Deviouslight,drakthul,66
1,Hegeshine,argent-dawn,66
0,Schnauzli,perenolde,66
0,Xeladin,garrosh,66
0,Elijahu,eredar,66
0,Lyte,nozdormu,66
4,Hothanatos,nozdormu,66
0,Amicitia,antonidas,66
3,Amunrey,nozdormu,66
0,Хитя,howling-fjord,66
2,Anorwen,pozzo-delleternità,66
2,Muuhlan,perenolde,66
0,Lustucrü,archimonde,66
2,Neohit,twisting-nether,66
4,Гростер,gordunni,66
0,Holycabby,teldrassil,66
0,Nakui,aegwynn,66
2,Krøamar,twisting-nether,66
2,Buidsear,blackmoore,66
0,Milàny,ysondre,66
0,Dalinn,teldrassil,66
4,Bretony,twisting-nether,66
3,Mestrong,aegwynn,66
1,Eycha,garrosh,66
4,Eriot,frostmane,66
3,Sîrlapperich,antonidas,66
1,Axuz,perenolde,66
2,Zozio,dun-modr,66
4,ßigleßelge,archimonde,66
3,Palast,nemesis,66
0,Qhaah,sylvanas,66
0,Холиджастис,gordunni,66
1,Twinibo,shattrath,66
4,Ràyzèr,antonidas,66
3,Ayven,dalaran,66
1,Orsola,garrosh,66
0,Jimioo,argent-dawn,66
1,Tepi,nozdormu,66
4,Kiith,silvermoon,66
0,Hólyshet,tarren-mill,66
3,Schayla,garrosh,66
3,Silverdawn,runetotem,66
2,Andýson,antonidas,66
4,Ибха,gordunni,66
1,Alia,quelthalas,66
4,Toplul,ravencrest,66
2,Arkanes,perenolde,66
0,Зоенька,soulflayer,66
1,Netrana,perenolde,66
2,Dermatoss,blackrock,66
2,Langeezy,ravencrest,66
1,Cyruz,eonar,66
4,Vraccâs,silvermoon,66
1,Stonehead,shattrath,66
1,Mazzaia,silvermoon,66
4,Elyana,nozdormu,66
4,Lízarí,antonidas,66
2,Dorem,shattrath,66
0,Sîlîan,blackmoore,66
0,Heliof,silvermoon,66
0,Tanduwin,antonidas,66
4,Echnatón,teldrassil,66
4,Тэсон,howling-fjord,66
3,Sannylight,malfurion,66
4,Protlakson,drakthul,66
0,Altora,shattrath,66
2,Tschibureki,shattrath,66
3,Multík,burning-legion,66
4,Dalline,kelthuzad,66
3,Аргоныч,gordunni,66
0,Culsec,confrérie-du-thorium,66
4,Shanis,doomhammer,66
1,Thejóy,tarren-mill,66
0,Fíesel,teldrassil,66
2,Albe,aggramar,66
4,Wingless,garrosh,66
4,Ethós,garrosh,66
3,Malaketh,blackmoore,66
2,Holyblood,aegwynn,66
2,Twentytwooò,thrall,66
0,Thôrîn,garrosh,66
3,Marekings,silvermoon,66
0,Акрион,greymane,66
0,Auralis,garrosh,66
1,Zao,grim-batol,66
3,Brunnhildex,garrosh,66
1,Boga,malganis,66
2,Dedovahkiin,outland,66
4,Neminè,kazzak,66
4,Greycloak,kult-der-verdammten,66
1,Karnélia,dalaran,66
0,Janná,blackmoore,66
1,Pertis,garrosh,66
1,Spirine,ysondre,66
2,Гробовщица,soulflayer,66
2,Tortòurer,blackrock,66
3,Саффирин,gordunni,66
0,Lowlord,silvermoon,66
1,Intekam,blackmoore,66
3,Злойлёха,howling-fjord,66
0,Valorr,hyjal,66
0,Gordux,thrall,66
3,Tci,stormreaver,66
4,Lightmasterr,kazzak,66
2,Dayls,uldaman,66
4,Ronaldinho,garrosh,66
0,Ultravíolett,kargath,66
3,Sìegfrìed,echsenkessel,66
2,Pestiferos,ysondre,66
4,Nespite,kargath,66
0,Антикус,soulflayer,66
2,Jiéll,draenor,66
2,Killskullbro,ravencrest,66
1,Zeê,blackrock,66
2,Vexy,stormrage,66
2,Onixpected,draenor,66
1,Pavema,neptulon,66
1,Артипал,azuregos,66
1,Sleyna,blackrock,66
0,Reshela,tarren-mill,66
1,Элькар,howling-fjord,66
1,Chintari,shattrath,66
4,Dalyera,shattrath,66
4,Antidøt,dalaran,66
1,Ziimu,blackrock,66
2,Kedalikor,antonidas,66
2,Blenklys,aggramar,66
3,Shearduck,silvermoon,66
4,Ддоменщик,gordunni,66
2,Rissta,draenor,66
3,Vazkul,tarren-mill,66
2,Profi,lordaeron,66
3,Illumînus,silvermoon,66
2,Muhrak,malfurion,66
2,Oralies,ravencrest,66
4,Naelius,tyrande,66
4,Grumbald,malygos,66
2,Deesnutz,malganis,66
1,Naarushen,ysera,66
2,Diem,hyjal,66
4,Gleockchen,perenolde,66
2,Балхэйм,deathweaver,66
4,Albmeister,ragnaros,66
3,Arlaen,teldrassil,66
1,Netherburn,dalaran,66
2,Lixor,elune,66
2,Хэррио,gordunni,66
0,Veldini,lightbringer,66
3,Madóx,garrosh,66
1,Eclîpsê,twisting-nether,66
4,Shivanpally,draenor,66
4,Zhal,sylvanas,66
2,Apendixx,blackmoore,66
2,Doryl,blackmoore,66
3,Темиус,eversong,66
0,Джанд,soulflayer,66
0,Thasir,shattrath,66
3,Wargott,nathrezim,66
4,Palasch,blackhand,66
1,Kreùos,khaz-modan,66
3,Grimsvik,silvermoon,66
3,Rise,nemesis,66
0,Ersguterhugo,blackrock,66
2,Malurian,garrosh,66
4,Alicsa,teldrassil,66
2,Planiox,garrosh,66
1,Abelia,garrosh,66
2,Borack,kargath,66
2,Ðiter,sylvanas,66
0,Loorlen,teldrassil,66
1,Holysilver,antonidas,66
1,Дикийкирпич,gordunni,66
0,Syriel,nazjatar,66
0,Djarlstam,arathor,66
2,Filar,perenolde,66
2,Дартзак,gordunni,66
0,Skrobel,antonidas,66
2,Hadríanus,burning-legion,66
2,Been,frostwolf,66
2,Avrîl,teldrassil,66
3,Headhuntêr,kazzak,66
2,Marqo,outland,66
1,Aiffel,silvermoon,66
4,Nexâla,blackhand,66
0,Míccí,blackhand,66
0,Messii,drakthul,66
0,Anietyx,blackrock,66
2,Мурагор,soulflayer,66
1,Lyïa,hyjal,66
0,Элладир,howling-fjord,66
4,Карвинн,howling-fjord,66
4,Dairus,mannoroth,66
3,Bloodnoób,kazzak,66
3,Lyrazie,antonidas,66
3,Galatena,blackrock,66
3,Malwéthiel,kirin-tor,66
0,Civira,blackrock,66
1,Рэнгг,gordunni,66
2,Dosé,blackhand,66
3,Ðassault,dun-modr,66
3,Akenna,antonidas,66
3,Terriblë,dun-modr,66
0,Dynamic,aszune,66
1,Zuby,ravenholdt,66
