,profile.name,profile.realm.slug,specialization.id
3,Десперайт,gordunni,66
1,Mcmajor,antonidas,66
1,Brianno,kazzak,66
3,Komaster,todeswache,66
1,Толомир,soulflayer,66
4,Majtipapusza,the-maelstrom,66
0,Ikeys,outland,66
2,Varresa,kazzak,66
4,Экзекуторс,howling-fjord,66
0,Padawa,ghostlands,66
2,Giorg,kazzak,66
2,Fatfall,the-maelstrom,66
1,Dreamer,ragnaros,66
3,Аисандра,soulflayer,66
0,Zedbug,spinebreaker,66
3,Noderneder,deathwing,66
4,Solidzan,draenor,66
1,Sarafan,dragonblight,66
2,Langi,lightnings-blade,66
2,Whimsy,burning-legion,66
1,Omarious,twisting-nether,66
1,Vicker,stormscale,66
4,Arathia,deathwing,66
4,Paloushe,dalaran,66
4,Caylais,drakthul,66
0,Stroemberg,ravencrest,66
2,Tarieswolle,silvermoon,66
3,Rasfon,the-maelstrom,66
4,Lokhust,twisting-nether,66
4,Zelaeya,blackmoore,66
4,Deviouslight,drakthul,66
0,Krisis,dun-modr,66
2,Amedez,antonidas,66
2,Wickedme,the-maelstrom,66
1,Teradraas,the-maelstrom,66
4,Falixix,la-croisade-écarlate,66
3,Ripglossxoxo,the-maelstrom,66
2,Antimagé,twisting-nether,66
1,Kethmil,dun-modr,66
4,Vayki,hyjal,66
1,Rushyy,tarren-mill,66
2,Maraa,deathwing,66
3,Вейдин,eversong,66
0,Goldensun,the-maelstrom,66
1,Ninenine,the-maelstrom,66
2,Hitmeh,blackrock,66
3,Fêdd,hyjal,66
2,Holycabby,teldrassil,66
0,Abrahamlcn,draenor,66
1,Илетил,soulflayer,66
0,Vasilipupkin,antonidas,66
0,Bloodredskyy,twisting-nether,66
0,Chuipàlà,sargeras,66
3,Andreyx,twisting-nether,66
4,Ergard,the-maelstrom,66
1,Sacrydia,the-maelstrom,66
3,Headhuntêr,kazzak,66
3,Pastabiceps,lightnings-blade,66
0,Palakø,zuljin,66
4,Ninosplinter,pozzo-delleternità,66
1,Bulldoge,ghostlands,66
2,Мст,gordunni,66
4,Johawk,kargath,66
4,Tyrenis,dragonblight,66
0,Kiridran,draenor,66
0,Hamsandwich,ghostlands,66
1,Dârvan,blackmoore,66
0,Casemir,antonidas,66
0,Tømz,sylvanas,66
1,Lithmare,hyjal,66
0,Xardian,darkspear,66
1,Sofex,outland,66
4,Kazenlshka,the-maelstrom,66
4,Carebeer,dragonblight,66
0,Ztrega,silvermoon,66
4,Novawind,stormscale,66
2,Kokoviku,twisting-nether,66
4,Quemador,ghostlands,66
1,Jma,azjolnerub,66
4,Offspring,hyjal,66
4,Rómul,draenor,66
1,Mirroredfate,magtheridon,66
0,Larrywhëels,archimonde,66
3,Klîxx,antonidas,66
3,Stélla,the-maelstrom,66
2,Silverdawn,runetotem,66
2,Eledriwe,tarren-mill,66
2,Terrycrews,shadowsong,66
0,Negativedmg,kazzak,66
3,Kynval,nemesis,66
1,Lynchburg,twisting-nether,66
4,Vyneira,zirkel-des-cenarius,66
3,Тайелочка,gordunni,66
0,Valourholy,bronzebeard,66
3,Галяпетровна,gordunni,66
3,Electrizia,thrall,66
3,Carlitøs,grim-batol,66
2,Valithria,sylvanas,66
3,Tuwas,blackrock,66
1,Nakui,aegwynn,66
3,Mystøory,kazzak,66
3,Audunator,draenor,66
2,Steverogers,burning-legion,66
0,Doomalke,hellfire,66
4,Janinali,blackrock,66
4,Motivation,twisting-nether,66
0,Kofle,draenor,66
1,Cardíak,eredar,66
0,Wipepower,ravencrest,66
0,Epicure,kazzak,66
3,Sinduin,silvermoon,66
2,Лестарта,soulflayer,66
4,Kaarl,sanguino,66
3,Rhyzze,silvermoon,66
2,Tiperz,silvermoon,66
0,Serferr,the-maelstrom,66
0,Leonaedes,tarren-mill,66
0,Vìrah,sanguino,66
4,Miracle,bronze-dragonflight,66
2,Rosspaladin,draenor,66
1,Joamn,burning-legion,66
1,Malwéthiel,kirin-tor,66
2,Calidus,tarren-mill,66
4,Rory,blackmoore,66
4,Murkhala,tarren-mill,66
2,Ignispetram,ravencrest,66
3,Hyros,khazgoroth,66
3,Smerts,anetheron,66
1,Raffytaffyy,twisting-nether,66
1,Palaq,silvermoon,66
0,Dandoboi,eredar,66
0,Ultravíolett,kargath,66
2,Implorius,hyjal,66
2,Drluckii,ysondre,66
4,Biglad,the-maelstrom,66
3,Kardasi,ravencrest,66
0,Urmoom,tarren-mill,66
4,Zoël,elune,66
4,Exidion,sylvanas,66
4,Jibril,burning-steppes,66
2,Simsalla,the-maelstrom,66
4,Ogii,kazzak,66
0,Форстарлинг,blackscar,66
2,Alipala,kazzak,66
0,Tae,ysera,66
0,Romanov,kazzak,66
1,Basbakan,silvermoon,66
4,Pitma,the-maelstrom,66
4,Трэнсквил,ashenvale,66
3,Texy,aggra-português,66
1,Banehallowgr,sylvanas,66
0,Hüth,blackrock,66
3,Autismmeistr,ravencrest,66
0,Mízzy,the-maelstrom,66
4,Moochai,twisting-nether,66
1,Ashurbanipal,silvermoon,66
1,Энисия,howling-fjord,66
4,Dwarfhunter,dragonblight,66
1,Фийка,gordunni,66
1,Peelschan,kazzak,66
1,Ремицин,gordunni,66
2,Lojzo,deathwing,66
2,Tagaros,dragonblight,66
