profile.id,profile.name,profile.realm.slug,specialization.id,faction.type
226189282,Ытьыць,gordunni,66,ALLIANCE
242743548,Мануэлочка,gordunni,66,ALLIANCE
178142124,Десперайт,gordunni,66,ALLIANCE
158337454,Shikanna,drakthul,66,ALLIANCE
113231638,Marlinp,ravencrest,66,ALLIANCE
209809699,Тайелочка,gordunni,66,ALLIANCE
174024759,Argad,dalaran,66,ALLIANCE
113620817,Cykapala,ravencrest,66,ALLIANCE
185428345,Мурталиса,gordunni,66,ALLIANCE
156356594,Wyrea,antonidas,66,ALLIANCE
154995617,Jejouepal,archimonde,66,ALLIANCE
181587981,Кэмрад,gordunni,66,ALLIANCE
45586194,Валмет,gordunni,66,ALLIANCE
199152184,Слипноумо,gordunni,66,ALLIANCE
196483601,Ikeys,outland,66,ALLIANCE
209200794,Метапаладин,gordunni,66,ALLIANCE
88738631,Matelina,sanguino,66,ALLIANCE
210021985,Goldanna,nagrand,66,ALLIANCE
226274304,Valithria,sylvanas,66,ALLIANCE
128343226,Arkus,silvermoon,66,ALLIANCE
180191286,Альтошка,gordunni,66,ALLIANCE
226283851,Doríáth,sylvanas,66,ALLIANCE
184106006,Спангебуб,gordunni,66,ALLIANCE
156893097,Dawnbringer,archimonde,66,ALLIANCE
192656603,Пчелобав,gordunni,66,ALLIANCE
165606918,Hegeshine,argent-dawn,66,ALLIANCE
101228281,Reava,alleria,66,HORDE
64791081,Ревирант,gordunni,66,ALLIANCE
197580854,Ørjän,silvermoon,66,ALLIANCE
159702337,Øwnßest,exodar,66,ALLIANCE
162999798,Iladonf,dalaran,66,ALLIANCE
183148479,Медаяз,gordunni,66,ALLIANCE
139653617,Bolívar,magtheridon,66,ALLIANCE
108586667,Targaryèn,silvermoon,66,ALLIANCE
83741128,Talaessa,pozzo-delleternità,66,ALLIANCE
195354663,Стопля,gordunni,66,ALLIANCE
77429208,Дэно,fordragon,66,ALLIANCE
133048372,Мейсолинг,gordunni,66,ALLIANCE
149900052,Nølight,antonidas,66,ALLIANCE
158624613,Nyùkä,conseil-des-ombres,66,ALLIANCE
194098262,Miyamoto,balnazzar,66,ALLIANCE
218020568,Zephyrindark,sylvanas,66,ALLIANCE
174241461,Hêizën,marécage-de-zangar,66,ALLIANCE
161166557,Perlite,conseil-des-ombres,66,ALLIANCE
170229125,Элитныи,gordunni,66,ALLIANCE
175810099,Paloushe,dalaran,66,ALLIANCE
18820223,Лайтмен,azuregos,66,ALLIANCE
187353286,Анбели,gordunni,66,ALLIANCE
188316411,Стигимен,gordunni,66,ALLIANCE
95631323,Зибада,gordunni,66,ALLIANCE
143937353,Blumes,argent-dawn,66,ALLIANCE
190883503,Светляк,gordunni,66,ALLIANCE
154138855,Shearduck,silvermoon,66,ALLIANCE
74086767,Fàlk,antonidas,66,ALLIANCE
148198080,Virtualpala,blackmoore,66,ALLIANCE
175091275,Läthgërtha,dun-modr,66,ALLIANCE
194386574,Bigclock,outland,66,ALLIANCE
201038015,Фалтрат,gordunni,66,ALLIANCE
157586606,Лонгдейл,gordunni,66,ALLIANCE
199340413,Рейннон,gordunni,66,ALLIANCE
192017612,Pomfritzel,silvermoon,66,ALLIANCE
242917979,Тнчк,gordunni,66,ALLIANCE
156183143,Røllstuhl,blackmoore,66,ALLIANCE
133368774,Qunaii,defias-brotherhood,66,ALLIANCE
126725985,Borimir,agamaggan,66,ALLIANCE
108318652,Wuffo,antonidas,66,ALLIANCE
188714945,Галяпетровна,gordunni,66,ALLIANCE
98180293,Мркавай,gordunni,66,ALLIANCE
179417627,Спокафанчег,gordunni,66,ALLIANCE
51285832,Громел,gordunni,66,ALLIANCE
242350481,Таймрулер,gordunni,66,ALLIANCE
92465684,Демопал,fordragon,66,ALLIANCE
117578945,Laddie,argent-dawn,66,ALLIANCE
184830606,Kintharas,silvermoon,66,ALLIANCE
143160103,Marqo,outland,66,ALLIANCE
136938662,Komaster,todeswache,66,ALLIANCE
110762455,Deenit,ravencrest,66,ALLIANCE
124074579,Neoki,ravencrest,66,ALLIANCE
176814497,Акватемный,gordunni,66,ALLIANCE
193597388,Stew,silvermoon,66,ALLIANCE
112514904,Maybenope,pozzo-delleternità,66,ALLIANCE
176169777,Skinerop,burning-legion,66,ALLIANCE
143466983,Flyínghirsch,blackmoore,66,ALLIANCE
187831998,Kízaru,aegwynn,66,ALLIANCE
99047084,Морфеу,gordunni,66,ALLIANCE
156071444,Darkmace,ravencrest,66,ALLIANCE
181677258,Саффирин,gordunni,66,ALLIANCE
132889147,Geart,wildhammer,66,ALLIANCE
95307225,Маглес,azuregos,66,ALLIANCE
115287737,Look,throkferoth,66,ALLIANCE
158366847,Epicskillz,conseil-des-ombres,66,ALLIANCE
166631802,Darkghost,hyjal,66,ALLIANCE
79363510,Лэйко,gordunni,66,ALLIANCE
139762690,Favre,hyjal,66,ALLIANCE
155889302,Спетум,gordunni,66,ALLIANCE
148619649,Nithrys,dalaran,66,ALLIANCE
180862156,Mythterhawk,outland,66,ALLIANCE
185122145,Кромвар,gordunni,66,ALLIANCE
245074253,Лайтревендж,gordunni,66,ALLIANCE
187835499,Асогири,gordunni,66,ALLIANCE
189585324,Егорметеорус,gordunni,66,ALLIANCE
94644508,Akenna,antonidas,66,ALLIANCE
179965146,Холирейнн,gordunni,66,ALLIANCE
111017100,Vyneira,zirkel-des-cenarius,66,ALLIANCE
209552371,Noderneder,deathwing,66,ALLIANCE
