,profile.name,profile.realm.slug,specialization.id
2,Unholycookie,silvermoon,66
3,Дэно,fordragon,66
4,Эндоул,gordunni,66
0,Фалтрат,gordunni,66
0,Дредстар,fordragon,66
4,Демопал,fordragon,66
3,Болрен,fordragon,66
2,Джиммиджи,gordunni,66
4,Саффирин,gordunni,66
2,Танван,howling-fjord,66
2,Buidsear,blackmoore,66
3,Squall,zuluhed,66
0,Аллаар,fordragon,66
3,Ardiana,khadgar,66
2,Мануэлочка,gordunni,66
0,Nairda,twisting-nether,66
4,Нэйтеро,fordragon,66
4,Дессира,fordragon,66
1,Эйлив,fordragon,66
2,Хелзеферс,gordunni,66
0,Prettygirl,dun-modr,66
2,Ланнкастер,fordragon,66
4,Zinora,gorgonnash,66
3,Шинкурф,fordragon,66
4,Тыбыканул,deathguard,66
2,Balem,alonsus,66
2,Синтезтела,eversong,66
2,Trasié,argent-dawn,66
1,Lumikus,silvermoon,66
4,Äncel,dalaran,66
2,Айспалл,fordragon,66
2,Мечтаидиота,fordragon,66
0,Palladin,outland,66
3,Греночка,azuregos,66
1,Ihimenainen,bloodfeather,66
4,Atilaelhuno,dun-modr,66
0,Azshandris,sylvanas,66
1,Крапинко,fordragon,66
1,Аглянись,howling-fjord,66
4,Trrish,sylvanas,66
3,Nanolex,draenor,66
0,Купоныч,fordragon,66
2,Овитрес,soulflayer,66
4,Френзибарб,howling-fjord,66
1,Arthes,silvermoon,66
4,Silverdawn,runetotem,66
4,Osïrïs,kazzak,66
4,Митрайс,fordragon,66
2,Delacreh,antonidas,66
2,Мулайт,eversong,66
4,Sarafan,dragonblight,66
4,Анфет,gordunni,66
0,Palanix,aegwynn,66
2,Артемониус,gordunni,66
4,Чицк,fordragon,66
1,Добрыйвзгляд,fordragon,66
3,Салокин,fordragon,66
1,Heracleus,ravencrest,66
0,Арроя,fordragon,66
0,Палвнатуре,fordragon,66
2,Grimripper,alleria,66
2,Ханская,gordunni,66
2,Крахоборище,fordragon,66
4,Балдесарини,gordunni,66
2,Awkward,aggramar,66
4,Крадульф,gordunni,66
3,Zyriaspheri,aegwynn,66
3,Баблодин,gordunni,66
0,Сторилайн,gordunni,66
0,Мх,gordunni,66
0,Синикар,fordragon,66
3,Relain,blackmoore,66
4,Masimal,sylvanas,66
4,Холипульсар,gordunni,66
3,Zleknogodx,blackrock,66
2,Miely,illidan,66
4,Затрещинна,howling-fjord,66
1,Канадака,howling-fjord,66
2,Xzavier,sylvanas,66
0,Сыротёрка,gordunni,66
4,Фельдрерин,howling-fjord,66
0,Бенден,eversong,66
2,Амергин,fordragon,66
