,profile.name,profile.realm.slug,specialization.id
0,Calamitas,azshara,66
0,Läuft,kragjin,66
3,Borimir,agamaggan,66
2,Nozarash,twisting-nether,66
1,Ahilé,twisting-nether,66
3,Imoros,malfurion,66
4,Cøw,nemesis,66
2,Petercroft,azshara,66
4,Mortigger,blackmoore,66
3,Алексраз,soulflayer,66
2,Eduardo,azshara,66
0,Oxxy,draenor,66
1,Yoncho,kazzak,66
3,Dpms,twisting-nether,66
2,Kurczaka,azshara,66
4,Gibari,eredar,66
4,Zmøk,kazzak,66
1,Shamonie,draenor,66
0,Palimba,azshara,66
0,Themis,les-sentinelles,66
4,Помидориня,howling-fjord,66
4,Нурфанон,gordunni,66
1,Snude,azshara,66
2,Gìngerturtle,blackmoore,66
1,Lithî,azshara,66
0,Lexria,blackhand,66
4,Ruael,das-syndikat,66
4,Fallacha,eredar,66
0,Silency,stormreaver,66
0,Drace,thrall,66
4,Typos,lothar,66
1,Hitmeh,blackrock,66
2,Pépégá,kazzak,66
0,Superkilos,ravencrest,66
1,Buidsear,blackmoore,66
3,Hellsaw,azshara,66
3,Cobol,kazzak,66
3,Laerin,azshara,66
1,Shoqar,azshara,66
4,Holymaster,stormscale,66
1,Humbert,eredar,66
2,Tabazku,ragnaros,66
3,Klexe,blackrock,66
4,Kontel,eredar,66
3,Luchinhaert,azshara,66
4,Kaldoryan,blackmoore,66
2,Daddy,thunderhorn,66
3,Zarik,hyjal,66
3,Maldrock,blackrock,66
1,Heeglon,burning-legion,66
4,Koszies,twisting-nether,66
4,Numenor,lothar,66
0,Isolith,malganis,66
4,Muuhhskete,norgannon,66
3,Dunkelzerg,blackmoore,66
4,Nakkimon,bronze-dragonflight,66
2,Ráilow,thrall,66
1,Parisha,frostwolf,66
1,Despinepally,blackhand,66
1,Ángèl,dentarg,66
2,Solai,eredar,66
4,Purple,nethersturm,66
4,Ùsila,lothar,66
4,Goldlight,hyjal,66
1,Nanisunda,thrall,66
4,Hugopala,dethecus,66
0,Ileila,alleria,66
0,Хелхаммер,soulflayer,66
2,Ригармортис,howling-fjord,66
3,Latchman,antonidas,66
2,Malchoriak,azshara,66
0,Xenbur,dun-modr,66
4,Layari,eredar,66
0,Goerean,argent-dawn,66
0,Odrian,ahnqiraj,66
3,Artamiel,les-sentinelles,66
1,Sîlîan,blackmoore,66
3,Pestiferos,ysondre,66
4,Jyn,ambossar,66
4,Hyros,khazgoroth,66
4,Vaccation,kazzak,66
4,Jonbeng,tarren-mill,66
3,Holydarkness,kazzak,66
3,Noxplode,thrall,66
3,Carlitøs,grim-batol,66
1,Borderland,azshara,66
4,Miniwolf,kazzak,66
1,Feorgegloyd,burning-legion,66
0,Ффитоняшка,eversong,66
3,Tez,lothar,66
4,Ritardt,baelgun,66
3,Zioclick,eredar,66
3,Alvieh,twisting-nether,66
2,Anietyx,blackrock,66
0,Khazir,hyjal,66
1,Спейс,deathweaver,66
2,Peccator,stormscale,66
0,Gress,azshara,66
2,Hüth,blackrock,66
0,Selliuocsem,archimonde,66
1,Jale,wildhammer,66
3,Tiwipal,blackhand,66
0,Sacramentum,defias-brotherhood,66
4,Àcci,blackrock,66
2,Malteschrek,zuluhed,66
2,Auni,blackrock,66
3,Palabanana,blackmoore,66
1,Rommanos,ravencrest,66
1,Tyrenis,dragonblight,66
4,Sethra,vashj,66
4,Milkadiin,tarren-mill,66
0,Blacksid,dun-modr,66
0,Nix,kilrogg,66
3,Déstial,ravencrest,66
2,Babofrau,arthas,66
1,Kèmp,blackrock,66
4,Kelia,thrall,66
1,Fløy,draenor,66
2,Proffx,twisting-nether,66
3,Donvoltage,eredar,66
3,Dérentis,azshara,66
4,Léona,azshara,66
1,Kazo,darksorrow,66
2,Sladie,blackrock,66
2,Hehtmonghour,sanguino,66
3,Ketherian,blutkessel,66
2,Flakslodd,kazzak,66
