,profile.name,profile.realm.slug,specialization.id
1,Trincera,thrall,66
2,Eberhagen,kazzak,66
2,Охеранить,soulflayer,66
2,Tuwas,blackrock,66
3,Paaryn,blackrock,66
4,Aucharius,darkmoon-faire,66
0,Khoria,twisting-nether,66
3,Dryadz,sylvanas,66
1,Peelschan,kazzak,66
1,Koniria,zuluhed,66
2,Päm,twisting-nether,66
1,Nimsy,blackhand,66
0,Jinxun,twisting-nether,66
2,Oswäld,archimonde,66
3,Brunori,tarren-mill,66
3,Helldorado,dethecus,66
4,Bubodin,stormreaver,66
1,Squall,zuluhed,66
4,Praiolynna,blackrock,66
1,Marhun,drakthul,66
3,Empathy,amanthul,66
1,Muirneach,amanthul,66
3,Malteschrek,zuluhed,66
0,Goldensun,the-maelstrom,66
0,Samson,zuluhed,66
2,Purgé,kazzak,66
4,Syriel,nazjatar,66
0,Zieghh,sargeras,66
0,Bubbleoo,blackrock,66
2,Dpms,twisting-nether,66
3,Papâroch,kazzak,66
4,Setsuya,frostmourne,66
3,Imperas,dun-morogh,66
4,Violatoru,twisting-nether,66
2,Greedosan,twisting-nether,66
2,Ðestiný,eredar,66
4,Shawarma,anubarak,66
4,Bully,uldum,66
1,Usulder,sanguino,66
2,Hâmeddark,kazzak,66
1,Svenealavate,nazjatar,66
0,Maker,grim-batol,66
1,Ayven,dalaran,66
0,Quelthanos,tarren-mill,66
4,Aleriy,amanthul,66
2,Aleacia,amanthul,66
0,Trimack,frostmourne,66
4,Darkfellix,aggra-português,66
0,Gwebo,kazzak,66
3,Vainavi,ravencrest,66
3,Arratius,blackmoore,66
0,Sarthigas,dalaran,66
0,Prsko,drakthul,66
2,Kae,anetheron,66
0,Shambehaart,blackmoore,66
4,Kûrûmî,nazjatar,66
1,Marsar,twisting-nether,66
0,Tonkmeister,twisting-nether,66
3,Zòxx,ysondre,66
2,Înurias,frostmourne,66
1,Käwotte,sargeras,66
1,Relethey,magtheridon,66
1,Monstar,nazjatar,66
2,Igab,blackmoore,66
0,Hapepala,draenor,66
3,Silversmile,malganis,66
2,Philosophe,ysondre,66
0,Радостьмоя,gordunni,66
4,Палочкка,howling-fjord,66
0,Gingerrella,dethecus,66
