,profile.name,profile.realm.slug,specialization.id
0,Shikanna,drakthul,66
0,Peludinz,zuljin,66
1,Тесей,howling-fjord,66
1,Keyrran,drekthar,66
0,Vaenor,uldaman,66
1,Zaryn,uldaman,66
2,Bkhawk,frostmane,66
4,Tøtørpal,drekthar,66
3,Dáyworker,blackhand,66
0,Shtrauska,les-clairvoyants,66
0,Dankai,zuljin,66
2,Lëviathän,kazzak,66
3,Talgëes,ysondre,66
2,Dayls,uldaman,66
1,Veilyy,tarren-mill,66
3,Buidsear,blackmoore,66
0,Аулер,gordunni,66
4,Nydin,sargeras,66
4,Slðw,krasus,66
1,Palädin,tarren-mill,66
0,Laélynn,kirin-tor,66
2,Ljuuz,argent-dawn,66
2,Ludotwins,kirin-tor,66
1,Ибха,gordunni,66
2,Nëyuh,krasus,66
3,Webwing,kazzak,66
0,Josebovin,uldaman,66
3,Rahsa,uldaman,66
3,Adke,argent-dawn,66
3,Gumgum,arygos,66
4,Tardron,kazzak,66
4,Nâsryüs,hyjal,66
3,Palaplöw,uldaman,66
2,Ropin,kazzak,66
2,Paramônt,frostwolf,66
2,Крэшпал,howling-fjord,66
0,Nahirri,eitrigg,66
4,Aldrion,drekthar,66
3,Noraliä,kaelthas,66
4,Dôrian,neptulon,66
1,Cheril,uldaman,66
2,Jimilza,uldaman,66
0,Torgale,krasus,66
3,Enemîes,blackmoore,66
2,Lanthariel,culte-de-la-rive-noire,66
2,Boukitos,drekthar,66
3,Yoghipalli,argent-dawn,66
4,Спейс,deathweaver,66
0,Ileila,alleria,66
1,Cezanne,shattered-hand,66
0,Urtheltas,archimonde,66
2,Рэзл,gordunni,66
4,Ârgo,thrall,66
4,Escanør,uldaman,66
3,Холликоровка,howling-fjord,66
4,Borrel,blackmoore,66
0,Tésh,nagrand,66
3,Ayduine,uldaman,66
3,Tîrlîre,uldaman,66
3,Erackñ,uldaman,66
3,Irondeath,malganis,66
3,Ysùn,drekthar,66
1,Weinbaron,malfurion,66
3,Genobi,turalyon,66
1,Bàst,uldaman,66
3,Loladín,dun-modr,66
2,Prominence,thrall,66
3,Xefypala,draenor,66
1,Cve,ragnaros,66
0,Saehie,dalaran,66
1,Shiéld,the-maelstrom,66
4,Тиаматик,gordunni,66
4,Hørtørd,krasus,66
0,Eclairage,krasus,66
1,Takapa,ysondre,66
0,Thorklæs,ysondre,66
4,Bwishop,throkferoth,66
2,Thiccmeatpie,ysondre,66
3,Lindu,sanguino,66
4,Odianne,ysondre,66
0,Baldirs,ravencrest,66
3,Snäkeswings,hyjal,66
1,Zverky,twisting-nether,66
1,Warèn,uldaman,66
2,Arthàmiel,uldaman,66
3,Ugarr,drakthul,66
1,Shei,eitrigg,66
0,Cispo,stormscale,66
1,Fàlk,antonidas,66
4,Юрейко,gordunni,66
1,Spada,kazzak,66
4,Холиджастис,gordunni,66
1,Айвишпал,galakrond,66
0,Zallakounet,ysondre,66
3,Zieghh,sargeras,66
3,Cemgiskan,illidan,66
0,Саффирин,gordunni,66
1,Lindvior,draenor,66
0,Богдрикс,soulflayer,66
2,Caligine,nemesis,66
1,Asetia,tarren-mill,66
3,Тащисюдаеё,soulflayer,66
3,Goko,krasus,66
2,Mowthie,defias-brotherhood,66
3,Овитрес,soulflayer,66
3,Lighthopper,blackrock,66
4,Athal,twisting-nether,66
0,Atank,blackhand,66
4,Spøt,uldaman,66
3,Taktik,arthas,66
4,Bunip,ravencrest,66
4,Ecthelion,uldaman,66
2,Emergency,aggra-português,66
4,Gôld,thrall,66
1,Bífur,eredar,66
4,Plòppy,twisting-nether,66
0,Nauglamur,blackhand,66
1,Kennybuster,blackhand,66
2,Pibo,drekthar,66
1,Aldro,uldaman,66
3,Zirc,tarren-mill,66
0,Johawk,kargath,66
3,Cierwal,hyjal,66
0,Shaadd,aegwynn,66
1,Asysnow,kazzak,66
0,Разведкабоем,eversong,66
4,Roronoazorro,hyjal,66
2,Dontrel,silvermoon,66
4,Norrath,thrall,66
3,Баблодинный,gordunni,66
2,Колвэл,howling-fjord,66
4,Forceroz,hyjal,66
3,Яалон,gordunni,66
3,Уриенс,howling-fjord,66
0,Ven,malygos,66
4,Lylitz,uldaman,66
1,Sùnan,kirin-tor,66
1,Cdurpal,archimonde,66
1,Yralto,uldaman,66
1,Trowâ,antonidas,66
1,Mska,twisting-nether,66
4,Althéä,eitrigg,66
3,Huanamare,sylvanas,66
4,Ràgnarok,khadgar,66
4,Marulfe,uldaman,66
4,Quaelthas,sanguino,66
4,Fàb,uldaman,66
2,Kippis,blackmoore,66
0,Pjoe,sargeras,66
3,Санви,grom,66
0,Orvald,eitrigg,66
2,Legendaura,silvermoon,66
3,Veldarën,hyjal,66
3,Ysumar,khaz-modan,66
1,Hunudin,ravencrest,66
3,Кнопоська,soulflayer,66
4,Crokitoks,conseil-des-ombres,66
4,Жжонни,gordunni,66
3,Bestpalad,kazzak,66
2,Marc,kaelthas,66
0,Akapaku,hyjal,66
2,Deathtelion,hyjal,66
3,Akrøs,uldaman,66
3,Зандакоммыч,howling-fjord,66
0,Holypurge,malfurion,66
2,Pandoru,uldaman,66
4,Atn,uldaman,66
3,Golbam,hyjal,66
4,Déxtro,antonidas,66
1,Sansbhal,sargeras,66
4,Welhan,krasus,66
1,Sicaria,azjolnerub,66
3,Hornyjane,nagrand,66
0,Heartfilia,norgannon,66
0,Daladonpala,hellscream,66
4,Natø,dun-modr,66
4,Azarïel,drekthar,66
2,Альтик,ashenvale,66
0,Døvo,dun-modr,66
3,Borimir,agamaggan,66
0,Karmacharger,silvermoon,66
1,Luebby,blackmoore,66
2,Heriøn,kaelthas,66
0,Jayline,tarren-mill,66
1,Бугринка,gordunni,66
4,Антошеня,howling-fjord,66
1,Joreto,draenor,66
4,Francisx,silvermoon,66
2,Smö,suramar,66
4,Kazeoflight,aggra-português,66
2,Teena,varimathras,66
3,Missago,tarren-mill,66
4,Sîndja,antonidas,66
4,Bootstrap,draenor,66
2,Inyaface,zuljin,66
1,Purèlight,kazzak,66
3,Таларус,howling-fjord,66
3,Clîmâxx,eredar,66
1,Tréda,tarren-mill,66
1,Mégegymogyí,ragnaros,66
4,Skyddsängel,ragnaros,66
2,Gorjanx,ragnaros,66
1,Scaradin,blackmoore,66
3,Svjatlana,draenor,66
2,Agamenón,sanguino,66
1,Yuln,hyjal,66
1,Qancho,blackrock,66
2,Любомур,galakrond,66
4,Alphane,twisting-nether,66
0,Wosky,archimonde,66
0,Peeveepeepee,frostmane,66
4,Blinkerfluid,draenor,66
4,Emobubbles,tarren-mill,66
0,Azrya,uldaman,66
3,Schark,zuljin,66
1,Nemecu,twisting-nether,66
3,Marhun,drakthul,66
3,Tomcanari,dalaran,66
4,Толерантище,gordunni,66
0,Котанскии,gordunni,66
1,Ulfinqp,archimonde,66
3,Igab,blackmoore,66
3,Curt,sanguino,66
3,Mestrong,aegwynn,66
1,Imperis,voljin,66
2,Ukki,die-aldor,66
0,Ддоменщик,gordunni,66
2,Nayelie,ravencrest,66
2,Parsepumper,sanguino,66
3,Angeil,dun-modr,66
0,Рэйнметалл,deathguard,66
2,Huhanaa,krasus,66
0,Hapyfeet,hyjal,66
1,Ddr,aggra-português,66
2,Lkm,medivh,66
4,Eckaz,uldaman,66
4,Wîllí,antonidas,66
1,Bleize,hyjal,66
2,Релокин,gordunni,66
2,Лафандер,soulflayer,66
2,Nullahress,uldaman,66
3,Lumikus,silvermoon,66
4,Høuarï,hyjal,66
3,Pízza,draenor,66
0,Palladrina,bloodhoof,66
4,Royalgurd,kazzak,66
3,Pasladeter,archimonde,66
2,Kiroo,neptulon,66
1,Pypifrog,minahonda,66
3,Pandarouw,sargeras,66
1,Мууфассаа,gordunni,66
4,Колотушкин,howling-fjord,66
3,Angelito,drekthar,66
