0,1,2,3,4,5,character.id,6,7
Pelagos,Combat Meditation,Focusing Mantra,Cleansed Vestments,Ringing Clarity,Shielding Words,80525482,Punish the Guilty,
Pelagos,Combat Meditation,Road of Trials,Cleansed Vestments,Shielding Words,Resolute Defender,174891056,Ringing Clarity,Golden Path
Pelagos,Combat Meditation,Focusing Mantra,Bond of Friendship,Ringing Clarity,Resolute Defender,161166557,Vengeful Shock,Shielding Words
Pelagos,Combat Meditation,Focusing Mantra,Cleansed Vestments,Ringing Clarity,Resolute Defender,244553462,Vengeful Shock,
Pelagos,Combat Meditation,Road of Trials,Bond of Friendship,Resolute Defender,Shielding Words,196727694,Ringing Clarity,Light's Barding
General Draven,Service In Stone,Move As One,Unbreakable Body,Shielding Words,Hallowed Discernment,166863982,Resolute Defender,
Pelagos,Combat Meditation,Focusing Mantra,Cleansed Vestments,Punish the Guilty,Shielding Words,137040626,Ringing Clarity,Resolute Defender
Pelagos,Combat Meditation,Phial of Patience,Cleansed Vestments,Light's Barding,Resolute Defender,167094485,Ringing Clarity,Golden Path
Pelagos,Combat Meditation,Road of Trials,Bond of Friendship,Resolute Defender,Shielding Words,175137079,Vengeful Shock,
Pelagos,Combat Meditation,Road of Trials,Cleansed Vestments,Golden Path,Resolute Defender,169121051,Ringing Clarity,Shielding Words
Pelagos,Combat Meditation,Road of Trials,Bond of Friendship,Royal Decree,Shielding Words,129355671,Ringing Clarity,Resolute Defender
Pelagos,Combat Meditation,Road of Trials,Bond of Friendship,Resolute Defender,Shielding Words,243807749,Vengeful Shock,Golden Path
Pelagos,Combat Meditation,Road of Trials,Cleansed Vestments,Golden Path,Shielding Words,208151952,Ringing Clarity,Light's Barding
Pelagos,Combat Meditation,Focusing Mantra,Bond of Friendship,Ringing Clarity,Resolute Defender,173205855,Vengeful Shock,Golden Path
Pelagos,Combat Meditation,Focusing Mantra,Cleansed Vestments,Ringing Clarity,Golden Path,176205827,Punish the Guilty,Shielding Words
Pelagos,Combat Meditation,Road of Trials,Cleansed Vestments,Shielding Words,Golden Path,193398690,Vengeful Shock,Resolute Defender
Pelagos,Combat Meditation,Road of Trials,Bond of Friendship,Resolute Defender,Royal Decree,225713693,Ringing Clarity,Echoing Blessings
Pelagos,Combat Meditation,Road of Trials,Cleansed Vestments,Resolute Defender,Golden Path,139723203,Vengeful Shock,Shielding Words
Pelagos,Combat Meditation,Focusing Mantra,Cleansed Vestments,Ringing Clarity,Shielding Words,241481850,Vengeful Shock,Royal Decree
Pelagos,Combat Meditation,Focusing Mantra,Cleansed Vestments,Vengeful Shock,Resolute Defender,197550361,Ringing Clarity,Royal Decree
Pelagos,Combat Meditation,Focusing Mantra,Cleansed Vestments,Ringing Clarity,Resolute Defender,149431574,Vengeful Shock,Shielding Words
Pelagos,Combat Meditation,Road of Trials,Bond of Friendship,Shielding Words,Resolute Defender,67227600,Vengeful Shock,Golden Path
Pelagos,Combat Meditation,Road of Trials,Bond of Friendship,Shielding Words,Golden Path,168784801,Ringing Clarity,Resolute Defender
General Draven,Service In Stone,Enduring Gloom,Unbreakable Body,Light's Barding,Hallowed Discernment,237413017,Shielding Words,
General Draven,Service In Stone,Move As One,Unbreakable Body,Shielding Words,Punish the Guilty,86396058,Resolute Defender,
Pelagos,Combat Meditation,Road of Trials,Cleansed Vestments,Shielding Words,Resolute Defender,106684712,Punish the Guilty,Light's Barding
Pelagos,Combat Meditation,Road of Trials,Cleansed Vestments,Shielding Words,Golden Path,197238808,Ringing Clarity,Resolute Defender
Pelagos,Combat Meditation,Focusing Mantra,Bond of Friendship,Ringing Clarity,Shielding Words,132732156,Punish the Guilty,Resolute Defender
Pelagos,Combat Meditation,Road of Trials,Cleansed Vestments,Shielding Words,Resolute Defender,103213339,Vengeful Shock,Royal Decree
Pelagos,Combat Meditation,Focusing Mantra,Cleansed Vestments,Punish the Guilty,Resolute Defender,164897424,Ringing Clarity,Light's Barding
